County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,% Non-Hispanic White,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score,Forecasted case trajectory
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.26,0.025,24565,245,134,1.3,0.04,0.2,0.028,23676,236,112,1.1,1359897,13546,24967,249,0,0,SustainedHotspot,,High,High,0.043,608063,6057,,,-0.003,0.54,,,0.045,395231,3937,,,1360,7.7,685,3.9,0.8,0.1,0.77,0.19,0.27,0.05,0.01,0,0.01,0.01,0.03,0.02,0.01,91,17762,2081,5250,0.95,0.92,0.98,0.95,6489544,0.646,5562484,0.554,91747,0.011,18837,0.026,72910,0.009,5053,0.004,-0.0006,-0.0036,-0.0004,-0.0006,6471492,0.751,5550902,0.644,446471,0.616,355491,0.49,6025021,0.763,5195411,0.658,1226962,0.868,1056291,0.747,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.77,0.49,Uncertain
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.13,0.022,21655,797,0,0,0.1,,0.023,19709,725,0,0,590769,21744,6472,238,4,0,SustainedHotspot,,High,High,0.142,103532,3811,,,0.001,-0.13,,,0.14,119303,4391,,,1617,26.8,284,4.7,0.9,0.29,0.87,0.39,0.41,0.16,0.05,0,0.03,0.05,0.09,0.03,0.03,22,6041,974,1978,1,0.86,1,1,2174427,0.8,1743306,0.642,52782,0.022,9241,0.051,43541,0.02,3824,,0,0.0039,-0.0003,0,2173313,0.925,1742731,0.742,127503,0.699,76851,0.422,2045810,0.944,1665880,0.769,461518,0.999,385452,0.852,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.82,0.81,Uncertain
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.35,0.015,14666,751,0,0,0.17,,0.015,12582,644,0,0,298648,15293,3079,158,6,0,SustainedHotspot,,High,High,0.207,65038,3331,,,0.008,-0.1,,,0.199,72157,3695,,,2177,44,214,4.3,0.85,0.33,0.91,0.49,0.52,0.21,0.19,0.01,0.04,0.01,0.08,0.02,0.03,15,4947,566,1007,1,1,1,1,1314032,0.673,1055124,0.54,33676,0.02,6663,0.048,27013,0.018,2571,0.008,0.0009,0.0069,0.0004,0.0004,1313466,0.781,1055056,0.627,82924,0.593,55449,0.397,1230542,0.798,999607,0.648,324614,0.97,270950,0.81,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.58,0.61,Uncertain
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.55,0.014,13594,303,56,1.2,0.12,-0.21,0.014,12125,270,71,1.6,613962,13688,10612,237,0,0,SustainedHotspot,,High,High,0.117,118671,2646,1,0.99,-0.015,0.31,0,0,0.131,90395,2015,1,1,768,7.5,783,7.6,0.7,0.09,0.6,0.17,0.36,0.11,0.08,0.01,0.01,0.03,0.03,0.02,0.02,42,10264,1458,1699,1,0.98,1,1,2327257,0.519,1948407,0.434,31652,0.008,5865,0.016,25787,0.008,1952,0.003,-0.0004,-0.0013,-0.0003,-0.0003,2327013,0.613,1948359,0.513,147027,0.403,109043,0.299,2179986,0.635,1839316,0.536,600044,0.862,510849,0.734,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.64,0.22,Uncertain
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.29,0.013,12119,257,98,2.1,-0.22,1.04,0.018,15621,331,48,1,457958,9716,6882,146,5,0,SustainedHotspot,Recent,High,High,0.183,96087,2039,1,0.99,-0.001,0,0,0,0.184,95667,2030,1,0.99,2075,18.7,890,8,0.92,0.22,0.93,0.39,0.49,0.13,0.15,-0.01,0.05,-0.01,0.1,0.04,0.04,50,11092,1372,3260,0.92,0.88,0.96,0.92,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.72,0.56,Uncertain
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.27,0.011,11048,551,68,3.4,-0.06,0.74,0.014,11780,588,39,1.9,267630,13358,3796,189,6,0,SustainedHotspot,Recent,High,High,0.237,46900,2341,2,0.99,0.024,-0.02,1,0,0.212,47807,2386,1,0.99,1162,17.8,236,3.6,0.68,0.16,0.93,0.45,0.5,0.15,0.08,0,0.02,0.01,0.05,0.05,0.03,18,6543,653,1478,1,0.94,1,1,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.83,0.37,Likely Decreasing
"Hillsborough County, FL",12057,Large central metro,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,FL,4,1471968,0.461,0.069,0.004,2,40510,0.028,0.48,0.011,10981,746,0,0,0.27,,0.01,8636,587,0,0,183784,12486,1832,124,6,0,SustainedHotspot,,High,High,0.228,26539,1803,,,0.007,-0.18,,,0.22,32308,2195,,,1125,27.6,202,5,0.89,0.24,0.84,0.36,0.37,0.13,0.11,0.02,0.04,0.01,0.04,0.02,0.02,12,4079,545,681,1,0.92,1,1,840088,0.571,670560,0.456,19402,0.015,2882,0.027,16520,0.014,1346,0.006,-0.0006,-0.0082,0.0001,0,839920,0.669,670537,0.534,48902,0.451,34377,0.317,791018,0.69,636160,0.555,207090,0.968,159665,0.746,0.13,0.15,0.15,2.6,0.16,0.3,0,0.04,0.67,0.5,Uncertain
"Orange County, FL",12095,Large central metro,"Orlando-Kissimmee-Sanford, FL",Metropolitan,FL,4,1393452,0.534,0.065,0.004,1,50190,0.036,0.39,0.01,9533,684,0,0,0.08,,0.01,8826,633,0,0,184091,13211,1310,94,3,0,SustainedHotspot,,High,High,0.204,24933,1789,,,0.002,-0.14,,,0.201,29135,2091,,,1176,23.8,427,8.7,0.91,0.29,1.02,0.64,0.59,0.27,-0.01,-0.01,0.03,0.03,0.07,0.04,0.04,7,4932,481,843,1,0.86,1,1,880606,0.632,731563,0.525,20491,0.017,3286,0.032,17205,0.016,1213,0.007,-0.001,-0.0069,-0.0004,-0.0001,878006,0.738,731149,0.614,63084,0.613,42325,0.411,814922,0.749,688824,0.633,162528,0.947,144951,0.845,0.15,0.16,0.12,2.8,0.2,0.33,0,0.05,0.67,0.55,Uncertain
"Palm Beach County, FL",12099,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1496770,0.243,0.07,0.005,1,24036,0.016,0.54,0.009,9170,613,0,0,0.18,,0.009,7799,521,0,0,182525,12195,2883,193,6,0,SustainedHotspot,,High,High,0.215,35210,2352,,,0.003,-0.11,,,0.212,39461,2636,,,1037,28,116,3.1,0.88,0.26,0.8,0.46,0.37,0.17,0.01,0.03,0.03,0.02,0.06,0.06,0.05,15,3703,475,732,1,0.93,1,1,926113,0.619,781770,0.522,19118,0.015,2902,0.029,16216,0.013,2280,0.006,-0.0007,-0.01,0.0001,0.0019,925805,0.706,781727,0.596,46695,0.473,32048,0.324,879110,0.725,749679,0.618,328578,0.901,291924,0.801,0.14,0.13,0.24,2.6,0.19,0.23,0,0.03,0.56,0.4,Uncertain
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.45,0.009,8746,262,16,0.5,0.05,0.23,0.01,8306,249,13,0.4,318152,9530,3834,115,0,0,SustainedHotspot,,High,High,0.08,116200,3481,,,-0.001,0.23,,,0.081,94240,2823,,,483,8.4,198,3.4,0.76,0.09,0.79,0.21,0.26,0.06,0.16,0,0.01,0.02,0.05,0.02,0.02,20,5747,628,1470,1,0.95,1,1,3082020,0.923,1515443,0.454,36868,0,6608,0.028,30260,,3102,,0,-0.0021,0,0,3074132,0.999,1511872,0.529,191093,0.82,102432,0.44,2883039,0.999,1409440,0.537,695223,0.999,294132,0.607,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.28,Uncertain
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.28,0.008,8084,307,24,0.9,-0.04,-0.11,0.01,8450,321,27,1,336373,12763,4262,162,4,0,SustainedHotspot,Recent,High,High,0.134,42421,1610,1,0.99,-0.016,-0.11,0,0,0.149,47411,1799,1,0.98,747,12.5,1793,29.9,0.91,0.16,0.94,0.34,0.43,0.08,-0.02,0.01,0.03,0.03,0.07,0.02,0.02,31,5987,747,1909,1,0.94,1,1,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.75,0.6,Uncertain
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.45,0.008,7668,365,29,1.4,0.36,0.16,0.007,5621,267,25,1.2,289659,13777,3718,177,3,0,SustainedHotspot,Recent,High,High,0.2,27198,1294,1,1,-0.004,-0.07,0,0.01,0.203,29278,1393,1,0.99,847,19.5,506,11.6,0.89,0.2,0.93,0.43,0.38,0.07,0.21,0.02,0.03,0.02,0.06,0.02,0.01,27,4345,436,1332,1,1,1,1,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.55,0.34,Uncertain
"Polk County, FL",12105,Medium metro,"Lakeland-Winter Haven, FL",Metropolitan,FL,4,724777,1,0.034,0.002,1,9774,0.013,0.57,0.007,6512,898,0,0,0.14,,0.007,5705,787,0,0,93848,12949,1387,191,6,0,SustainedHotspot,Recent,High,High,0.265,13639,1882,,,0.025,-0.13,,,0.24,15763,2175,,,688,44.4,74,4.8,0.83,0.38,0.99,0.48,0.76,0.5,0.18,0.03,0.05,0.02,0.09,0.08,0.12,5,1549,168,169,1,0.8,1,1,367303,0.507,298286,0.412,10753,0.017,1483,0.027,9270,0.016,1059,0.007,-0.001,-0.0059,-0.0005,-0.0011,367069,0.591,298239,0.48,18371,0.331,11787,0.212,348698,0.617,286452,0.507,128241,0.866,110552,0.746,0.13,0.17,0.2,2.8,0.15,0.25,0,0.02,0.9,0.86,Uncertain
"Pinellas County, FL",12103,Large central metro,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,FL,4,974996,0.305,0.045,0.003,0,4849,0.005,0.74,0.007,6418,658,0,0,0.25,,0.006,5116,525,0,0,103251,10590,1671,171,6,0,SustainedHotspot,,High,High,0.218,21569,2212,,,0.024,-0.13,,,0.193,24870,2551,,,807,26.3,119,3.9,0.78,0.22,0.83,0.38,0.42,0.18,0.02,0,0.04,-0.01,0.06,0.05,0.05,13,3071,372,420,1,0.92,1,1,588067,0.603,508491,0.522,10759,0.012,1401,0.026,9358,0.011,1074,0.004,-0.001,-0.0057,-0.0007,-0.0002,587724,0.672,508468,0.582,21835,0.404,15533,0.287,565889,0.69,492935,0.601,214703,0.867,193418,0.781,0.11,0.13,0.25,2.3,0.1,0.1,0,0.03,0.52,0.46,Uncertain
"Duval County, FL",12031,Large central metro,"Jacksonville, FL",Metropolitan,FL,4,957755,0.614,0.045,0.003,2,22658,0.024,0.52,0.007,6375,666,0,0,-0.22,,0.009,8157,852,0,0,140536,14673,1483,155,0,0,SustainedHotspot,,High,High,0.214,21360,2230,,,-0.022,-0.26,,,0.236,28775,3004,,,834,26.2,127,4,0.91,0.39,0.97,0.59,0.52,0.31,-0.24,0.02,0,0.01,0.04,-0.05,-0.07,8,3187,328,724,1,0.62,1,1,526325,0.55,425444,0.444,14197,0.018,1868,0.028,12329,0.017,1009,0.007,-0.0042,-0.0125,-0.0034,-0.0016,526233,0.65,425433,0.526,27345,0.408,17505,0.261,498888,0.672,407928,0.55,133083,0.96,114989,0.83,0.12,0.16,0.14,2.6,0.3,0.11,0,0.05,0.69,0.51,Uncertain
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.42,0.006,6181,120,46,0.9,0.08,0.59,0.007,5741,111,29,0.6,578907,11240,10656,207,6,0,Hotspot,Continuing,High,High,0.045,138805,2695,0,0.91,0.006,0.06,0,0.02,0.039,130569,2535,0,0.9,482,3.4,889,6.3,0.75,0.04,0.7,0.07,0.27,0.02,0.18,0.01,0.01,0.01,0.02,0.01,0.01,52,14073,1682,3112,1,0.94,1,1,3501081,0.68,2698220,0.524,47353,0.011,8687,0.023,38666,0.01,4014,0.005,0.0013,-0.0003,0.0014,0.0009,3489388,0.791,2691699,0.61,249016,0.668,164703,0.442,3240372,0.803,2526996,0.626,690473,0.89,563922,0.726,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.68,0.73,Uncertain
"Orange County, CA",6059,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,3175692,0.24,0.08,0.01,3,81888,0.026,0.4,0.006,5880,185,10,0.3,0.04,0.11,0.007,5663,178,9,0.3,297163,9357,5165,163,1,0,SustainedHotspot,Recent,High,High,0.075,67703,2132,,,-0.006,0.13,,,0.082,60054,1891,,,456,9.2,133,2.7,0.78,0.1,0.79,0.21,0.25,0.04,0.12,-0.01,0.01,0.01,0.06,0.01,0.01,28,4946,561,1379,1,1,1,1,2083840,0.656,1818638,0.573,28872,0.011,6223,0.026,22649,0.009,1682,0.003,0.0003,0.0002,0.0003,-0.0001,2077676,0.762,1814901,0.666,146875,0.61,119479,0.496,1930801,0.777,1695422,0.682,444204,0.915,391631,0.807,0.08,0.12,0.15,3,0.02,0.34,0,0.21,0.42,0.47,Uncertain
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.34,0.006,5764,233,15,0.6,-0.12,1.14,0.008,6572,266,7,0.3,323578,13097,4689,190,4,0,SustainedHotspot,Recent,High,High,0.115,55255,2237,,,-0.008,0.21,,,0.123,45844,1856,,,386,12.2,98,3.1,0.82,0.15,0.78,0.25,0.22,0.07,0.09,0.02,0.02,0.03,0.03,0.02,0.01,17,3176,380,783,1,1,1,1,1276006,0.516,1079749,0.437,26619,0.013,4733,0.022,21886,0.012,1484,0.004,0.0014,-0.0016,0.0018,-0.0001,1273136,0.614,1078013,0.52,90608,0.418,68882,0.318,1182528,0.637,1009131,0.544,313640,0.857,269240,0.736,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.79,0.56,Uncertain
"Lee County, FL",12071,Medium metro,"Cape Coral-Fort Myers, FL",Metropolitan,FL,4,770577,1,0.036,0.002,2,17723,0.023,0.66,0.006,5603,727,0,0,0.34,,0.005,4183,543,0,0,91282,11846,1009,131,6,0,SustainedHotspot,Recent,High,High,0.277,14017,1819,,,0.017,-0.05,,,0.26,14810,1922,,,570,37.4,7,0.5,0.92,0.36,0.86,0.55,0.36,0.19,0.33,0,0.09,0.03,0.12,0.03,0.06,5,1525,152,252,1,0.8,1,1,448515,0.582,374198,0.486,9921,0.015,1198,0.026,8723,0.014,1049,0.005,0.0004,-0.0077,0.001,0.0006,448428,0.656,374193,0.547,15491,0.332,10063,0.216,432937,0.68,364130,0.572,205935,0.917,182866,0.814,0.14,0.14,0.29,2.6,0.08,0.23,0,0.02,0.55,0.68,Uncertain
