County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.015,7393,165,170,3.8,-0.21,0.12,0.017,9325,208,152,3.4,729597,16266,12092,270,0,45,SustainedHotspot,,High,High,0.104,92998,2073,1,1,0.002,-0.04,0,0,0.101,96473,2151,1,0.99,780,7.6,0.74,0.09,0.64,0.17,0.39,0.11,0.08,0.01,0,0,0,0,0,42,10299,1456,1708,1,0.98,1,1,2575526,0.574,2233761,0.498,22029,0.006,2320,0.006,19709,0.006,3300,0.005,0.0013,0.0012,0.0014,0.001,2575196,0.678,2233696,0.588,185292,0.507,155126,0.425,2389904,0.696,2078570,0.605,624617,0.897,548254,0.787,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.015,7193,72,133,1.3,0.03,0.33,0.013,7002,70,100,1,1486614,14808,26579,265,0,56,ModerateBurdenResolving,,Substantial,Substantial,,673485,6709,,,,-0.35,,,0.009,1036344,10323,,,543,3.1,0.77,0.04,0.72,0.08,0.26,0.02,0.05,0,0,0,0,0,0,91,17559,2031,5055,0.95,0.92,0.98,0.95,7102070,0.707,6182428,0.616,58891,0.007,8478,0.012,50413,0.006,6981,0.005,-0.0001,-0.0024,0.0001,0.0013,7083492,0.822,6170784,0.716,549158,0.758,465504,0.642,6534334,0.828,5705280,0.723,1279035,0.905,1110383,0.785,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.01,4993,97,57,1.1,0.02,-0.12,0.009,4911,95,65,1.3,638883,12405,11249,218,0,36,ModerateBurdenResolving,,Substantial,Substantial,0.016,282970,5494,1,0.97,-0.002,0.09,0,-0.01,0.018,259356,5036,1,0.98,277,2,0.73,0.03,0.69,0.06,0.29,0.02,-0.22,-0.01,0,-0.01,0,-0.01,0,52,14061,1617,3103,1,0.94,1,1,3755598,0.729,2916855,0.566,6522,0.001,400,0.001,6122,0.002,883,0.001,0.0012,0.001,0.0012,0.0007,3743877,0.849,2910301,0.66,281595,0.755,201915,0.542,3462282,0.858,2708386,0.671,722895,0.931,584243,0.753,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.007,3573,107,28,0.8,0.21,-0.15,0.005,2960,89,33,1,368826,11048,4198,126,0,53,HighBurdenResolving,,High,Substantial,,107324,3215,,,,-0.16,,,0.026,127065,3806,,,195,3.4,0.75,0.05,0.74,0.13,0.25,0.04,-0.05,0,0,0,0,-0.01,0,20,5756,630,1452,1,0.95,1,1,3458057,0.999,1724804,0.517,48327,0.017,2289,0.01,46038,0.018,18062,0.037,0.0032,0.0003,0.0034,0.0095,3450067,0.999,1721175,0.603,225520,0.968,133232,0.572,3224547,0.999,1587943,0.605,798077,0.999,312404,0.645,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.007,3408,72,156,3.3,-0.26,-0.25,0.008,4633,98,209,4.4,573925,12177,9037,192,0,49,HighBurdenResolving,,Substantial,Substantial,0.057,81242,1724,1,0.98,-0.009,-0.07,0,0,0.066,87527,1857,1,0.98,446,3.9,0.88,0.07,0.9,0.18,0.38,0.06,-0.12,-0.01,-0.02,-0.02,-0.04,-0.01,-0.01,51,11311,1320,3312,0.92,0.86,0.96,0.92,3061203,0.649,2637114,0.56,14457,0.004,1585,0.004,12872,0.004,2197,0.004,,,,,3060353,0.789,2636739,0.68,269215,0.656,223967,0.546,2791138,0.805,2412772,0.696,482517,0.938,432190,0.841,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Salt Lake County, UT",49035,Large central metro,"Salt Lake City, UT",Metropolitan,UT,8,1160437,0.941,0.362,0.003,1,27064,0.023,0.007,3368,290,13,1.1,0.21,-0.52,0.005,2777,239,27,2.3,193665,16689,1143,98,0,0,SustainedHotspot,,High,High,0.105,32499,2801,1,0.99,0.008,0.01,0,0,0.097,32096,2766,1,0.99,202,7.3,0.69,0.07,0.68,0.22,0.19,0.05,0.22,0.02,-0.02,0.03,-0.01,0.01,0,14,2771,402,820,0.93,0.86,1,0.93,772945,0.666,682145,0.588,4403,0.005,505,0.005,3898,0.005,439,0.003,-0.0008,-0.0016,-0.0007,-0.0012,772677,0.808,681958,0.713,70471,0.674,61411,0.588,702206,0.825,620547,0.729,125589,0.966,113433,0.872,0.11,0.1,0.11,3,0.02,0.19,0.01,0.04,0.323,0.05
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.006,3088,177,35,2,-0.12,-0.22,0.006,3507,200,45,2.6,198198,11330,5551,317,0,0,Hotspot,,High,High,0.046,76270,4360,0,0.98,0.006,-0.2,0,0,0.04,95767,5474,0,0.98,209,4.9,0.85,0.07,0.81,0.17,0.36,0.06,-0.21,0,0,-0.01,0.01,-0.01,0.01,18,4290,557,1122,1,0.94,1,1,928639,0.531,847857,0.485,4457,0.003,251,0.002,4206,0.003,777,0.003,0.0011,0.0004,0.0011,0.0014,928559,0.629,847842,0.575,52766,0.381,50073,0.361,875793,0.655,797769,0.597,233139,0.843,215859,0.781,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.296,0.007,3,65772,0.029,0.006,2887,128,25,1.1,0,-0.26,0.005,2879,128,34,1.5,162588,7217,1965,87,0,49,SustainedHotspot,,High,High,0.059,55757,2475,,,0.006,0.01,,,0.053,55408,2460,,,103,2.5,0.86,0.05,0.63,0.13,0.27,0.05,-0.25,0.01,0,0,0,0.01,0,20,4109,466,826,1,0.95,1,1,1711529,0.76,1606186,0.713,11800,0.006,1101,0.008,10699,0.006,1591,0.005,0.0021,0.0021,0.0021,0.0016,1711076,0.879,1606069,0.825,123930,0.851,115168,0.791,1587146,0.881,1490901,0.828,286095,0.94,273848,0.9,0.06,0.1,0.14,2.5,0.07,0.1,0.01,0.19,0.285,0.282
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.006,2868,136,98,4.7,-0.25,0.07,0.007,3817,182,92,4.4,360662,17154,4662,222,0,31,SustainedHotspot,,High,High,0.078,32654,1553,1,0.99,-0.018,-0.07,0,0,0.095,35160,1672,1,0.98,340,8.1,0.88,0.1,0.91,0.28,0.39,0.05,-0.14,0,-0.03,-0.03,-0.05,-0.03,-0.01,28,4195,441,1424,0.96,0.96,0.96,0.96,1193271,0.568,1055778,0.502,5899,0.003,601,0.003,5298,0.003,779,0.003,,,,,1193006,0.684,1055679,0.605,96589,0.51,80952,0.427,1096417,0.705,974727,0.627,213821,0.874,196990,0.806,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.006,2755,112,48,1.9,0.17,0.37,0.004,2345,95,35,1.4,373363,15113,5056,205,0,52,ModerateBurdenResolving,,High,Substantial,,59325,2401,,,,-0.12,,,0.043,67621,2737,,,144,4.6,0.79,0.07,0.74,0.15,0.22,0.05,-0.19,0,-0.02,-0.02,-0.03,-0.01,-0.01,17,3158,383,823,1,1,1,1,1434676,0.581,1250820,0.506,12766,0.006,1742,0.008,11024,0.006,1800,0.005,0.0003,-0.0007,0.0004,0.0014,1431698,0.691,1249066,0.603,114430,0.528,96720,0.446,1317268,0.71,1152346,0.621,328211,0.897,284617,0.778,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.794,0.559
