County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.045,227245,2264,127,1.3,0.5,0.32,0.04,151308,1507,96,1,2006234,19984,27546,274,11,0,SustainedHotspot,Continuing,High,High,0.213,894608,8911,,,-0.012,0.49,,,0.224,601394,5991,,,3853,21.5,0.8,0.18,0.79,0.2,0.66,0.03,0.08,0.04,0.07,91,17906,2085,0.95,0.92,0.98,0.95,7942916,0.791,6838154,0.681,24991,0.03,50017,0.006,5409,0.007,44608,0.006,5247,0.004,0.0093,0.0007,0.0023,0.0006,0.0002,260477,0.31,170986,0.204,7681355,0.891,6666871,0.773,630045,0.869,539159,0.744,7051310,0.893,6127712,0.776,1359919,0.95,1183363,0.837,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.022,110441,4065,36,1.3,0.11,1,0.026,99926,3678,18,0.7,965111,35522,9314,343,6,0,SustainedHotspot,Recent,High,High,0.331,386032,14208,,,-0.026,0.01,,,0.357,383501,14115,,,2873,41.7,0.86,0.3,0.78,0.28,0.22,0.06,0.1,0.07,0.12,23,6889,982,1,0.96,1,1,2690473,0.95,2206918,0.812,4685,0.022,19703,0.008,1581,0.009,18122,0.008,2024,0.004,0.0018,0.0016,0.0022,0.0015,0.0003,49822,0.237,28056,0.134,2639542,0.95,2178275,0.927,171773,0.942,129819,0.712,2467769,0.95,2048456,0.945,520148,0.95,434743,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.016,83829,1628,242,4.7,0.15,0.44,0.019,72682,1411,168,3.3,955286,18548,12351,240,5,0,SustainedHotspot,Recent,High,High,0.166,431628,8381,1,0.78,-0.02,0.12,0,-0.03,0.186,386973,7514,1,0.81,2883,20.7,0.74,0.24,0.76,0.31,0.13,0.02,0.05,0.03,0.04,52,13901,1617,1,0.94,1,1,4019627,0.78,3510104,0.682,17538,0.041,42206,0.01,5869,0.016,36337,0.009,1877,0.002,0.0145,0.0058,0.0067,0.0057,0.0029,182774,0.425,127613,0.297,3836427,0.87,3382389,0.767,289067,0.775,253205,0.679,3547360,0.879,3129184,0.775,718251,0.925,647762,0.834,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Queens County, NY",36081,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2253858,0.117,0.116,0.007,2,29190,0.013,0.016,83278,3695,159,7.1,0.12,0.71,0.02,74465,3304,93,4.1,547905,24310,10760,477,8,0,SustainedHotspot,Recent,High,High,0.331,225471,10004,1,0.84,-0.005,-0.02,0,-0.05,0.336,230298,10218,1,0.89,1156,32.6,0.87,0.37,0.71,0.39,0.07,0.03,0.11,0.02,0.12,7,3544,298,1,1,1,1,2231539,0.95,1831886,0.813,5940,0.034,25927,0.013,1821,0.013,24106,0.013,2585,0.007,-0.0065,-0.0028,0,-0.003,-0.0012,74925,0.432,43704,0.252,2156459,0.95,1788151,0.92,140516,0.95,122141,0.867,2015943,0.95,1666010,0.924,383469,0.95,317870,0.863,0.11,0.13,0.16,2.9,0.18,0.28,0,0.26,0.62,0.832
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.133,0.132,0.008,0,15416,0.006,0.016,81367,3179,200,7.8,0.03,1.08,0.021,78635,3072,96,3.8,593574,23187,11412,446,6,0,SustainedHotspot,Recent,High,High,0.286,259285,10129,1,0.86,-0.007,-0.09,0,-0.02,0.293,286467,11191,1,0.88,1134,29.7,0.79,0.34,0.84,0.42,0.14,0.02,0.09,0.02,0.1,13,3817,352,1,0.92,1,1,2083666,0.814,1721643,0.673,4530,0.02,23192,0.011,2117,0.012,21075,0.011,1710,0.005,-0.0045,-0.0013,0.0011,-0.0015,-0.0004,69581,0.311,44959,0.201,2013863,0.935,1676644,0.779,124803,0.717,105718,0.608,1889060,0.95,1570926,0.794,317602,0.863,280761,0.763,0.08,0.21,0.14,2.7,0.3,0.19,0,0.12,0.815,0.912
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.014,72007,2157,13,0.4,0.66,-0.65,0.011,43295,1297,37,1.1,556617,16674,4500,135,10,0,SustainedHotspot,Continuing,High,High,0.258,205855,6166,,,0.027,0.25,,,0.231,165147,4947,,,903,15.6,0.76,0.16,0.8,0.25,0.56,0.02,0.05,0.02,0.07,20,5784,630,1,0.95,1,1,4483853,0.95,1945120,0.583,8811,0.032,89471,0.031,7369,0.032,82102,0.031,10527,0.022,0.0017,0.0036,0.0112,0.0029,0.002,131278,0.471,54553,0.196,4352153,0.95,1890506,0.662,265707,0.95,148871,0.639,4086446,0.95,1741635,0.664,1011966,0.95,338663,0.699,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.013,65256,1455,247,5.5,1.03,0.34,0.008,32076,715,184,4.1,957760,21353,14060,313,11,0,SustainedHotspot,Continuing,High,High,0.33,150560,3357,1,0.98,0.079,0.34,0,-0.01,0.25,112503,2508,1,0.99,1927,19.4,0.85,0.17,0.8,0.27,0.31,0.03,0.03,0.02,0.01,42,9935,1220,1,0.98,1,1,2847396,0.635,2427524,0.541,7126,0.017,18969,0.005,2190,0.006,16779,0.005,2215,0.003,0.0035,0.001,0.0013,0.0009,0.0001,83546,0.203,43875,0.107,2763626,0.728,2383617,0.628,203516,0.557,169184,0.463,2560110,0.746,2214433,0.645,654567,0.94,575491,0.826,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.012,62593,1328,61,1.3,0.04,0.22,0.016,60344,1280,50,1.1,763214,16193,9833,209,9,0,SustainedHotspot,Recent,High,High,0.357,171113,3630,1,0.91,-0.03,0.03,0,-0.04,0.387,166158,3525,1,0.96,2578,23.6,0.88,0.21,0.93,0.26,0.22,0.01,0.07,0.03,0.08,51,10935,1265,0.9,0.84,0.94,0.9,3368554,0.715,2855062,0.606,9286,0.019,22123,0.006,2622,0.006,19501,0.006,1676,0.003,-0.0062,0.0011,0.0006,0.0011,0.0006,108709,0.223,62324,0.128,3259240,0.84,2792536,0.72,290710,0.708,240493,0.586,2968530,0.856,2552043,0.736,505589,0.95,451461,0.878,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Bronx County, NY",36005,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1418207,0.074,0.073,0.004,2,28996,0.02,0.01,52948,3733,101,7.1,0.05,0.6,0.013,50595,3568,63,4.4,355068,25036,7041,496,8,0,SustainedHotspot,Recent,High,High,0.347,119819,8449,2,0.85,-0.04,0.02,1,-0.03,0.386,117262,8268,1,0.89,1073,30.1,0.77,0.29,0.83,0.39,0.06,0.03,0.08,0.06,0.11,8,3560,358,1,0.88,1,1,1157661,0.816,973037,0.686,3936,0.029,12507,0.011,1333,0.012,11174,0.01,875,0.005,-0.0043,-0.0002,0.0001,-0.0003,-0.0001,40153,0.293,19184,0.14,1117408,0.946,953810,0.808,93985,0.843,78758,0.707,1023423,0.95,875052,0.818,179052,0.949,159095,0.843,0.1,0.29,0.13,2.8,0.29,0.56,0,0.04,0.993,0.994
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.01,50254,2573,14,0.7,0.03,0,0.013,48737,2496,14,0.7,493231,25258,5006,256,6,0,SustainedHotspot,Recent,High,High,0.362,160701,8229,,,-0.025,0.01,,,0.386,158620,8123,,,1672,39.9,0.84,0.28,0.83,0.24,0.14,0.04,0.09,0.07,0.09,14,4194,480,1,1,1,1,1604673,0.822,1335195,0.684,2714,0.017,10224,0.006,841,0.006,9383,0.006,1807,0.005,0.0017,0.0002,0.0007,0.0001,-0.0013,39422,0.249,26026,0.164,1564683,0.93,1309102,0.778,106216,0.76,88027,0.63,1458467,0.945,1221075,0.792,367000,0.95,301232,0.9,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.584,0.605
