County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.017,11832,264,191,4.3,-0.03,0.22,0.015,12138,271,157,3.5,704461,15706,11626,259,0,25,SustainedHotspot,,High,High,0.108,108438,2418,1,0.99,-0.001,-0.05,0,0,0.108,113766,2536,1,0.99,797,7.8,0.73,0.1,0.63,0.19,0.41,0.12,-0.03,0,0,-0.01,-0.02,-0.02,-0.03,42,10281,1451,1714,1,0.98,1,1,2521413,0.562,2173218,0.485,18964,0.005,2141,0.006,16823,0.005,3211,0.005,-0.0001,-0.0017,0,0.0014,2521093,0.664,2173156,0.572,179315,0.491,148394,0.406,2341778,0.682,2024762,0.59,616248,0.885,536145,0.77,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.012,8576,85,148,1.5,-0.11,-0.11,0.012,9607,96,167,1.7,1466248,14605,26226,261,0,36,HighBurdenResolving,,Substantial,Substantial,0.012,830523,8273,,,-0.002,-0.09,,,0.014,912990,9094,,,503,2.9,0.77,0.05,0.74,0.11,0.26,0.03,-0.15,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,91,17619,2042,5106,0.95,0.92,0.98,0.95,6933351,0.691,6043908,0.602,65871,0.008,10199,0.014,55672,0.007,8511,0.006,0.0025,0.004,0.0024,0.0028,6915008,0.802,6032273,0.7,522286,0.72,445461,0.614,6392722,0.81,5586812,0.708,1262182,0.893,1093388,0.773,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.011,7534,160,247,5.2,-0.35,-0.06,0.014,11516,244,262,5.6,561870,11921,8502,180,0,29,SustainedHotspot,,High,High,0.089,94770,2011,1,0.98,-0.025,-0.2,0,0,0.114,117729,2498,1,0.98,837,7.4,0.91,0.14,0.92,0.33,0.48,0.11,-0.21,-0.01,-0.03,-0.01,-0.03,-0.02,-0.02,50,11256,1413,3446,0.92,0.9,0.96,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.008,5947,115,60,1.2,0.18,-0.08,0.006,5061,98,65,1.3,624557,12127,11089,215,0,16,HighBurdenResolving,,High,Substantial,0.021,273129,5303,1,0.98,-0.002,0.06,0,0.01,0.023,258213,5014,1,0.97,374,2.7,0.75,0.04,0.72,0.09,0.31,0.03,-0.11,0,0,0,-0.01,0.01,0,52,14001,1652,3109,1,0.96,1,1,3722383,0.723,2893875,0.562,31285,0.007,2788,0.007,28497,0.007,6780,0.009,0.0009,-0.0007,0.0011,0.0027,3710667,0.841,2887322,0.655,279171,0.749,199949,0.536,3431496,0.85,2687373,0.666,716882,0.924,581354,0.749,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.008,5663,215,136,5.2,-0.12,0.08,0.008,6461,245,126,4.8,393133,14917,4984,189,0,14,SustainedHotspot,,High,High,0.09,54110,2053,1,0.99,-0.017,-0.09,0,0,0.108,59472,2257,1,0.99,471,7.6,0.91,0.13,0.95,0.31,0.46,0.07,-0.18,0,-0.03,0.01,-0.02,-0.01,-0.01,31,6207,820,2128,1,0.97,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.754,0.6
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.008,5518,262,113,5.4,-0.11,-0.08,0.008,6212,295,123,5.9,350366,16664,4386,209,0,11,SustainedHotspot,,High,High,0.121,42073,2001,1,0.99,-0.016,-0.07,0,0,0.137,45380,2158,1,0.98,522,12.2,0.89,0.17,0.96,0.42,0.46,0.1,-0.26,-0.01,-0.04,0,-0.09,-0.03,-0.02,28,4270,482,1469,0.96,0.96,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.007,4825,178,224,8.2,-0.33,-0.35,0.009,7248,267,346,12.7,668562,24607,8504,313,0,37,ModerateBurdenResolving,,High,High,0.05,130270,4795,,,-0.006,-0.1,,,0.056,144225,5308,,,325,5.3,0.82,0.08,0.73,0.17,0.32,0.07,-0.26,-0.01,-0.02,-0.02,-0.03,-0.03,-0.02,22,6139,921,2033,1,0.91,1,1,2376030,0.875,1988908,0.732,20506,,1861,0.01,18645,,3571,,-0.005,-0.0009,0,0,2374850,0.999,1988308,0.846,153643,0.843,113926,0.625,2221207,0.999,1874382,0.865,481563,0.999,408253,0.902,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.133,0.132,0.008,0,15416,0.006,0.006,4164,163,26,1,0.11,-0.33,0.005,3750,146,39,1.5,326462,12753,10800,422,0,8,SustainedHotspot,,High,High,0.023,177135,6920,1,0.98,-0.002,-0.03,0,-0.01,0.025,183396,7164,1,0.98,125,3.3,0.79,0.04,0.79,0.08,0.18,0.01,-0.16,-0.02,0,-0.01,0,0.01,0,13,3766,333,1169,1,0.92,1,1,1659719,0.648,1446882,0.565,19857,0.009,1768,0.01,18089,0.009,1703,0.005,-0.0055,-0.0051,-0.0055,-0.0015,1659461,0.771,1446757,0.672,102589,0.59,85144,0.489,1556872,0.787,1361613,0.688,282960,0.769,254593,0.692,0.08,0.21,0.14,2.7,0.3,0.19,0,0.12,0.815,0.912
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.005,3665,110,38,1.1,-0.23,-0.03,0.006,4738,142,39,1.2,359537,10770,4104,123,0,33,SustainedHotspot,,High,High,0.027,138114,4137,,,-0.002,-0.06,,,0.029,147112,4407,,,209,3.6,0.75,0.06,0.73,0.16,0.26,0.05,0.02,0,-0.01,-0.03,-0.05,0,-0.01,20,5736,618,1457,1,0.95,1,1,3335967,0.999,1677405,0.502,43471,,2626,0.011,40845,,19061,,0,0.0003,0,0,3327988,0.999,1673781,0.586,219172,0.941,128014,0.55,3108816,0.999,1545767,0.589,753159,0.999,306167,0.632,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Clark County, NV",32003,Large central metro,"Las Vegas-Henderson-Paradise, NV",Metropolitan,NV,9,2266715,1,0.736,0.007,1,21541,0.01,0.005,3408,150,91,4,0.08,-0.16,0.004,3148,139,108,4.8,322953,14248,5714,252,0,51,SustainedHotspot,,High,High,0.078,45952,2027,1,0.96,0,0.5,0,0.18,0.077,30576,1349,1,0.78,400,6.9,0.8,0.1,0.85,0.23,0.35,0.09,-0.04,0.01,-0.01,-0.01,-0.02,-0.01,0,26,5765,664,1168,0.96,0.96,1,0.96,1319956,0.582,1090501,0.481,12843,0.007,1150,0.007,11693,0.007,3094,0.009,0.0005,0,0.0005,0.0036,1319924,0.687,1090492,0.567,91510,0.521,67403,0.383,1228414,0.704,1023089,0.586,292185,0.853,252789,0.738,0.13,0.14,0.15,2.8,0.12,0.32,0,0.1,0.74,0.634
