County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.02,10416,232,220,4.9,0.27,1.24,0.014,8198,183,98,2.2,729247,16258,12047,269,0,43,SustainedHotspot,,High,High,0.103,91544,2041,1,1,-0.002,-0.07,0,0,0.105,98890,2205,1,0.99,720,7,0.73,0.09,0.65,0.17,0.39,0.11,-0.03,0,0,0.02,0,0,0,42,10287,1447,1719,1,0.98,1,1,2570826,0.573,2228654,0.497,20717,0.005,2203,0.006,18514,0.005,3028,0.004,-0.0001,-0.0008,0,-0.0002,2570497,0.677,2228589,0.587,184798,0.506,154519,0.423,2385699,0.695,2074070,0.604,623850,0.896,547105,0.786,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.015,7419,74,135,1.3,0.08,0.32,0.012,6857,68,102,1,1485105,14793,26549,264,0,54,ModerateBurdenResolving,,Substantial,Substantial,0.012,1004593,10007,,,0.003,-0.01,,,0.01,1018647,10147,,,521,3,0.77,0.04,0.72,0.09,0.27,0.02,-0.01,0,0,-0.01,-0.01,0,0,91,17551,2026,5048,0.95,0.92,0.98,0.95,7089036,0.706,6169635,0.615,60018,0.007,9342,0.013,50676,0.006,6024,0.004,-0.0016,-0.0048,-0.0013,-0.0002,7070458,0.82,6157991,0.714,547564,0.755,463375,0.639,6522894,0.826,5694616,0.721,1276887,0.903,1108126,0.784,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.01,5000,97,46,0.9,0.04,-0.22,0.008,4786,93,59,1.1,636261,12354,11214,218,0,34,ModerateBurdenResolving,,Substantial,Substantial,0.016,271669,5275,1,0.97,-0.002,-0.02,0,-0.01,0.018,277385,5386,1,0.98,273,1.9,0.74,0.03,0.69,0.06,0.29,0.02,-0.27,-0.01,0,-0.02,-0.01,-0.01,0,52,14012,1620,3100,1,0.94,1,1,3755007,0.729,2916700,0.566,6205,0.001,395,0.001,5810,0.001,783,0.001,-0.0011,-0.0015,-0.0011,-0.0019,3743286,0.849,2910146,0.66,281584,0.755,201909,0.542,3461702,0.857,2708237,0.671,722728,0.931,584210,0.753,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.006,3223,97,20,0.6,-0.1,-0.6,0.006,3595,108,50,1.5,367857,11019,4183,125,0,51,HighBurdenResolving,,Substantial,High,0.021,123442,3698,,,-0.005,-0.07,,,0.027,132486,3969,,,182,3.2,0.74,0.05,0.74,0.13,0.25,0.04,-0.08,0,0,0.01,0,-0.01,0,20,5748,628,1453,1,0.95,1,1,3445421,,1722003,0.516,42468,0.015,2288,0.01,40180,0.015,14493,0.03,-0.0033,-0.003,-0.0033,-0.008,3437433,,1718374,0.602,225087,0.966,132864,0.57,3212346,,1585510,0.604,792575,,312024,0.644,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.006,3192,68,178,3.8,-0.36,-0.43,0.008,5011,106,314,6.7,573092,12159,9021,191,0,47,HighBurdenResolving,,Substantial,High,0.061,80372,1705,1,0.98,-0.01,-0.09,0,0,0.07,88324,1874,1,0.98,452,4,0.88,0.07,0.9,0.19,0.38,0.06,-0.19,-0.02,-0.02,-0.02,-0.04,-0.03,-0.01,51,11291,1315,3316,0.92,0.86,0.96,0.92,3055711,0.648,2630841,0.558,8982,0.002,1108,0.003,7874,0.002,1255,0.002,,,,,3054878,0.788,2630480,0.678,268738,0.655,223366,0.544,2786140,0.804,2407114,0.694,481575,0.937,431314,0.839,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.006,3150,180,42,2.4,-0.12,0,0.006,3566,204,42,2.4,197078,11266,5546,317,0,0,Hotspot,,High,High,0.049,77997,4459,0,0.98,0.01,-0.26,0,0,0.039,104829,5992,0,0.98,213,5,0.85,0.08,0.8,0.16,0.36,0.06,-0.13,0.01,0.01,0,0.01,0.01,0.01,18,4294,556,1117,1,0.94,1,1,927795,0.53,846791,0.484,3997,0.003,238,0.002,3759,0.003,648,0.002,-0.0002,-0.0004,-0.0002,0.0001,927716,0.629,846776,0.574,52717,0.381,49964,0.361,874999,0.654,796812,0.596,232954,0.842,215701,0.78,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.006,3132,149,102,4.9,-0.29,0.06,0.007,4412,210,96,4.6,359131,17081,4628,220,0,29,SustainedHotspot,,High,High,0.086,32579,1550,1,0.99,-0.013,-0.13,0,0,0.099,37595,1788,1,0.98,352,8.4,0.88,0.11,0.92,0.31,0.39,0.06,-0.17,-0.01,-0.02,-0.03,-0.03,-0.03,-0.01,28,4197,447,1421,0.96,0.96,0.96,0.96,1190957,0.566,1053490,0.501,3586,0.002,406,0.002,3180,0.002,393,0.002,,,,,1190693,0.682,1053391,0.604,96394,0.509,80640,0.426,1094299,0.704,972751,0.625,213435,0.873,196811,0.805,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.006,3095,117,106,4,-0.25,-0.38,0.007,4136,157,171,6.5,402023,15254,5279,200,0,32,SustainedHotspot,,High,High,0.061,43716,1659,1,0.99,-0.013,-0.11,0,0.02,0.073,48877,1855,1,0.96,346,5.6,0.9,0.08,0.93,0.21,0.42,0.05,-0.01,-0.01,-0.01,-0.01,-0.04,-0.01,-0.01,31,6217,766,2129,1,0.97,1,1,1621619,0.615,1389773,0.527,4728,0.002,508,0.002,4220,0.002,577,0.002,,,,,1621260,0.744,1389657,0.638,128849,0.576,104195,0.466,1492411,0.763,1285462,0.657,265763,0.91,235083,0.805,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.754,0.6
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.133,0.132,0.008,0,15416,0.006,0.006,3092,121,15,0.6,-0.13,-0.38,0.006,3550,139,24,0.9,334391,13063,10849,424,0,12,SustainedHotspot,,High,High,0.017,177257,6924,1,0.97,-0.004,-0.07,0,0.01,0.022,191126,7466,1,0.97,94,2.5,0.8,0.04,0.83,0.07,0.18,0.01,-0.05,0,0,0.02,0,0,0,13,3760,337,1165,1,0.92,1,1,1712658,0.669,1513151,0.591,18849,0.009,1822,0.01,17027,0.009,1793,0.005,-0.0067,-0.0089,-0.0065,-0.0032,1712391,0.795,1513020,0.703,107813,0.62,92105,0.529,1604578,0.811,1420915,0.718,287808,0.782,259496,0.705,0.08,0.21,0.14,2.7,0.3,0.19,0,0.12,0.815,0.912
"Salt Lake County, UT",49035,Large central metro,"Salt Lake City, UT",Metropolitan,UT,8,1160437,0.941,0.362,0.003,1,27064,0.023,0.006,3034,261,19,1.6,0.09,-0.27,0.005,2788,240,26,2.2,191988,16544,1139,98,0,0,SustainedHotspot,,High,High,0.103,31395,2705,1,0.99,0.005,-0.03,0,0,0.098,32420,2794,1,0.99,202,7.3,0.68,0.07,0.66,0.22,0.2,0.05,0.17,0.01,-0.02,0,-0.02,0.01,0,14,2771,402,819,0.93,0.86,1,0.93,771345,0.665,680171,0.586,5216,0.005,620,0.006,4596,0.005,538,0.004,0.0013,0.0005,0.0014,0.0004,771079,0.807,679984,0.711,70282,0.673,61134,0.585,700797,0.823,618850,0.727,125432,0.964,113180,0.87,0.11,0.1,0.11,3,0.02,0.19,0.01,0.04,0.323,0.05
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.296,0.007,3,65772,0.029,0.005,2782,123,37,1.6,-0.17,0.76,0.006,3366,149,21,0.9,161217,7156,1961,87,0,47,SustainedHotspot,,High,High,0.067,55860,2480,,,0.015,0.03,,,0.053,54091,2401,,,112,2.7,0.86,0.05,0.62,0.13,0.28,0.05,-0.13,0.01,0,0,0,0.01,0,20,4110,471,820,1,0.95,1,1,1705968,0.757,1600980,0.711,10199,0.005,968,0.007,9231,0.005,1261,0.004,0.0012,0.0011,0.0012,0.0004,1705517,0.876,1600863,0.822,123348,0.847,114541,0.786,1582169,0.878,1486322,0.825,285265,0.937,273341,0.898,0.06,0.1,0.14,2.5,0.07,0.1,0.01,0.19,0.285,0.282
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.005,2490,198,27,2.1,-0.07,0.08,0.004,2671,212,25,2,144272,11472,2665,212,0,0,Hotspot,,High,High,0.073,31277,2487,1,0.95,0.001,-0.14,0,0.01,0.072,36284,2885,1,0.95,237,6.3,0.79,0.06,0.75,0.14,0.23,0.03,0.16,0,0,0,0,-0.01,0,13,3738,392,723,1,1,1,1,816548,0.649,768039,0.611,3193,0.003,160,0.002,3033,0.003,621,0.003,0.0006,0.0007,0.0006,0.0002,816493,0.748,768023,0.704,51638,0.551,50281,0.537,764855,0.767,717742,0.719,197226,0.906,187662,0.862,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
