County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.014,11506,257,147,3.3,-0.03,-0.29,0.011,11867,265,208,4.6,688491,15350,11371,254,0,15,SustainedHotspot,,High,High,0.109,116490,2597,1,0.99,0.005,0.04,0,0,0.104,111973,2496,1,0.99,763,7.4,0.73,0.11,0.64,0.21,0.43,0.15,-0.08,0.02,-0.01,-0.01,-0.03,-0.02,-0.02,42,10294,1451,1696,1,0.98,1,1,2495852,0.556,2142468,0.478,22043,0.006,3322,0.009,18721,0.005,1765,0.003,-0.0008,-0.0019,-0.0007,0.0002,2495541,0.657,2142409,0.564,176227,0.483,144517,0.396,2319314,0.676,1997892,0.582,611944,0.879,529635,0.761,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.013,10695,227,281,6,-0.2,0.13,0.013,13336,283,249,5.3,550189,11673,8166,173,0,19,SustainedHotspot,,High,High,0.13,108645,2305,1,0.98,-0.007,-0.2,0,0,0.137,136579,2898,1,0.98,1189,10.3,0.93,0.19,0.96,0.4,0.51,0.14,-0.2,0,-0.03,0.02,-0.03,0,-0.01,50,11525,1467,3347,0.92,0.88,0.96,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.012,10045,100,164,1.6,-0.38,-0.25,0.016,16310,162,219,2.2,1454172,14485,26013,259,0,26,SustainedHotspot,,High,High,0.02,923341,9197,,,0.004,-0.05,,,0.015,973989,9702,,,612,3.5,0.78,0.06,0.75,0.14,0.27,0.04,-0.16,-0.01,-0.01,-0.02,-0.02,-0.01,-0.01,91,17695,2090,5153,0.95,0.92,0.98,0.95,6851856,0.683,5970011,0.595,49348,0.006,7594,0.01,41754,0.005,4025,0.003,-0.0009,-0.0039,-0.0006,0.0002,6833533,0.793,5958385,0.691,509223,0.702,435395,0.601,6324310,0.801,5522990,0.7,1251579,0.885,1084193,0.767,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.01,8121,386,95,4.5,-0.39,-0.08,0.013,13281,632,103,4.9,340606,16200,4178,199,3,1,SustainedHotspot,Recent,High,High,0.15,46632,2218,1,0.98,-0.015,-0.11,0,0.01,0.165,52225,2484,1,0.97,786,18.2,0.9,0.23,0.96,0.54,0.5,0.12,-0.04,-0.01,-0.02,0.01,-0.02,0,0,28,4318,489,1540,0.96,0.96,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.009,7569,287,134,5.1,-0.19,0.18,0.009,9330,354,114,4.3,383177,14539,4805,182,1,4,SustainedHotspot,Recent,High,High,0.121,63000,2390,1,0.98,0.003,-0.14,0,0,0.118,73508,2789,1,0.98,645,10.2,0.92,0.17,0.94,0.34,0.48,0.08,-0.11,0,-0.02,0,-0.01,-0.01,-0.01,31,6323,826,2129,1,0.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.754,0.6
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.009,7248,267,346,12.7,-0.02,0.7,0.007,7366,271,204,7.5,663737,24430,8280,305,0,27,HighBurdenResolving,,High,High,0.061,167062,6149,,,-0.011,0.2,,,0.071,138690,5105,,,467,7.7,0.84,0.11,0.76,0.22,0.36,0.09,-0.15,-0.01,-0.03,-0.04,-0.07,0,-0.02,22,6104,927,2025,1,0.91,1,1,2348391,0.864,1954033,0.719,20176,0.009,2220,0.012,17956,,2210,,-0.0027,-0.0055,-0.0047,0,2347222,0.999,1953437,0.831,150970,0.828,109907,0.603,2196252,0.999,1843530,0.851,476984,0.999,403797,0.892,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.007,6060,118,62,1.2,-0.1,-0.17,0.007,6728,131,75,1.5,615436,11950,10987,213,0,6,SustainedHotspot,,High,High,0.024,231006,4485,1,0.98,-0.004,0.2,0,0,0.028,193142,3750,1,0.98,386,2.8,0.76,0.05,0.73,0.1,0.3,0.04,-0.2,0,0,-0.01,-0.01,0,0,52,14006,1654,3114,1,0.96,1,1,3679884,0.715,2860259,0.555,26214,0.006,3304,0.009,22910,0.006,3136,0.004,-0.001,-0.0015,-0.001,0.0007,3668177,0.832,2853720,0.647,275245,0.738,196050,0.526,3392932,0.84,2657670,0.658,707559,0.912,576709,0.743,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.006,5164,155,45,1.3,0.24,-0.3,0.004,4168,125,64,1.9,354391,10616,4051,121,0,23,SustainedHotspot,,High,High,0.033,138383,4145,,,-0.005,-0.03,,,0.038,143271,4292,,,214,3.7,0.76,0.08,0.77,0.23,0.27,0.07,-0.25,0,-0.01,-0.01,-0.03,-0.02,-0.02,20,5749,625,1461,1,0.95,1,1,3278920,0.982,1653604,0.495,29368,,2849,0.012,26519,,6973,,0,-0.0064,0,0,3270949,0.999,1649984,0.578,215699,0.926,124709,0.535,3055250,0.999,1525275,0.581,728640,0.999,303503,0.626,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.005,4553,227,148,7.4,-0.29,-0.07,0.006,6391,319,159,7.9,307517,15349,4635,231,0,26,SustainedHotspot,,High,High,0.116,90530,4518,1,0.98,0.052,-0.02,0,-0.01,0.065,92486,4616,1,0.99,545,8.6,0.67,0.12,0.91,0.38,0.51,0.15,-0.18,-0.01,-0.01,0,-0.03,0.03,0.01,18,6329,705,1521,1,0.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.005,4188,214,141,7.2,-0.23,-0.18,0.005,5463,280,171,8.8,349394,17892,4402,225,0,25,SustainedHotspot,,High,High,0.093,79548,4074,,,-0.015,-0.1,,,0.108,88448,4529,,,446,9.4,0.79,0.15,0.88,0.37,0.49,0.17,-0.24,-0.02,-0.04,0,-0.06,-0.01,-0.03,15,4755,550,1081,1,1,1,1,1412361,0.723,1183314,0.606,11417,0.007,1441,0.01,9976,0.006,1416,0.003,-0.0034,-0.0038,-0.0033,-0.0015,1411776,0.839,1183240,0.703,95420,0.683,76167,0.545,1316356,0.853,1107073,0.718,334564,0.999,282778,0.845,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.584,0.605
