County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - 15-21 days ago (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - 15-21 days ago (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - 15-21 days ago (may be an underestimate due to delayed reporting),Median test latency - 15-21 days ago,% tests resulted in 3 or fewer days - 15-21 days ago,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Native American / Alaskan Native,% Asian,SVI score,CCVI score,Forecasted case trajectory
"Jackson County, MO",29095,Large central metro,"Kansas City, MO-KS",Metropolitan,MO,Region 7,703011,0.3258,0.1145,0.0021,1,13377,0.019,0.0299,11537,1641,29,4.1,35.39,0.32,0.0007815620392605487,317,45,22,3.1,78678,11192,947,135,3,0,Hotspot,Recent,High,Moderate,0.04,6364,905,1,0.99,-0.001,-0.31,0,0,0.042,9190,1307,1,0.99,-0.011,0.43,0,0.02,0.053,6445,917,1,0.97,65,3,162,7,0.77,0.04,0.71,0.09,0.23,0.03,-0.25,0.06,0,-0.01,-0.07,-0.02,-0.01,0,11,2230.642857142857,249.1190476190476,537.8571428571429,1,0.9090909090909092,1,1,0.115634036,0.151674842,0.153811249,2.41,0.231452993,0.092439521,0.01,0.019662566,0.5354,0.4288439999999999,Uncertain
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,2559903,0.1332,0.1316,0.0077,0,15416,0.006,0.0211,8136,318,133,5.2,0,-0.1,0.0200173570875596,8119,317,147,5.7,227205,8876,9398,367,0,46,SustainedHotspot,,High,High,0.061,131202,5125,1,0.99,0.005,-0.18,0,0.01,0.057,160397,6266,1,0.98,-0.001,-0.01,0,0.01,0.058,162787,6359,1,0.97,490,11,164,4,0.72,0.14,0.81,0.26,0.27,0.05,0.12,-0.03,0,-0.01,-0.02,-0.01,0,0,13,4328.714285714286,412.1428571428571,1243.142857142857,1,0.9230769230769232,1,1,0.082438194,0.211453529,0.143710133,2.69,0.29713079,0.188944269,0.01,0.126641127,0.8153,0.9124479999999999,Likely Decreasing
"Queens County, NY",36081,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,2253858,0.1173,0.1159,0.0068,2,29190,0.013,0.0199,7700,342,109,4.8,0.03,-0.3,0.01842957805511862,7475,332,155,6.9,226987,10071,9048,401,0,48,SustainedHotspot,,High,High,0.083,129418,5742,1,0.99,0.012,-0.16,0,0,0.071,154871,6871,1,0.99,-0.007,-0.02,0,0.01,0.078,157707,6997,1,0.98,484,13,133,4,0.82,0.18,0.66,0.32,0.41,0.14,0.04,-0.16,-0.01,0,-0.01,-0.03,0.01,0,7,3790.714285714286,381,788,1,1,1,1,0.105344436,0.129925762,0.163423339,2.91,0.179260628,0.28170985,0.01,0.269030702,0.6201,0.832219,Likely Decreasing
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,Region 4,2716940,0.4406,0.1265,0.0082,3,60195,0.0222,0.0188,7260,267,109,4,-0.23,-0.02,0.02314607073999379,9388,346,111,4.1,427600,15738,5669,209,0,56,SustainedHotspot,,High,High,0.098,124111,4568,,,0,-0.06,,,0.098,132071,4861,,,-0.002,-0.06,,,0.1,140102,5157,,,564,9,165,3,0.84,0.09,0.84,0.18,0.29,0.07,0.03,-0.09,0.01,0,0.03,0,0.01,0,23,6087.952380952382,953.4285714285713,1898.428571428572,0.9565217391304348,0.9130434782608696,1,0.9565217391304348,0.18136682,0.180397685,0.166587043,3.07,0.153529338,0.6942972609999999,0,0.016235544,0.8175,0.81439,Likely Decreasing
"St. Charles County, MO",29183,Large fringe metro,"St. Louis, MO-IL",Metropolitan,MO,Region 7,402022,0.1434,0.0655,0.0012,1,7373,0.0183,0.0187,7240,1801,8,2,42.88,-0.47,0.0004068067396782035,165,41,15,3.7,40366,10041,436,108,3,0,Hotspot,Recent,High,Moderate,0.038,3224,802,1,1,-0.013,-0.2,0,0.01,0.051,4022,1000,1,0.99,-0.006,0.43,0,0.04,0.058,2805,698,1,0.95,12,2,45,9,0.82,0.05,0.81,0.17,0.48,0.06,0.31,-0.08,0.01,-0.01,-0.04,-0.08,-0.01,-0.01,5,486.5714285714286,36.85714285714286,68.42857142857143,1,1,1,1,0.049460065,0.056207194,0.157876932,2.64,0.051748412,0.034212058,0,0.027540781,0.0363,0.252149,Uncertain
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,Region 9,10039107,0.7597,0.2541,0.0303,11,260018,0.0259,0.0171,6594,66,435,4.3,-0.41,-0.24,0.02740398128195898,11115,111,574,5.7,1210663,12059,22476,224,0,58,HighBurdenResolving,,Substantial,High,,26009,259,,,,-0.91,,,0.021,296255,2951,,,-0.006,0.14,,,0.028,260332,2593,,,774,4,849,5,0.72,0.06,0.72,0.13,0.28,0.05,-0.12,0.03,-0.01,-0.02,-0.01,-0.04,-0.02,-0.02,90,17694.21428571429,2225.142857142857,5425.000000000001,0.9666666666666668,0.9444444444444444,0.9888888888888888,0.9666666666666668,0.108335817,0.159872234,0.140824577,3,0.079516933,0.486295245,0.01,0.153942477,0.7682,0.489335,Likely Decreasing
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,Region 6,4713325,0.667,0.1626,0.0142,3,56479,0.012,0.0144,5565,118,186,3.9,-0.37,-0.16,0.02190592655782326,8885,189,222,4.7,365513,7755,5490,116,2,4,SustainedHotspot,Recent,High,High,0.076,47092,999,1,0.99,-0.009,-0.43,0,0.01,0.085,82786,1756,1,0.98,-0.022,-0.09,0,0,0.107,90829,1927,1,0.98,897,7,717,6,0.82,0.1,0.84,0.23,0.44,0.08,0.07,0.04,-0.01,0,-0.01,0,-0.01,0,51,12277.35714285714,1404.857142857143,3203.4,0.9411764705882352,0.9215686274509804,0.9607843137254902,0.9411764705882352,0.201651383,0.162248098,0.109087958,2.88,0.188180531,0.43727496,0.01,0.073282874,0.7236,0.5571470000000001,Likely Decreasing
"Bronx County, NY",36005,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,1418207,0.0738,0.0729,0.0043,2,28996,0.0204,0.0118,4548,321,96,6.8,-0.1,0.1,0.01250745812356077,5073,358,87,6.1,154140,10869,6064,428,0,41,SustainedHotspot,,High,High,0.067,64787,4568,1,0.99,-0.006,-0.16,0,0,0.073,76683,5407,1,0.99,-0.002,-0.05,0,0.01,0.075,80833,5700,1,0.98,340,9,36,1,0.75,0.13,0.84,0.34,0.3,0.09,-0.17,-0.38,0,-0.01,0.01,-0.02,-0.01,-0.01,8,3912.714285714286,403.5714285714286,1092,1,0.875,1,1,0.096639634,0.290559209,0.133101867,2.79,0.292400193,0.563796399,0.03,0.04561111299999999,0.9927,0.993951,Likely Decreasing
"Nassau County, NY",36059,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,1356924,0.0706,0.0698,0.0041,4,39330,0.029,0.011,4263,314,25,1.8,-0.04,-0.43,0.01092214458651177,4430,326,44,3.2,157362,11597,2987,220,0,4,SustainedHotspot,,High,High,0.055,61369,4523,1,0.98,0,-0.14,0,0,0.055,71596,5276,1,0.98,0.002,-0.07,0,0.02,0.054,76993,5674,1,0.96,263,8,40,1,0.73,0.11,0.59,0.18,0.29,0.08,0,0.05,-0.01,0,0.01,-0.01,0,0,8,3151,378,491.2857142857143,1,1,1,1,0.04799536,0.05719070599999999,0.181800897,3,0.117114886,0.174825561,0.01,0.108776173,0.243,0.174148,Uncertain
"Suffolk County, NY",36103,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,1476601,0.0768,0.0759,0.0045,2,29422,0.0199,0.011,4249,288,36,2.4,0,-0.1,0.01043151100350593,4231,287,40,2.7,171298,11601,3162,214,0,0,SustainedHotspot,,High,High,0.055,55656,3769,1,0.99,0.002,-0.11,0,0.01,0.053,62564,4237,1,0.98,-0.001,-0.05,0,0.03,0.054,65522,4437,1,0.95,294,10,125,4,0.76,0.13,0.66,0.19,0.27,0.1,0.07,0.34,0.02,0,0.03,-0.03,0,0,10,2973,417.5714285714286,627,1,0.9,1,1,0.05402627099999999,0.071186259,0.173331184,2.99,0.074663365,0.202105376,0.01,0.04227614599999999,0.2146,0.282394,Uncertain
