County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,% Non-Hispanic White,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score,Forecasted case trajectory
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.26,0.03,31616,315,185,1.8,0.29,0.38,0.025,24565,245,134,1.3,1391513,13861,25152,251,3,0,SustainedHotspot,Recent,High,High,0.033,803781,8006,,,-0.007,0.13,,,0.041,712582,7098,,,1338,7.5,727,4.1,0.8,0.1,0.78,0.21,0.28,0.06,-0.02,0,0,0.01,0.02,0.02,0.01,91,17937,2112,5206,0.95,0.92,0.98,0.95,6571423,0.655,5641449,0.562,81779,0.009,14768,0.02,67011,0.008,5269,0.004,-0.0012,-0.0056,-0.0007,0.0002,6553271,0.76,5629860,0.653,461239,0.636,373013,0.515,6092032,0.772,5256847,0.666,1232231,0.872,1061786,0.751,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.77,0.49,Likely Decreasing
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.29,0.026,27445,582,174,3.7,1.26,0.78,0.013,12119,257,98,2.1,485403,10299,7056,150,5,0,SustainedHotspot,Recent,High,High,0.177,110055,2335,1,0.97,-0.013,-0.02,0,-0.02,0.19,111946,2375,1,0.99,2112,19,917,8.3,0.93,0.25,0.95,0.45,0.52,0.16,0.02,0.01,0.03,0.02,0.06,0.03,0.03,50,11099,1353,3201,0.92,0.88,0.96,0.92,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.72,0.56,Uncertain
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.13,0.019,20033,737,0,0,-0.07,,0.022,21655,797,0,0,610802,22481,6472,238,1,0,SustainedHotspot,,High,High,0.13,159221,5860,,,-0.011,-0.07,,,0.141,171393,6308,,,1474,24.2,309,5.1,0.88,0.3,0.84,0.42,0.42,0.18,-0.09,-0.01,0.01,-0.02,0.03,0.01,0.02,22,6090,923,1990,1,0.86,1,1,2211856,0.814,1779732,0.655,37421,0.016,7067,0.039,30354,0.014,2945,,-0.0065,-0.0119,-0.0061,0,2210734,0.941,1779154,0.757,134570,0.738,83433,0.458,2076164,0.958,1695721,0.782,464463,0.999,388276,0.858,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.82,0.81,Uncertain
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.35,0.013,13536,693,0,0,-0.08,,0.015,14666,751,0,0,312184,15987,3079,158,3,0,SustainedHotspot,,High,High,0.196,101014,5173,,,-0.011,-0.06,,,0.208,107552,5508,,,1518,32.1,262,5.5,0.84,0.34,0.92,0.53,0.52,0.24,-0.14,-0.01,0.01,0.01,0.04,0,0.03,15,4727,586,1051,1,0.93,1,1,1333479,0.683,1077319,0.552,19441,0.012,2905,0.021,16536,0.011,1977,0.006,-0.0085,-0.0269,-0.0068,-0.0018,1332907,0.792,1077249,0.64,85829,0.614,59232,0.424,1247078,0.808,1018017,0.66,326591,0.976,272974,0.816,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.58,0.61,Uncertain
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.55,0.012,12912,288,82,1.8,-0.05,0.46,0.014,13594,303,56,1.2,626874,13976,10694,238,0,0,SustainedHotspot,,High,High,0.106,137044,3055,1,0.98,-0.01,0.15,0,-0.01,0.116,118982,2653,1,0.99,830,8,932,9,0.7,0.11,0.61,0.2,0.38,0.13,0.08,0.01,0.01,0.01,0.03,0.02,0.02,42,10330,1440,1701,1,0.98,1,1,2363482,0.527,1981215,0.442,36214,0.01,6812,0.019,29402,0.009,2534,0.004,0.0012,0.0026,0.0011,0.0008,2363227,0.622,1981164,0.522,153839,0.421,116081,0.318,2209388,0.644,1865083,0.543,602578,0.865,513757,0.738,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.64,0.22,Uncertain
"Hillsborough County, FL",12057,Large central metro,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,FL,4,1471968,0.461,0.069,0.004,2,40510,0.028,0.48,0.011,11263,765,0,0,0.03,,0.011,10981,746,0,0,195047,13251,1832,124,3,0,SustainedHotspot,,High,High,0.197,45877,3117,,,-0.019,0.03,,,0.216,44384,3015,,,1119,27.4,169,4.1,0.89,0.26,0.85,0.44,0.41,0.17,-0.02,0,0.02,0.01,0.07,0.04,0.04,12,4080,547,703,1,0.92,1,1,853127,0.58,683775,0.465,13035,0.01,2044,0.019,10991,0.01,1057,0.005,-0.0051,-0.0077,-0.0048,-0.0014,852955,0.68,683752,0.545,50946,0.47,36697,0.338,802009,0.699,647055,0.564,208147,0.972,160895,0.752,0.13,0.15,0.15,2.6,0.16,0.3,0,0.04,0.67,0.5,Likely Decreasing
"Palm Beach County, FL",12099,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1496770,0.243,0.07,0.005,1,24036,0.016,0.54,0.009,9294,621,0,0,0.01,,0.009,9170,613,0,0,191819,12816,2883,193,3,0,SustainedHotspot,,High,High,0.187,61911,4136,,,-0.03,0.06,,,0.217,58273,3893,,,954,26.1,68,1.9,0.88,0.28,0.82,0.49,0.37,0.18,-0.08,0,0.02,0.02,0.02,-0.01,0.01,15,3652,474,750,1,0.93,1,1,940662,0.628,795090,0.531,14546,0.011,1927,0.02,12619,0.01,2880,0.008,-0.0035,-0.0099,-0.003,0.0016,940351,0.717,795045,0.606,48622,0.492,34345,0.348,891729,0.735,760700,0.627,331458,0.909,293831,0.806,0.14,0.13,0.24,2.6,0.19,0.23,0,0.03,0.56,0.4,Uncertain
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.45,0.008,9014,270,25,0.7,0.03,0.56,0.009,8746,262,16,0.5,327166,9800,3859,116,0,0,SustainedHotspot,,High,High,0.073,124079,3717,,,-0.011,0.01,,,0.084,122619,3673,,,520,9,175,3,0.77,0.11,0.8,0.26,0.27,0.08,0.08,0.01,0.02,0.01,0.05,0.01,0.02,20,5750,628,1465,1,0.95,1,1,3120722,0.935,1541186,0.462,38696,0,5615,0.024,33081,,6193,,0,-0.0043,0,0,3112828,0.999,1537614,0.538,196708,0.845,107163,0.46,2916120,0.999,1430451,0.545,701416,0.999,296218,0.611,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.28,Uncertain
"Orange County, FL",12095,Large central metro,"Orlando-Kissimmee-Sanford, FL",Metropolitan,FL,4,1393452,0.534,0.065,0.004,1,50190,0.036,0.39,0.008,8946,642,0,0,-0.06,,0.01,9533,684,0,0,193037,13853,1310,94,0,0,SustainedHotspot,,High,High,0.185,40856,2932,,,-0.015,0.02,,,0.201,40043,2874,,,1153,23.2,461,9.3,0.91,0.3,1.01,0.67,0.62,0.31,-0.02,0,0.01,0,0.03,0.03,0.04,7,4962,500,846,1,0.86,1,1,894460,0.642,745178,0.535,13850,0.012,2165,0.021,11685,0.011,988,0.006,-0.0056,-0.0109,-0.0051,-0.0013,891856,0.749,744763,0.626,65249,0.634,44835,0.435,826607,0.76,699928,0.644,163516,0.953,145903,0.85,0.15,0.16,0.12,2.8,0.2,0.33,0,0.05,0.67,0.55,Likely Decreasing
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.27,0.008,8805,439,104,5.2,-0.2,0.53,0.011,11048,551,68,3.4,276435,13797,3900,195,1,0,SustainedHotspot,Recent,High,High,0.148,71182,3553,1,0.97,-0.058,0.17,0,-0.01,0.206,60618,3026,1,0.98,1140,17.2,286,4.3,0.66,0.17,0.93,0.49,0.55,0.17,-0.02,-0.01,0.01,0,0.04,0.05,0.02,18,6647,674,1498,1,0.94,1,1,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.83,0.37,Likely Decreasing
