County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.016,11828,264,187,4.2,0.03,0.27,0.014,11506,257,147,3.3,700319,15613,11558,258,0,22,SustainedHotspot,,High,High,0.109,109809,2448,1,1,0.002,-0.06,0,0.01,0.107,116921,2607,1,0.99,782,7.6,0.73,0.1,0.64,0.2,0.42,0.13,-0.01,0,-0.01,0,-0.01,-0.01,-0.02,42,10288,1451,1706,1,0.98,1,1,2514928,0.561,2165868,0.483,19070,0.005,2270,0.006,16800,0.005,3311,0.005,-0.0008,-0.0029,-0.0006,0.0022,2514611,0.662,2165807,0.57,178497,0.489,147434,0.404,2336114,0.68,2018373,0.588,615255,0.884,534713,0.768,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.012,8867,88,140,1.4,-0.12,-0.15,0.012,10045,100,164,1.6,1463039,14573,26153,261,0,33,HighBurdenResolving,,Substantial,High,0.018,902964,8994,,,0.004,-0.05,,,0.015,946001,9423,,,550,3.1,0.77,0.05,0.74,0.12,0.26,0.03,-0.11,0,-0.01,-0.01,-0.03,-0.01,-0.01,91,17656,2059,5122,0.95,0.92,0.98,0.95,6910954,0.688,6024282,0.6,59081,0.007,9191,0.013,49890,0.006,8136,0.006,0.0011,0.0022,0.001,0.0029,6892614,0.8,6012649,0.698,518414,0.715,442340,0.61,6374200,0.807,5570309,0.706,1259715,0.891,1091148,0.772,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.011,8429,179,248,5.3,-0.21,-0.12,0.013,10695,227,281,6,558618,11852,8414,179,0,26,SustainedHotspot,,High,High,0.102,102366,2172,1,0.98,-0.018,-0.11,0,0,0.121,115292,2446,1,0.98,710,6.1,0.9,0.15,0.92,0.34,0.48,0.13,-0.4,-0.02,-0.04,-0.02,-0.05,-0.04,-0.02,50,11649,1493,3389,0.92,0.88,0.96,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.008,6141,233,126,4.8,-0.19,-0.06,0.009,7569,287,134,5.1,389318,14772,4931,187,0,11,SustainedHotspot,,High,High,0.098,53752,2040,1,0.99,-0.015,-0.17,0,0,0.113,64665,2454,1,0.99,393,6.3,0.9,0.14,0.94,0.33,0.47,0.09,-0.39,-0.01,-0.03,0,-0.01,-0.01,0,31,6210,831,2037,1,0.97,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.754,0.6
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.008,5930,282,126,6,-0.27,0.33,0.01,8121,386,95,4.5,346536,16482,4304,205,0,8,SustainedHotspot,,High,High,0.129,43526,2070,1,0.98,-0.013,-0.07,0,0,0.142,46969,2234,1,0.98,457,10.8,0.89,0.2,0.95,0.46,0.47,0.11,-0.42,-0.01,-0.03,-0.01,-0.08,-0.04,-0.01,28,4233,486,1453,0.96,0.96,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.007,5166,100,61,1.2,-0.15,-0.02,0.007,6060,118,62,1.2,620602,12050,11048,215,0,13,HighBurdenResolving,,High,High,0.022,264306,5132,1,0.98,-0.002,0.12,0,0,0.024,236496,4592,1,0.98,399,2.8,0.75,0.04,0.72,0.09,0.31,0.03,-0.04,-0.01,0,0,-0.01,0.01,0,52,14009,1652,3119,1,0.96,1,1,3712141,0.721,2885112,0.56,32250,0.007,3013,0.008,29237,0.007,7309,0.009,0.0014,-0.0008,0.0016,0.0054,3700427,0.839,2878563,0.653,278258,0.746,198922,0.534,3422169,0.848,2679641,0.664,714868,0.921,580248,0.748,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.006,4825,178,224,8.2,-0.33,-0.35,0.009,7248,267,346,12.7,668562,24607,8504,313,0,34,ModerateBurdenResolving,,High,High,0.054,134466,4949,,,-0.005,-0.2,,,0.059,167478,6164,,,350,5.7,0.82,0.09,0.74,0.19,0.34,0.08,-0.28,-0.01,-0.02,-0.02,-0.03,-0.02,-0.02,22,6127,926,2034,1,0.91,1,1,2368603,0.872,1979572,0.729,20204,,1896,0.01,18308,,3433,,-0.0086,-0.0018,0,0,2367426,0.999,1978974,0.842,152866,0.839,112905,0.619,2214560,0.999,1866069,0.861,480417,0.999,407187,0.9,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Jefferson County, KY",21111,Large central metro,"Louisville/Jefferson County, KY-IN",Metropolitan,KY,4,766757,0.606,0.172,0.002,1,22271,0.029,0.006,4464,582,37,4.8,0.65,0.85,0.003,2701,352,20,2.6,113209,14765,1510,197,0,0,SustainedHotspot,,High,High,0.097,20217,2637,1,0.99,-0.013,-0.18,0,0.01,0.111,24663,3217,1,0.98,602,23.5,0.88,0.11,0.91,0.23,0.48,0.11,-0.17,0.01,-0.02,-0.02,-0.07,0.01,-0.03,7,2566,335,435,0.86,0.71,1,0.86,527059,0.687,454675,0.593,5881,0.009,514,0.009,5367,0.009,2143,0.017,0.0002,-0.0032,0.0005,0.0103,526850,0.805,454654,0.695,35654,0.638,29219,0.523,491196,0.821,425435,0.711,121129,0.948,108054,0.846,0.06,0.15,0.17,2.4,0.22,0.06,0,0.03,0.568,0.355
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.005,3892,158,52,2.1,1.03,0.27,0.002,1918,78,41,1.7,363950,14732,4895,198,0,29,SustainedHotspot,,High,Substantial,0.061,71967,2913,,,-0.004,-0.09,,,0.066,79228,3207,,,199,6.3,0.79,0.11,0.82,0.25,0.29,0.09,-0.22,-0.01,-0.02,0,-0.05,0.03,-0.01,17,3159,396,816,1,1,1,1,1394618,0.564,1211777,0.49,12930,0.006,1392,0.006,11538,0.006,2277,0.006,-0.0002,-0.0014,-0.0001,0.0032,1391689,0.671,1210025,0.584,108758,0.502,91828,0.424,1282931,0.691,1118197,0.602,323225,0.883,279603,0.764,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.794,0.559
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.005,3816,190,134,6.7,-0.16,-0.09,0.005,4553,227,148,7.4,311333,15539,4769,238,0,33,SustainedHotspot,,High,High,0.08,82930,4139,1,0.99,0.018,-0.09,0,0,0.062,91332,4558,1,0.99,387,6.4,0.69,0.11,0.9,0.32,0.39,0.1,-0.29,0.02,-0.01,-0.01,-0.06,-0.12,-0.04,18,6049,709,1745,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
