County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.017,9955,222,171,3.8,-0.16,-0.09,0.016,11856,264,187,4.2,711742,15868,11729,261,0,30,SustainedHotspot,,High,High,0.107,106540,2375,1,0.99,-0.001,-0.04,0,0,0.107,110565,2465,1,0.99,799,7.8,0.73,0.1,0.63,0.18,0.4,0.12,0,0,0,0,-0.02,-0.02,-0.01,42,10248,1451,1714,1,0.98,1,1,2534606,0.565,2188710,0.488,17270,0.005,2079,0.006,15191,0.004,2860,0.004,-0.0005,-0.0004,-0.0006,-0.0007,2534283,0.667,2188648,0.576,180846,0.495,150177,0.411,2353437,0.686,2038471,0.594,618446,0.888,539304,0.774,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.013,7756,77,159,1.6,-0.11,0.1,0.012,8734,87,144,1.4,1471645,14659,26338,262,0,41,HighBurdenResolving,,Substantial,Substantial,0.016,849680,8464,,,0.003,-0.01,,,0.013,856280,8529,,,476,2.7,0.77,0.04,0.73,0.1,0.26,0.03,-0.11,-0.01,-0.01,-0.01,-0.01,0,0,91,17623,2042,5109,0.96,0.93,0.98,0.96,6975061,0.695,6076604,0.605,58615,0.007,9545,0.013,49070,0.006,5892,0.004,-0.0003,-0.0002,-0.0003,-0.0016,6956672,0.807,6064968,0.704,529090,0.73,450312,0.621,6427582,0.814,5614656,0.711,1266104,0.896,1097353,0.776,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.01,6218,132,110,2.3,-0.24,-0.55,0.011,8196,174,247,5.2,565088,11989,8529,181,0,34,SustainedHotspot,,High,High,0.084,87397,1854,1,0.98,-0.009,-0.1,0,0,0.093,97441,2067,1,0.98,774,6.9,0.91,0.12,0.92,0.28,0.46,0.1,-0.11,0,-0.03,0.01,-0.06,-0.03,-0.02,51,11194,1401,3341,0.92,0.86,0.96,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.009,5491,208,66,2.5,-0.21,-0.48,0.009,6932,263,128,4.9,395600,15010,5002,190,0,19,SustainedHotspot,,High,High,0.085,53983,2048,1,0.99,-0.007,-0.02,0,0,0.093,54882,2082,1,0.99,502,8.2,0.91,0.11,0.93,0.28,0.45,0.07,0.02,0,-0.02,-0.01,-0.03,-0.02,-0.01,31,6154,801,2102,1,0.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.754,0.6
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.008,4643,221,114,5.4,-0.14,-0.02,0.007,5372,256,116,5.5,353440,16810,4466,212,0,16,SustainedHotspot,,High,High,0.11,38901,1850,1,0.99,-0.016,-0.12,0,0.01,0.126,43999,2093,1,0.98,470,11,0.89,0.15,0.96,0.35,0.45,0.09,-0.15,-0.01,-0.04,0,-0.08,-0.02,-0.02,28,4275,473,1473,0.96,0.96,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.133,0.132,0.008,0,15416,0.006,0.007,4094,160,28,1.1,-0.04,-0.12,0.006,4283,167,32,1.3,329313,12864,10820,423,0,0,SustainedHotspot,,High,High,0.023,174808,6829,1,0.97,0.001,-0.01,0,-0.02,0.022,176410,6891,1,0.99,106,2.8,0.79,0.04,0.79,0.07,0.17,0.01,-0.18,0.01,0,-0.02,-0.01,0,-0.01,13,3755,331,1169,1,0.92,1,1,1660799,0.649,1447571,0.565,1531,0.001,59,0,1472,0.001,218,0.001,-0.0122,-0.0134,-0.0121,-0.0058,1660541,0.771,1447446,0.672,102627,0.59,85186,0.49,1557914,0.787,1362260,0.688,283115,0.77,254631,0.692,0.08,0.21,0.14,2.7,0.3,0.19,0,0.12,0.815,0.912
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.006,3591,70,42,0.8,-0.35,-0.29,0.008,5524,107,59,1.1,626475,12164,11109,216,0,21,HighBurdenResolving,,Substantial,High,0.019,284912,5532,1,0.98,-0.002,0.02,0,0.02,0.021,279220,5422,1,0.96,376,2.7,0.76,0.04,0.73,0.08,0.31,0.03,-0.11,0.01,0,0.01,0,0,-0.01,52,13917,1636,3121,0.98,0.94,1,0.98,3747671,0.728,2912793,0.566,32679,0.007,2609,0.007,30070,0.007,6198,0.008,0.0001,-0.001,0.0002,-0.0011,3735951,0.847,2906239,0.659,281161,0.754,201721,0.541,3454790,0.856,2704518,0.67,721648,0.93,583859,0.752,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.006,3564,131,144,5.3,-0.26,-0.36,0.007,4825,178,224,8.2,672126,24738,8648,318,0,42,ModerateBurden,,High,High,0.044,123468,4544,,,-0.008,-0.08,,,0.052,134246,4941,,,284,4.7,0.81,0.06,0.74,0.15,0.3,0.05,-0.21,-0.01,-0.02,0.01,-0.03,-0.03,-0.02,22,6053,906,1977,1,0.91,1,1,2388447,0.879,2004063,0.738,16720,,1528,0.008,15192,,2819,,0,-0.0026,0,0,2387265,0.999,2003463,0.853,154774,0.849,115431,0.633,2232491,0.999,1888032,0.871,483670,0.999,410384,0.907,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.005,3275,187,45,2.6,0.06,0.05,0.004,3102,177,43,2.5,191603,10953,5471,313,0,0,Hotspot,,High,High,0.036,81439,4655,0,0.98,-0.008,0.13,0,0.01,0.044,71822,4106,0,0.98,218,5.1,0.84,0.06,0.77,0.12,0.32,0.04,0.26,0,0.01,0.01,0.01,0,0,18,4274,556,1124,1,0.94,1,1,920723,0.526,836761,0.478,75660,0.051,22037,0.159,53623,0.04,8365,0.03,0.0473,0.1557,0.0361,0.0273,920647,0.624,836746,0.567,52267,0.377,48768,0.352,868380,0.649,787978,0.589,231868,0.838,214610,0.776,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.005,3221,96,34,1,-0.14,-0.06,0.005,3766,113,36,1.1,361719,10835,4124,124,0,38,SustainedHotspot,,Substantial,High,0.029,132602,3972,,,-0.001,-0.08,,,0.029,144358,4324,,,210,3.7,0.74,0.05,0.73,0.14,0.26,0.05,0,0,-0.01,-0.02,-0.04,0,-0.01,20,5728,620,1453,1,0.95,1,1,3367509,0.999,1690561,0.506,41424,,2250,0.01,39174,,16552,,0,-0.0014,0,0,3359528,0.999,1686935,0.591,220841,0.948,129502,0.556,3138687,0.999,1557433,0.594,765470,0.999,308160,0.636,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
