County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.028,14233,317,133,3,0.24,0.06,0.023,11512,257,126,2.8,760613,16957,12419,277,0,0,SustainedHotspot,,High,High,0.123,108879,2427,1,1,0.013,0.04,0,0,0.111,104367,2327,1,0.99,1010,9.8,0.76,0.11,0.65,0.18,0.4,0.12,0.15,0.02,0.01,0.01,0.02,0.01,0.02,42,10338,1458,1704,1,0.98,1,1,2613363,0.583,2270903,0.506,15016,0.004,1394,0.004,13622,0.004,2536,0.004,0.0002,0.0006,0.0001,-0.0001,2610993,0.687,2270830,0.598,188498,0.516,158402,0.434,2422495,0.706,2112428,0.615,631151,0.906,556918,0.8,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.018,9343,93,119,1.2,0.04,0.31,0.018,9013,90,91,0.9,1507736,15019,26814,267,0,0,Hotspot,,Substantial,Substantial,0.012,806848,8037,,,0.001,-0.12,,,0.011,911741,9082,,,528,3,0.77,0.04,0.73,0.08,0.25,0.02,0,0,0,0,0,0,0,91,17682,2030,5042,0.95,0.91,0.98,0.95,7271962,0.724,6314549,0.629,68832,0.008,12359,0.017,56473,0.007,10047,0.007,0.0024,0.0076,0.0019,0.0011,7220319,0.838,6302890,0.731,570792,0.787,482206,0.665,6649527,0.842,5820684,0.737,1301415,0.921,1135241,0.803,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.011,5464,106,34,0.7,-0.04,-0.36,0.011,5674,110,53,1,651472,12649,11355,220,0,0,Hotspot,,High,High,0.022,308381,5988,1,0.95,0.003,0.09,0,-0.01,0.019,284087,5516,1,0.97,310,2.2,0.73,0.03,0.7,0.06,0.29,0.02,-0.03,0,0,0.02,0,0,0,52,13987,1652,3099,1,0.96,1,1,3603050,0.7,3286861,0.638,36984,0.008,2073,0.006,34911,0.009,7715,0.01,-0.0007,-0.0006,-0.0007,-0.0031,3590738,0.814,3279344,0.744,263896,0.708,237700,0.638,3326842,0.824,3041644,0.753,703820,0.907,642820,0.828,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.008,4245,335,19,1.5,-0.09,0.06,0.009,4686,370,18,1.4,164792,13018,1977,156,4,0,SustainedHotspot,Recent,High,High,0.087,68520,5413,1,0.99,0.016,0.09,0,0,0.071,62680,4952,1,0.99,157,5.1,0.93,0.09,0.88,0.21,0.38,0.09,0.16,0,0.01,0.04,0,-0.01,0,10,3070,329,669,1,0.9,1,1,900434,0.711,837842,0.662,4591,0.004,600,0.007,3991,0.004,853,0.005,0.002,0.0008,0.0021,0.0148,890055,0.825,835436,0.775,59866,0.674,56644,0.638,830189,0.839,778792,0.787,176187,0.959,168316,0.916,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.008,3934,225,47,2.7,0,-0.11,0.008,3922,224,53,3,207250,11847,5673,324,0,0,Hotspot,,High,High,0.054,107611,6152,0,0.99,0.013,0.21,0,0,0.041,88749,5073,0,0.99,342,8,0.86,0.09,0.79,0.17,0.34,0.06,0.2,0.01,0.01,0,0,0,0.01,18,4251,558,1143,1,0.94,1,1,937026,0.536,858082,0.491,3551,0.002,149,0.001,3402,0.003,686,0.002,-0.0001,-0.0003,0,-0.0005,936913,0.635,858064,0.582,53166,0.384,51034,0.368,883747,0.661,807030,0.604,234949,0.85,217529,0.787,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.007,3681,110,31,0.9,0.18,-0.09,0.006,3122,94,34,1,398272,11930,4272,128,0,0,Hotspot,,High,Substantial,0.031,118866,3561,,,0,-0.09,,,0.031,130887,3921,,,184,3.2,0.75,0.05,0.74,0.12,0.25,0.04,-0.03,0,0,-0.01,-0.01,0,0,20,5751,629,1460,1,0.95,1,1,3653087,0.999,1763224,0.528,80472,0.028,2356,0.01,78116,0.03,32648,0.067,0.0023,0.003,0.0022,-0.005,3631816,0.999,1759586,0.616,230190,0.988,136527,0.586,3401626,0.999,1623059,0.619,879047,0.999,320559,0.662,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Pima County, AZ",4019,Medium metro,"Tucson, AZ",Metropolitan,AZ,9,1047279,1,0.144,0.003,1,36213,0.035,0.007,3408,325,33,3.2,0.22,0.38,0.006,2797,267,24,2.3,149413,14267,2790,266,1,0,SustainedHotspot,Recent,High,High,0.133,19111,1825,1,0.99,0.026,-0.01,0,0.02,0.107,19308,1844,1,0.98,178,8.2,0.84,0.11,0.59,0.17,0.35,0.12,0.28,0,0.01,-0.01,0,0,-0.01,13,2165,404,440,1,0.92,1,1,720099,0.688,631499,0.603,5157,0.006,682,0.009,4475,0.005,1123,0.005,0.0007,0.004,0.0004,-0.001,718692,0.793,631268,0.697,48993,0.663,40285,0.545,669699,0.805,590983,0.71,209386,0.985,189991,0.894,0.1,0.18,0.2,2.5,0.03,0.38,0.02,0.03,0.883,0.298
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.006,3283,261,18,1.4,0.08,-0.14,0.006,3034,241,21,1.7,152363,12116,2721,216,0,0,SustainedHotspot,,High,High,0.094,35650,2835,1,0.96,0.011,0.15,1,0,0.083,31057,2470,0,0.96,324,8.6,0.8,0.08,0.79,0.17,0.25,0.04,0.28,0,0.01,0.03,0,0,0,13,3765,393,722,1,1,1,1,823414,0.655,775230,0.616,2683,0.002,59,0.001,2624,0.003,606,0.003,-0.0002,-0.0004,-0.0001,-0.0007,823310,0.754,775213,0.71,51825,0.553,50999,0.544,771485,0.773,724214,0.726,198915,0.914,188942,0.868,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.006,3223,261,18,1.5,0.39,,0.005,2327,188,0,0,153372,12418,2541,206,0,0,SustainedHotspot,,High,High,0.101,24945,2020,1,0.99,0.014,0.06,0,0,0.087,23549,1907,1,0.99,258,4.8,0.77,0.06,0.8,0.1,0.38,0.04,0.09,-0.01,0,-0.01,-0.01,0.01,0,22,5355,879,1097,1,0.95,1,1,767567,0.621,717180,0.581,5103,0.005,347,0.004,4756,0.005,784,0.003,0.0011,0.0003,0.0012,0.0004,763930,0.716,717160,0.672,45201,0.521,40763,0.47,718729,0.733,676397,0.69,204020,0.886,196811,0.855,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
"Allegheny County, PA",42003,Large central metro,"Pittsburgh, PA",Metropolitan,PA,3,1216045,0.525,0.095,0.004,3,61133,0.05,0.006,3057,251,43,3.5,0.12,0.16,0.005,2726,224,37,3,137203,11283,2412,198,0,0,SustainedHotspot,,High,High,0.089,28274,2325,1,0.98,0.013,-0.04,0,0,0.076,29449,2422,1,0.98,245,4.9,0.87,0.06,0.84,0.11,0.23,0.03,-0.03,0.01,0,-0.01,0,-0.02,0,22,4954,583,1160,1,0.95,1,1,1012758,0.833,756059,0.622,20859,0.02,289,0.004,20570,0.021,8121,0.035,-0.0005,-0.0006,-0.0005,-0.0061,1008438,0.947,755998,0.71,51172,0.676,41134,0.544,957266,0.967,714864,0.722,305601,0.999,190479,0.81,0.04,0.12,0.19,2.2,0.13,0.02,0,0.04,0.251,0.11
