County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People who are fully vaccinated,People who are fully vaccinated as % of total population,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score,Forecasted case trajectory
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.5445,0.4064,0.0155,7,135244,0.0263,0.0212,6066,118,86,1.7,-0.16,0.13,0.02045384356025511,7219,140,76,1.5,542450,10533,10056,195,0,16,SustainedHotspot,,High,High,0.038,161631,3138,0,0.98,-0.005,0.01,0,-0.01,0.044,159469,3096,0,0.99,647,5,1044,7,0.73,0.07,0.69,0.13,0.27,0.05,-0.06,-0.1,-0.01,0,0,0,0,0,52,14297.7380952381,1770.704761904762,3197.607142857143,1,0.9615384615384616,1,1,1795385,0.349,489540,0.631,0.09508014199999999,0.151453504,0.150717259,2.61,0.229940471,0.256159867,0.001160142,0.07731708400000001,0.6755,0.733843,Likely Decreasing
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.4406,0.1265,0.0082,3,60195,0.0222,0.0181,5199,191,70,2.6,-0.22,0,0.0188133427400047,6640,244,70,2.6,490499,18053,6252,230,0,14,SustainedHotspot,,High,High,0.085,117600,4328,,,-0.013,-0.09,,,0.097,128554,4732,,,449,7,148,2,0.83,0.08,0.79,0.12,0.26,0.04,-0.13,-0.16,0,-0.01,0,-0.01,-0.02,-0.01,22,6088.714285714284,967.6190476190477,1893.214285714286,1,0.9545454545454546,1,1,950021,0.35,323446,0.715,0.18136682,0.180397685,0.166587043,3.07,0.153529338,0.6942972609999999,0.000818936,0.015058853,0.8175,0.81439,Likely Decreasing
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.1752,0.0053,1,25758,0.0147,0.0131,3750,214,127,7.3,-0.27,0.17,0.01464267398800366,5168,295,109,6.2,159167,9099,4776,273,0,16,SustainedHotspot,,High,High,0.103,39677,2268,1,0.98,-0.028,-0.21,0,0,0.131,50152,2867,1,0.98,482,11,171,4,0.86,0.15,0.85,0.32,0.39,0.13,-0.24,-0.01,0,-0.03,-0.01,-0.02,-0.01,-0.02,18,4302.928571428572,591.1428571428571,1091.285714285714,1,0.9444444444444444,1,1,519312,0.297,178893,0.647,0.071540061,0.230555557,0.158076489,2.57,0.382391561,0.061423632,0.00331553,0.035078312,0.8723,0.7195159999999999,Likely Decreasing
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.9065,0.6162,0.0135,3,83484,0.0186,0.012,3431,76,40,0.9,-0.07,-0.13,0.01046633856650262,3694,82,46,1,541555,12074,9922,221,0,0,Hotspot,,Substantial,Substantial,0.055,67752,1510,1,0.99,0,-0.02,0,-0.01,0.055,69331,1546,1,1,291,3,583,6,0.67,0.03,0.5,0.07,0.29,0.04,0,-0.08,0,0,-0.02,0,0,0,42,9798.52380952381,1397,1595.833333333333,1,0.9761904761904762,1,1,1295746,0.289,449507,0.646,0.110917741,0.147436561,0.155243418,2.76,0.055936643,0.314096982,0.016796666,0.043450839,0.6354,0.219675,Uncertain
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.2911,0.1259,0.0038,1,17236,0.0137,0.0101,2881,229,42,3.3,-0.13,0.05,0.009406671370002352,3320,264,40,3.2,114310,9090,2252,179,0,17,SustainedHotspot,,High,High,0.075,25759,2048,1,0.99,-0.026,-0.27,0,0.01,0.101,35090,2790,1,0.98,329,9,74,2,0.82,0.11,0.83,0.2,0.27,0.07,-0.25,0.03,0.02,-0.03,-0.01,-0.06,-0.01,-0.02,13,3722.261904761905,434.5714285714286,775,1,1,1,1,502747,0.4,161062,0.74,0.049323035,0.08612649800000001,0.173090625,2.47,0.136838573,0.043367282,0.002386322,0.081085637,0.114,0.156001,Uncertain
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.3167,0.0909,0.0059,1,13150,0.0067,0.01,2874,147,60,3.1,-0.26,0.54,0.01105567219450276,3902,200,39,2,239941,12287,2964,152,0,15,SustainedHotspot,,High,High,0.079,60644,3106,,,-0.018,-0.03,,,0.098,62370,3194,,,350,8,85,2,0.78,0.09,0.84,0.21,0.38,0.09,-0.19,-0.12,-0.01,-0.01,-0.02,0.01,0.01,0,15,4644.952380952381,510.1761904761905,983.8571428571429,1,1,1,1,646257,0.331,233474,0.698,0.146170575,0.134948823,0.171343594,2.77,0.28433186,0.310830007,0.001913684,0.037200337,0.5844,0.605221,Likely Decreasing
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.2958,0.0068,3,65772,0.0292,0.0091,2614,116,17,0.8,-0.07,0.55,0.007927670630501982,2798,124,11,0.5,104963,4659,1532,68,0,0,SustainedHotspot,,High,High,0.047,52441,2328,,,0.002,0.13,,,0.045,46366,2058,,,85,2,207,5,0.76,0.04,0.6,0.11,0.25,0.04,-0.42,-0.29,0.02,0,0.02,0,-0.01,0,20,4288.604761904762,478.5142857142857,798.1904761904763,1,0.95,1,1,929538,0.413,243958,0.802,0.056785393,0.095536335,0.135084087,2.46,0.06671395599999999,0.098829802,0.005902924,0.194876823,0.2854,0.282076,Uncertain
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.1332,0.1316,0.0077,0,15416,0.006,0.0084,2413,94,84,3.3,-0.32,0.04,0.01005833836250251,3550,139,81,3.2,275850,10776,10255,401,0,32,SustainedHotspot,,Substantial,High,0.023,130104,5082,1,0.99,-0.009,-0.06,0,0,0.032,139058,5432,1,0.99,172,4,29,1,0.7,0.08,0.75,0.18,0.23,0.03,-0.31,-0.53,-0.02,-0.02,-0.02,0,0,0,13,4343.738095238095,400.2857142857143,1203,1,0.9230769230769232,1,1,786327,0.307,188799,0.513,0.082438194,0.211453529,0.143710133,2.69,0.29713079,0.188944269,0.001781317,0.124636363,0.8153,0.9124479999999999,Uncertain
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.1626,0.0142,3,56479,0.012,0.0081,2328,49,58,1.2,-0.17,-0.13,0.007939003969501984,2802,59,67,1.4,395304,8387,6275,133,0,59,ModerateBurden,,Moderate,Substantial,0.062,62641,1329,1,0.99,-0.009,-0.12,0,0,0.072,71223,1511,1,0.99,477,4,606,5,0.8,0.06,0.82,0.14,0.38,0.05,-0.16,-0.06,-0.01,0,-0.01,0,-0.02,0,51,12240.80476190476,1379.557142857143,3201.840476190476,0.9411764705882352,0.9019607843137256,0.9607843137254902,0.9411764705882352,,,,,0.201651383,0.162248098,0.109087958,2.88,0.188180531,0.43727496,0.001819734,0.071103308,0.7236,0.5571470000000001,Uncertain
"Clark County, NV",32003,Large central metro,"Las Vegas-Henderson-Paradise, NV",Metropolitan,NV,9,2266715,1,0.7359,0.0068,1,21541,0.0095,0.0076,2164,95,30,1.3,0.02,-0.23,0.006029336348001508,2128,94,39,1.7,246106,10857,4330,191,0,0,Hotspot,,Substantial,Substantial,0.054,26193,1156,1,0.89,-0.003,-0.05,0,-0.1,0.057,27497,1213,1,0.99,220,4,393,7,0.72,0.04,0.75,0.11,0.32,0.03,-0.22,0.21,0,0,0,0.01,0.01,0,26,5578.857142857143,622.7142857142858,1053.428571428572,0.9615384615384616,0.9230769230769232,1,0.9615384615384616,676381,0.298,218410,0.637,0.125284567,0.141797624,0.151169865,2.76,0.11877232,0.316439429,0.004600931,0.09847025300000001,0.7404,0.633875,Uncertain
