County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.028,14103,314,139,3.1,-0.11,-0.03,0.024,15819,353,144,3.2,797681,17784,12742,284,0,0,SustainedHotspot,,High,High,0.139,114723,2558,1,1,0.004,0.04,0,0,0.135,110424,2462,1,1,1105,10.8,0.71,0.13,0.67,0.23,0.46,0.16,-0.01,-0.03,0.01,0,0.02,0.03,0.02,42,10234,1459,1713,1,0.98,1,1,2694011,0.601,2308486,0.515,14931,0.004,1548,0.004,13383,0.004,2063,0.003,-0.0009,-0.001,-0.0009,-0.0016,2655082,0.699,2308214,0.608,193186,0.529,161210,0.442,2461896,0.717,2147004,0.625,638214,0.917,564428,0.811,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.013,6627,129,23,0.4,-0.25,-0.62,0.014,8819,171,61,1.2,669643,13002,11452,222,2,0,SustainedHotspot,Recent,High,High,0.04,339151,6585,1,0.92,0.012,0.08,0,-0.02,0.028,313594,6089,1,0.94,525,3.7,0.71,0.05,0.69,0.1,0.28,0.02,0.09,-0.03,0.01,-0.01,0.02,-0.01,0,52,14057,1649,3071,1,0.94,1,1,3755054,0.729,3309688,0.643,43875,0.01,3938,0.011,39937,0.01,6797,0.009,0.0127,0.0094,0.013,0.0201,3646582,0.827,3299595,0.748,270812,0.726,240644,0.645,3375770,0.836,3058951,0.758,706149,0.91,641424,0.826,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.012,5721,327,44,2.5,-0.33,-0.49,0.013,8544,488,87,5,223800,12793,5816,332,6,0,SustainedHotspot,Recent,High,High,0.162,66577,3806,1,0.95,0.049,-0.14,1,-0.03,0.112,77349,4422,0,0.97,442,10.4,0.87,0.16,0.8,0.24,0.39,0.1,-0.08,-0.01,0.03,0.01,0.04,0.04,0.03,18,4249,553,1104,1,0.94,1,1,946597,0.541,866929,0.496,2329,0.002,103,0.001,2226,0.002,503,0.002,-0.0016,-0.0011,-0.0017,-0.0015,946264,0.641,866909,0.588,53648,0.387,51784,0.374,892616,0.668,815125,0.61,236785,0.856,219087,0.792,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.011,5705,57,118,1.2,-0.33,-0.2,0.013,8457,84,148,1.5,1525486,15195,27128,270,0,4,Hotspot,,Substantial,Substantial,,765965,7630,,,,-0.2,,,0.01,955234,9515,,,390,2.2,0.76,0.03,0.72,0.07,0.25,0.02,-0.18,-0.02,0,0,0,0,0,91,17529,2044,5003,0.95,0.91,0.98,0.95,7501313,0.747,6426926,0.64,46100,0.005,7459,0.01,38641,0.005,6091,0.004,-0.0022,-0.0078,-0.0017,-0.0023,7360774,0.854,6409961,0.744,596938,0.823,494463,0.682,6763836,0.857,5915498,0.749,1320879,0.934,1152826,0.815,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.009,4513,359,23,1.8,-0.26,-0.28,0.009,6123,487,32,2.5,164814,13106,2784,221,6,0,SustainedHotspot,Recent,High,High,0.143,40370,3210,1,0.94,0.008,0.08,0,-0.02,0.135,37444,2977,1,0.95,562,15.1,0.79,0.15,0.78,0.25,0.31,0.07,0.22,-0.02,0.03,-0.01,0.03,0.01,0.02,13,3733,382,709,1,1,1,1,830892,0.661,781080,0.621,1926,0.002,49,0.001,1877,0.002,301,0.001,-0.0015,-0.0006,-0.0015,-0.0018,830582,0.761,781061,0.716,52024,0.555,51565,0.55,778558,0.78,729496,0.731,200268,0.92,189825,0.872,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Allegheny County, PA",42003,Large central metro,"Pittsburgh, PA",Metropolitan,PA,3,1216045,0.525,0.095,0.004,3,61133,0.05,0.009,4283,352,23,1.9,-0.01,-0.34,0.007,4321,355,35,2.9,148898,12244,2481,204,0,0,SustainedHotspot,,High,High,0.118,35291,2902,1,0.98,0.007,0.13,0,0,0.111,31112,2558,1,0.98,357,7.4,0.85,0.09,0.87,0.18,0.24,0.05,0.06,-0.02,0.01,0.01,0.03,0.01,0.01,22,4857,572,1149,1,0.91,1,1,1022813,0.841,712915,0.586,-41453,-0.039,-2207,-0.029,-39246,-0.04,-14742,-0.063,-0.0587,-0.0343,-0.0606,-0.0917,1001153,0.94,712197,0.669,49582,0.655,39078,0.516,951571,0.962,673119,0.68,302303,0.999,174661,0.742,0.04,0.12,0.19,2.2,0.13,0.02,0,0.04,0.251,0.11
"Erie County, NY",36029,Large central metro,"Buffalo-Cheektowaga, NY",Metropolitan,NY,2,918702,0.814,0.047,0.003,2,43715,0.048,0.009,4236,461,19,2.1,-0.01,0,0.007,4274,465,19,2.1,123801,13476,2040,222,0,0,SustainedHotspot,,High,High,0.11,37381,4069,1,0.98,0.004,0.06,0,0,0.106,35134,3824,1,0.98,252,12.5,0.86,0.14,0.73,0.16,0.35,0.08,0.03,-0.03,0.03,0.02,0.04,0.05,0.02,8,2014,321,368,1,0.88,1,1,639217,0.696,584221,0.636,2660,0.003,301,0.005,2359,0.003,450,0.003,-0.0004,0.0006,-0.0005,-0.0012,624220,0.783,583471,0.732,40285,0.631,37050,0.58,583935,0.796,546421,0.745,155985,0.923,145791,0.863,0.04,0.15,0.18,2.3,0.13,0.06,0.01,0.04,0.414,0.521
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.008,4144,336,2,0.2,-0.03,-0.33,0.007,4281,347,3,0.2,163502,13238,2636,213,0,0,SustainedHotspot,,High,High,0.144,30487,2468,1,0.99,0.019,0.05,0,0,0.125,28908,2341,1,0.99,449,8.3,0.74,0.1,0.81,0.16,0.4,0.06,0.22,-0.04,0.02,-0.01,0.02,0.01,0.01,22,5397,885,1103,1,0.95,1,1,791126,0.641,725057,0.587,3847,0.004,268,0.003,3579,0.004,297,0.001,-0.0011,-0.0018,-0.001,-0.0011,774631,0.726,724632,0.679,46069,0.531,41489,0.478,728562,0.743,683143,0.696,205074,0.891,197717,0.859,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.008,4103,324,17,1.3,-0.22,-0.15,0.008,5246,414,20,1.6,174977,13823,2017,159,1,0,SustainedHotspot,Recent,High,High,0.087,76936,6078,1,0.98,-0.007,0.04,0,-0.01,0.094,73834,5833,1,0.99,187,6.1,0.93,0.12,0.88,0.32,0.44,0.12,-0.01,0,0,-0.01,0.02,0.03,0.02,10,3075,333,664,1,0.9,1,1,935854,0.739,843865,0.667,2676,0.002,194,0.002,2482,0.003,312,0.002,-0.0021,-0.0046,-0.0019,-0.0021,899624,0.834,841425,0.78,60876,0.686,57425,0.647,838748,0.847,784000,0.792,177474,0.966,168944,0.92,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Suffolk County, NY",36103,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1476601,0.077,0.076,0.004,2,29422,0.02,0.008,3729,253,12,0.8,0.03,0,0.006,3618,245,12,0.8,254334,17224,3681,249,0,0,SustainedHotspot,,High,High,0.055,57124,3869,1,0.99,0.012,0.04,0,0,0.043,55164,3736,1,0.99,96,3.4,0.75,0.05,0.64,0.07,0.22,0.02,-0.27,-0.01,0,0.01,0,0.01,0,10,2850,385,606,1,0.9,1,1,1134760,0.768,1020855,0.691,6890,0.005,632,0.006,6258,0.005,1469,0.006,-0.0016,-0.0004,-0.0017,-0.0038,1123042,0.877,1020491,0.797,71046,0.627,63907,0.564,1051996,0.901,956584,0.819,267592,0.999,235274,0.919,0.05,0.07,0.17,3,0.07,0.2,0,0.04,0.215,0.282
