County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.027,14229,317,137,3.1,0.15,-0.01,0.024,12343,275,138,3.1,756169,16858,12367,276,0,0,SustainedHotspot,,High,High,0.122,106367,2371,1,1,0.016,0.05,0,0,0.106,101345,2259,1,0.99,974,9.4,0.75,0.1,0.65,0.17,0.4,0.11,0.15,0.01,0.01,0,0.01,0,0.01,42,10341,1457,1703,1,0.98,1,1,2607538,0.581,2267382,0.506,14757,0.004,1370,0.004,13387,0.004,2464,0.004,-0.0006,-0.0003,-0.0006,-0.0013,2606898,0.686,2267313,0.597,188132,0.515,158147,0.433,2418766,0.705,2109166,0.614,630431,0.905,556190,0.799,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.019,9829,98,101,1,0.17,0.23,0.016,8400,84,82,0.8,1504843,14990,26762,267,0,0,Hotspot,,Substantial,Substantial,0.013,880272,8768,,,0.003,0,,,0.009,883827,8804,,,538,3,0.77,0.04,0.73,0.08,0.25,0.02,0.01,0,0,-0.01,-0.01,0,0,91,17733,2043,5052,0.95,0.91,0.98,0.95,7228213,0.72,6294328,0.627,56774,0.007,9945,0.014,46829,0.006,8568,0.006,0.0004,0.0042,0.0001,-0.0009,7193608,0.835,6282672,0.729,566020,0.781,480197,0.662,6627588,0.84,5802475,0.735,1297417,0.918,1131412,0.8,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.011,5703,111,44,0.9,0.06,-0.19,0.011,5372,104,54,1,649958,12620,11347,220,0,0,Hotspot,,High,High,0.02,296498,5757,1,0.96,0.001,0.04,0,-0.01,0.018,284564,5525,1,0.97,308,2.2,0.73,0.03,0.69,0.06,0.29,0.02,0.01,0,0,0.02,0,0,0,52,13997,1654,3102,1,0.96,1,1,3594280,0.698,3281160,0.637,38901,0.009,2261,0.006,36640,0.009,8502,0.011,0.0543,0.0606,0.0537,0.0487,3582349,0.812,3273643,0.742,263509,0.707,237353,0.637,3318840,0.822,3036290,0.752,702093,0.904,641721,0.827,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.008,4364,249,35,2,0.21,-0.38,0.007,3614,207,56,3.2,206176,11786,5642,323,0,0,Hotspot,,High,High,0.045,106012,6060,0,0.99,0.002,0.38,0,0,0.044,76780,4389,0,0.98,297,7,0.85,0.08,0.79,0.17,0.34,0.06,0.09,0,0.01,0,0,-0.01,0,18,4256,559,1141,1,0.94,1,1,936089,0.535,857149,0.49,3711,0.003,164,0.001,3547,0.003,756,0.003,0,-0.0002,0,-0.0004,935994,0.634,857131,0.581,53126,0.384,50945,0.368,882868,0.66,806186,0.603,234769,0.849,217373,0.786,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Salt Lake County, UT",49035,Large central metro,"Salt Lake City, UT",Metropolitan,UT,8,1160437,0.941,0.362,0.003,1,27064,0.023,0.007,3792,327,10,0.9,0.11,-0.66,0.007,3402,293,29,2.5,200859,17309,1182,102,0,0,SustainedHotspot,,High,High,0.107,28364,2444,1,0.99,-0.002,-0.13,0,0,0.109,32694,2817,1,0.99,183,6.6,0.69,0.08,0.66,0.24,0.19,0.06,-0.05,0,0,-0.01,-0.01,-0.01,0,14,2774,402,818,0.93,0.86,1,0.93,784902,0.676,694728,0.599,6094,0.006,534,0.005,5560,0.007,980,0.008,0.0003,-0.0013,0.0004,0.0018,784619,0.821,694539,0.727,71672,0.686,62919,0.602,712947,0.837,631620,0.742,127316,0.979,115531,0.888,0.11,0.1,0.11,3,0.02,0.19,0.01,0.04,0.323,0.05
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.007,3689,111,27,0.8,0.23,-0.21,0.006,3002,90,34,1,397197,11898,4259,128,0,0,Hotspot,,High,Substantial,0.029,122345,3665,,,-0.002,-0.08,,,0.031,133556,4001,,,191,3.3,0.75,0.05,0.75,0.13,0.25,0.04,0.02,0,0,0,0,0,0,20,5750,629,1460,1,0.95,1,1,3617015,0.999,1757238,0.526,75696,0.026,2033,0.009,73663,0.028,32586,0.067,-0.0005,0.0012,-0.0006,-0.009,3602808,0.999,1753602,0.614,229311,0.985,136150,0.585,3373497,0.999,1617452,0.617,867605,0.999,319269,0.659,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.007,3458,273,23,1.8,-0.21,0.44,0.009,4375,346,16,1.3,163032,12879,1971,156,4,0,SustainedHotspot,Recent,High,High,0.08,58546,4625,1,0.99,0.013,-0.11,0,0,0.067,65514,5176,1,0.99,145,4.7,0.93,0.08,0.87,0.21,0.39,0.09,0.24,0.01,0.01,0.04,0,0,0,10,3073,329,670,1,0.9,1,1,895701,0.708,836710,0.661,,,,,,,,,,,,,888459,0.824,834308,0.774,59623,0.671,56511,0.636,828836,0.837,777797,0.786,175925,0.958,168188,0.916,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.006,3299,262,16,1.3,0.16,-0.3,0.006,2833,225,23,1.8,151251,12027,2711,216,0,0,SustainedHotspot,,High,High,0.087,33037,2627,0,0.96,0.009,0.09,0,0.01,0.079,30371,2415,0,0.95,301,8,0.79,0.07,0.77,0.16,0.25,0.04,0.31,0,0.01,0.01,0,0,0,13,3757,393,722,1,1,1,1,822680,0.654,774602,0.616,2791,0.003,86,0.001,2705,0.003,671,0.003,0.0001,0.0001,0.0001,-0.0001,822601,0.754,774585,0.71,51816,0.553,50950,0.544,770785,0.773,723635,0.725,198770,0.913,188844,0.868,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Pima County, AZ",4019,Medium metro,"Tucson, AZ",Metropolitan,AZ,9,1047279,1,0.144,0.003,1,36213,0.035,0.006,3193,305,54,5.2,-0.03,4.4,0.006,3297,315,10,1,148411,14171,2790,266,1,0,SustainedHotspot,Recent,High,High,0.128,19334,1846,1,0.99,0.019,0.03,0,0.01,0.108,18850,1800,1,0.98,177,8.4,0.84,0.11,0.6,0.16,0.34,0.12,0.36,0,0.01,-0.02,-0.03,-0.03,-0.02,13,2112,393,429,0.92,0.85,1,0.92,717944,0.686,630677,0.602,5346,0.006,752,0.01,4594,0.006,1146,0.005,0.0006,0.0057,0.0001,-0.0019,717498,0.792,630447,0.696,48897,0.662,40246,0.545,668601,0.804,590201,0.709,209065,0.984,189783,0.893,0.1,0.18,0.2,2.5,0.03,0.38,0.02,0.03,0.883,0.298
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.006,2968,240,18,1.5,0.38,,0.004,2156,175,0,0,152302,12331,2541,206,0,36,SustainedHotspot,,High,High,0.095,23929,1937,1,0.99,0.012,0,0,0,0.083,23972,1941,1,0.99,247,4.6,0.77,0.06,0.81,0.1,0.38,0.04,0.1,0,0,0,-0.01,0,0,22,5357,878,1098,1,0.95,1,1,764138,0.619,715833,0.58,4789,0.004,311,0.004,4478,0.005,779,0.003,0.0005,-0.0007,0.0006,0.0002,762494,0.714,715819,0.67,45092,0.52,40646,0.469,717402,0.731,675173,0.688,203783,0.885,196593,0.854,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
