County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.02,12404,277,130,2.9,-0.26,-0.25,0.025,16831,375,173,3.9,802164,17884,12801,285,0,0,SustainedHotspot,,High,High,0.145,105303,2348,1,0.99,0.01,-0.04,0,-0.01,0.135,109610,2444,1,1,1268,12.4,0.73,0.14,0.69,0.24,0.47,0.17,0.14,0.01,0.02,0.03,0.03,0.03,0.02,42,10227,1461,1714,1,0.98,1,1,2703951,0.603,2315276,0.516,17396,0.005,1711,0.005,15685,0.005,2515,0.004,0.0005,0.0003,0.0005,-0.0001,2661593,0.701,2313490,0.609,193797,0.531,161683,0.443,2467796,0.719,2151807,0.627,639187,0.918,565254,0.812,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.015,9238,179,49,1,-0.09,-0.09,0.015,10186,198,54,1,678881,13182,11501,223,2,0,SustainedHotspot,Recent,High,High,0.046,264636,5138,1,0.92,0.016,-0.16,0,0,0.03,315423,6124,1,0.92,635,4.5,0.7,0.06,0.69,0.11,0.29,0.03,0.19,-0.03,0.01,-0.01,0.03,0.01,0.01,52,14032,1655,3086,1,0.94,1,1,3743950,0.727,3308613,0.642,10542,0.002,646,0.002,9896,0.002,-236,0,-0.0088,-0.0104,-0.0086,-0.0113,3630537,0.823,3287675,0.746,269895,0.724,240101,0.644,3360642,0.832,3047574,0.755,701917,0.904,639174,0.823,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.012,7397,423,75,4.3,-0.12,0.14,0.013,8452,483,66,3.8,231197,13216,5891,337,5,0,SustainedHotspot,Recent,High,High,0.154,51838,2963,0,0.96,0.026,-0.26,0,-0.01,0.128,69628,3980,0,0.97,514,12.1,0.86,0.17,0.81,0.25,0.4,0.11,0,-0.03,0.03,0.01,0.03,0.03,0.03,18,4241,558,1079,1,0.94,1,1,949662,0.543,869716,0.497,4102,0.003,243,0.002,3859,0.003,747,0.003,0,0.0003,0,-0.0003,949225,0.643,869675,0.589,53838,0.389,52064,0.376,895387,0.67,817611,0.612,237284,0.858,219497,0.794,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.01,6346,63,110,1.1,-0.2,-0.27,0.012,7958,79,151,1.5,1528586,15226,27184,271,0,7,Hotspot,,Substantial,Substantial,0.021,412921,4113,,,0.009,-0.6,,,0.012,1031236,10272,,,420,2.4,0.75,0.03,0.72,0.08,0.25,0.02,0.07,-0.02,0,-0.01,0,0,0,91,17420,2046,5009,0.95,0.91,0.98,0.95,7530056,0.75,6460163,0.644,56338,0.007,8239,0.011,48099,0.006,7993,0.006,0.0006,-0.004,0.001,0.0009,7382666,0.857,6428621,0.746,600045,0.828,497178,0.686,6782621,0.859,5931443,0.751,1324215,0.937,1155445,0.817,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.009,5711,454,51,4.1,-0.13,0.7,0.01,6529,519,30,2.4,170525,13560,2835,225,5,0,SustainedHotspot,Recent,High,High,0.154,40754,3241,1,0.93,0.016,0.09,0,-0.02,0.138,37416,2975,1,0.95,588,15.8,0.8,0.16,0.81,0.27,0.34,0.07,0.11,0,0.03,0.03,0.03,0.04,0.01,13,3729,382,696,1,1,1,1,833383,0.663,782941,0.623,3408,0.003,117,0.001,3291,0.003,508,0.002,0.0003,0.0004,0.0003,-0.0003,833015,0.763,782898,0.717,52105,0.556,51768,0.552,780910,0.783,731130,0.733,200624,0.922,190037,0.873,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,873972,0.202,0.088,0.003,0,0,0,0.008,4777,547,45,5.1,-0.1,-0.02,0.008,5308,607,46,5.3,141980,16245,2885,330,5,0,SustainedHotspot,Recent,High,High,0.194,29069,3326,1,0.94,0.018,0.07,0,-0.02,0.176,27087,3099,1,0.96,132,10,0.87,0.2,0.92,0.33,0.52,0.14,-0.04,-0.01,0.03,0.03,0.05,-0.01,0.01,5,1326,156,243,1,1,1,1,488232,0.559,466302,0.534,1699,0.002,55,0.001,1644,0.002,264,0.002,0,0.0003,-0.0001,-0.0004,488118,0.645,466290,0.616,22988,0.355,24015,0.371,465130,0.672,442275,0.639,132760,0.872,127387,0.837,0.06,0.11,0.17,2.5,0.12,0.03,0,0.04,0.33,0.57
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.008,4645,376,4,0.3,0.04,0,0.007,4457,361,4,0.3,165822,13426,2640,214,0,0,SustainedHotspot,,High,High,0.157,28986,2347,1,0.99,0.025,-0.06,0,0,0.132,30693,2485,1,0.99,492,9.1,0.74,0.11,0.81,0.18,0.4,0.06,0.16,-0.04,0.01,-0.01,0.02,0,0.01,22,5397,885,1103,1,0.95,1,1,793788,0.643,728053,0.589,4966,0.005,312,0.004,4654,0.005,418,0.002,0.0006,-0.0003,0.0007,0,776654,0.727,725787,0.68,46176,0.532,41614,0.48,730478,0.745,684173,0.697,205250,0.892,197855,0.859,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.007,4318,341,23,1.8,-0.16,-0.12,0.008,5132,405,26,2.1,178683,14116,2038,161,0,0,SustainedHotspot,,High,High,0.089,66244,5233,1,0.98,-0.003,-0.12,0,0,0.092,75382,5955,1,0.99,242,7.9,0.91,0.14,0.89,0.34,0.44,0.14,0.31,-0.03,0.02,0,0.02,0.02,0.03,10,3062,338,661,1,0.9,1,1,942309,0.744,851418,0.673,4894,0.005,361,0.004,4533,0.005,536,0.003,0.0004,-0.0016,0.0006,-0.0001,903132,0.837,843908,0.782,61176,0.689,57923,0.652,841956,0.851,785985,0.794,177846,0.968,169149,0.921,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Suffolk County, NY",36103,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1476601,0.077,0.076,0.004,2,29422,0.02,0.007,4276,290,19,1.3,0.12,0.73,0.006,3809,258,11,0.7,256329,17359,3692,250,0,0,SustainedHotspot,,High,High,0.061,52222,3537,1,0.99,0.016,-0.06,0,0,0.045,55420,3753,1,0.99,115,4,0.75,0.05,0.62,0.08,0.21,0.03,-0.14,-0.03,0,-0.02,0.01,0,0.01,10,2866,385,606,1,0.9,1,1,1139317,0.772,1024014,0.693,8575,0.007,674,0.006,7901,0.007,2008,0.008,0.0012,0.0009,0.0012,0.0008,1126597,0.88,1022600,0.798,71232,0.628,64104,0.565,1055365,0.904,958496,0.821,268546,0.999,235574,0.92,0.05,0.07,0.17,3,0.07,0.2,0,0.04,0.215,0.282
"Erie County, NY",36029,Large central metro,"Buffalo-Cheektowaga, NY",Metropolitan,NY,2,918702,0.814,0.047,0.003,2,43715,0.048,0.007,4250,463,34,3.7,-0.09,1,0.007,4655,507,17,1.9,125685,13681,2060,224,0,0,SustainedHotspot,,High,High,0.115,36131,3933,1,0.98,0.008,-0.03,0,0,0.108,37138,4042,1,0.98,310,14.3,0.86,0.16,0.72,0.18,0.37,0.1,0.05,-0.02,0.04,-0.01,0.04,0.06,0.03,8,2167,339,389,1,0.88,1,1,641474,0.698,586747,0.639,3308,0.004,343,0.005,2965,0.004,556,0.003,0.001,0.0015,0.001,0.0003,625577,0.785,584537,0.733,40405,0.632,37148,0.582,585172,0.798,547389,0.746,156207,0.925,145954,0.864,0.04,0.15,0.18,2.3,0.13,0.06,0.01,0.04,0.414,0.521
