County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative deaths,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - 15-21 days ago (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - 15-21 days ago (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - 15-21 days ago (may be an underestimate due to delayed reporting),Median test latency - 15-21 days ago,% tests resulted in 3 or fewer days - 15-21 days ago,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Native American / Alaskan Native,% Asian,SVI score,CCVI score,Forecasted case trajectory
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,Region 9,10039107,0.7597,0.2541,0.0302,11,260018,0.0259,0.0624,94429,941,1596,15.9,-0.07,0.08,0.05911134635854423,101626,1012,1479,14.7,1014753,13848,0,1,SustainedHotspot,,0.158,136949,1364,,,-0.034,-0.75,,,0.192,538773,5367,,,-0.02,-0.06,,,0.212,575267,5730,,,5193,26,1234,6,0.83,0.4,0.86,0.59,0.51,0.3,-0.07,0.07,0.01,-0.02,0.02,-0.01,-0.02,-0.01,88,19806.14285714285,2982.142857142857,5358.714285714284,0.9772727272727272,0.9545454545454546,1,0.9772727272727272,0.108335817,0.159872234,0.140824577,3,0.079516933,0.486295245,0.01,0.153942477,0.7682,0.489335,Likely Decreasing
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,Region 9,4485414,0.9065,0.6162,0.0135,3,83484,0.0186,0.0234,35430,790,626,14,-0.1,0.08,0.02292596104069845,39415,879,579,12.9,417839,6444,5,0,SustainedHotspot,Recent,0.171,182516,4069,1,0.98,-0.03,-0.05,0,0.05,0.201,193007,4303,1,0.93,-0.002,0.23,0,0,0.202,156956,3499,1,0.93,2219,21,1646,16,0.76,0.32,0.75,0.46,0.63,0.35,-0.12,-0.03,-0.02,-0.01,-0.01,-0.01,0.01,0.01,43,10579.14285714286,1549.428571428572,1669.714285714286,0.9767441860465116,0.9534883720930232,0.9767441860465116,0.9767441860465116,0.110917741,0.147436561,0.155243418,2.76,0.055936643,0.314096982,0.03,0.0463081,0.6354,0.219675,Uncertain
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,Region 9,2470546,0.5312,0.0625,0.0074,2,33576,0.0136,0.0154,23336,945,299,12.1,-0.03,0.28,0.01396380937978048,24007,972,233,9.4,239412,2517,0,0,SustainedHotspot,,0.23,45033,1823,,,-0.019,-0.59,,,0.249,109735,4442,,,-0.003,0.06,,,0.252,103246,4179,,,939,28,200,6,0.89,0.49,0.97,0.63,0.51,0.36,-0.13,-0.27,0.01,-0.01,0.02,-0.03,-0.01,-0.01,17,3332.571428571429,587.8571428571427,931.1428571428572,1,1,1,1,0.100478714,0.147538486,0.148121913,3.27,0.062192325,0.50030722,0.02,0.07153277,0.7939,0.558739,Likely Decreasing
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,Region 6,4713325,0.667,0.1626,0.0142,3,56479,0.012,0.0148,22392,475,204,4.3,0.32,0.3,0.009873024551688838,16974,360,157,3.3,284917,3792,1,0,SustainedHotspot,Recent,0.173,99678,2115,1,0.89,-0.013,-0.22,0,-0.04,0.186,127187,2698,1,0.93,-0.005,0.04,0,0.03,0.191,122444,2598,1,0.9,1864,16,957,8,0.82,0.23,0.89,0.4,0.46,0.14,-0.02,0.1,0.01,0.02,0.03,0.05,0,0.01,49,11483.42857142857,1406.714285714286,3047.57142857143,0.979591836734694,0.9591836734693876,0.979591836734694,0.979591836734694,0.201651383,0.162248098,0.109087958,2.88,0.188180531,0.43727496,0.01,0.073282874,0.7236,0.5571470000000001,Uncertain
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,Region 9,3338330,1,0.0845,0.0101,4,91421,0.0274,0.0131,19899,596,246,7.4,-0.17,-0.07,0.0138829592317491,23868,715,265,7.9,211787,2103,0,0,SustainedHotspot,,0.142,76948,2305,,,-0.019,-0.54,,,0.161,166898,4999,,,-0.004,0.13,,,0.165,147683,4424,,,1074,18,250,4,0.78,0.29,0.95,0.63,0.45,0.25,0.01,-0.01,0.03,0.01,0.05,0.04,0.01,0.02,19,6010.571428571429,700.5714285714287,1477.428571428572,1,0.9473684210526316,1,1,0.087253742,0.126316655,0.145118068,2.87,0.047063352,0.341497995,0.01,0.125809012,0.5596,0.2773,Uncertain
"Orange County, CA",6059,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,Region 9,3175692,0.2403,0.0804,0.0096,3,81888,0.0258,0.0131,19809,624,276,8.7,-0.12,0.45,0.01311459199758031,22547,710,190,6,210813,2367,0,0,SustainedHotspot,,0.17,44988,1417,,,-0.018,-0.64,,,0.188,126696,3990,,,-0.015,0.06,,,0.203,119807,3773,,,1475,26,301,5,0.85,0.37,0.93,0.64,0.52,0.34,-0.16,-0.19,0.01,-0.03,0,0.01,0,0,28,5652,849.4285714285713,1379.142857142857,1,1,1,1,0.084408242,0.115023403,0.152901478,3.02,0.016606774,0.340426905,0.01,0.217162433,0.4191,0.466094,Uncertain
"San Bernardino County, CA",6071,Large fringe metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,Region 9,2180085,0.4688,0.0552,0.0066,1,24628,0.0113,0.0129,19463,893,14,0.6,-0.22,-0.86,0.01443146059573181,24811,1138,99,4.5,251213,1560,0,18,SustainedHotspot,,0.195,53954,2475,,,-0.024,-0.53,,,0.219,113637,5213,,,-0.019,0.07,,,0.238,106303,4876,,,1000,27,264,7,0.89,0.44,0.96,0.58,0.59,0.38,-0.15,-0.07,0.01,-0.03,0,-0.03,-0.06,-0.05,20,3704.714285714286,578.5714285714286,995.5714285714283,1,1,1,1,0.09371372,0.173415965,0.119499928,3.3,0.081083536,0.544386113,0.02,0.079595979,0.9009999999999999,0.57816,Uncertain
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,Region 4,2716940,0.4406,0.1265,0.0082,3,60195,0.0222,0.0117,17639,649,182,6.7,-0.15,0.12,0.01214090028675628,20873,768,162,6,344246,4595,0,0,SustainedHotspot,,0.14,179231,6597,,,0.002,-0.08,,,0.137,194961,7176,,,-0.003,0.21,,,0.141,161032,5927,,,983,16,272,4,0.86,0.19,0.85,0.24,0.31,0.08,0.01,0.07,0.01,0.01,0.01,0.01,0.03,0.01,22,6103.571428571428,945.8571428571428,1909.285714285714,1,0.9545454545454546,1,1,0.18136682,0.180397685,0.166587043,3.07,0.153529338,0.6942972609999999,0,0.016235544,0.8175,0.81439,Uncertain
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,Region 6,2635516,0.348,0.0909,0.0079,2,40184,0.0152,0.0115,17406,660,186,7.1,0.01,-0.02,0.01000913199513736,17208,653,190,7.2,234625,2425,0,0,SustainedHotspot,,0.198,66693,2531,2,0.88,-0.012,-0.07,1,-0.04,0.21,72085,2735,1,0.92,-0.004,0.1,0,0.02,0.213,65765,2495,1,0.9,986,19,608,12,0.88,0.23,0.95,0.44,0.44,0.11,-0.01,-0.41,-0.02,0,0,0,-0.02,-0.01,30,5217.714285714288,690.4285714285713,1768.714285714286,0.9666666666666668,0.9333333333333332,1,0.9666666666666668,0.210484178,0.165861601,0.110838637,2.79,0.226737383,0.407584321,0.01,0.067248691,0.7538,0.6001270000000001,Uncertain
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,Region 6,2102515,0.2776,0.0725,0.0063,2,36456,0.0173,0.0113,17046,811,122,5.8,-0.17,-0.42,0.01190940130174555,20475,974,209,9.9,190886,1825,4,0,SustainedHotspot,Recent,0.231,51575,2453,2,0.87,-0.033,-0.15,0,-0.01,0.264,60629,2884,2,0.88,0.005,0.04,0,0.04,0.259,58174,2767,2,0.84,1045,25,1045,25,0.89,0.34,0.97,0.56,0.43,0.13,-0.08,0.57,0,-0.01,0.02,0.03,-0.01,-0.01,26,4147,534.1428571428571,1379.428571428572,1,1,1,1,0.163263168,0.129586195,0.116294533,2.86,0.17010057,0.294747005,0.01,0.058096613,0.5475,0.343203,Uncertain
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,Region 5,5150233,0.5445,0.4064,0.0155,7,135244,0.0263,0.0101,15299,297,245,4.8,-0.16,-0.24,0.01057508303135706,18181,353,324,6.3,433089,9005,0,0,SustainedHotspot,,0.088,150673,2926,0,0.99,-0.022,-0.04,0,0.03,0.111,157454,3057,0,0.96,-0.007,0.29,0,-0.02,0.118,121768,2364,0,0.98,943,7,1309,9,0.72,0.12,0.69,0.2,0.29,0.06,-0.11,-0.1,0,-0.01,0,-0.02,0,-0.01,53,14365.31428571428,1835.6,3226.371428571429,1,0.9622641509433962,1,1,0.09508014199999999,0.151453504,0.150717259,2.61,0.229940471,0.256159867,0.01,0.079057394,0.6755,0.733843,Uncertain
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,Region 6,2003554,0.7854,0.0691,0.006,2,39255,0.0196,0.0099,15036,750,160,8,0.26,0.4,0.00693798968142715,11928,595,114,5.7,148555,2019,1,0,SustainedHotspot,Recent,0.172,73354,3661,1,0.87,-0.052,0.28,-1,0.04,0.223,57367,2863,2,0.83,-0.003,0.24,0,-0.07,0.226,46170,2304,2,0.9,726,13,95,2,0.56,0.16,0.85,0.45,0.49,0.16,-0.21,0.05,-0.05,-0.01,-0.06,-0.03,-0.02,0.02,18,5593.999999999999,609.2857142857142,1171.857142857143,1,0.9444444444444444,1,1,0.151333203,0.163400384,0.123701682,3,0.07414724,0.6068156889999999,0.01,0.032664954,0.8258,0.373448,Uncertain
