County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.023,13319,297,120,2.7,-0.18,-0.3,0.024,16340,364,172,3.8,800696,17851,12782,285,0,0,SustainedHotspot,,High,High,0.144,115903,2584,1,0.99,0.008,0.1,0,-0.01,0.136,105356,2349,1,1,1262,12.3,0.73,0.14,0.68,0.24,0.47,0.17,0.17,0.01,0.01,0.02,0.03,0.04,0.02,42,10222,1458,1713,1,0.98,1,1,2699641,0.602,2311702,0.515,14417,0.004,1460,0.004,12957,0.004,2048,0.003,-0.0011,-0.0013,-0.0011,-0.0015,2658614,0.7,2310989,0.608,193546,0.53,161460,0.442,2465068,0.718,2149529,0.626,638720,0.917,564808,0.811,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.016,9101,177,48,0.9,-0.13,-0.16,0.016,10407,202,57,1.1,677347,13152,11496,223,2,0,SustainedHotspot,Recent,High,High,0.043,313686,6091,1,0.92,0.014,0.04,0,0,0.029,302575,5875,1,0.93,609,4.3,0.7,0.06,0.69,0.11,0.28,0.03,0.19,-0.03,0.01,-0.02,0.02,0,0.01,52,14029,1654,3086,1,0.94,1,1,3767398,0.732,3321208,0.645,35745,0.008,2105,0.006,33640,0.008,5439,0.007,0.009,0,0.0098,0.0173,3655740,0.829,3304751,0.749,271354,0.728,241238,0.647,3384386,0.838,3063513,0.759,707592,0.912,642299,0.827,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.013,7453,426,53,3,-0.09,-0.38,0.012,8148,466,85,4.9,228228,13046,5832,333,6,0,SustainedHotspot,Recent,High,High,0.166,59108,3379,1,0.95,0.05,-0.14,1,-0.02,0.116,68625,3923,0,0.97,482,11.4,0.86,0.17,0.81,0.25,0.4,0.11,-0.07,-0.02,0.03,0.01,0.04,0.03,0.03,18,4239,557,1085,1,0.94,1,1,948862,0.542,869086,0.497,3330,0.002,211,0.002,3119,0.002,621,0.002,-0.0011,-0.0003,-0.0012,-0.0014,948453,0.643,869056,0.589,53806,0.388,52011,0.375,894647,0.669,817045,0.611,237158,0.858,219409,0.793,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.01,5935,59,120,1.2,-0.27,-0.16,0.012,8181,81,143,1.4,1527132,15212,27166,271,0,6,Hotspot,,Substantial,Substantial,0.019,573749,5715,,,0.008,-0.45,,,0.011,1045623,10415,,,394,2.3,0.75,0.03,0.72,0.07,0.25,0.02,-0.06,-0.03,0,-0.01,0,0,0,91,17405,2045,5005,0.95,0.91,0.98,0.95,7515809,0.749,6444398,0.642,45444,0.005,6741,0.009,38703,0.005,6265,0.004,-0.0024,-0.0093,-0.0018,-0.0021,7371772,0.855,6419435,0.745,598547,0.826,495872,0.684,6773225,0.858,5923563,0.75,1322487,0.935,1154131,0.816,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.01,5757,458,29,2.3,-0.04,-0.06,0.009,5982,476,31,2.5,168182,13373,2794,222,6,0,SustainedHotspot,Recent,High,High,0.149,42846,3407,1,0.93,0.014,0.16,0,-0.02,0.135,37041,2945,1,0.95,601,16.1,0.8,0.16,0.8,0.26,0.33,0.07,0.19,-0.01,0.03,0.02,0.03,0.03,0.01,13,3731,383,700,1,1,1,1,832840,0.662,782554,0.622,2892,0.003,100,0.001,2792,0.003,411,0.002,-0.0008,0.0001,-0.0008,-0.0013,832499,0.763,782521,0.717,52088,0.556,51727,0.552,780411,0.782,730794,0.732,200527,0.921,189987,0.873,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,873972,0.202,0.088,0.003,0,0,0,0.008,4775,546,43,4.9,-0.06,0,0.008,5086,582,43,4.9,140170,16038,2855,327,6,0,SustainedHotspot,Recent,High,High,0.19,30498,3490,1,0.94,0.016,0.14,0,-0.02,0.173,26752,3061,1,0.96,120,9.1,0.87,0.2,0.92,0.32,0.51,0.13,-0.04,-0.01,0.04,0.04,0.05,-0.02,0.01,5,1325,156,245,1,1,1,1,487983,0.558,466096,0.533,1456,0.002,43,0.001,1413,0.002,233,0.002,-0.0008,0,-0.0008,-0.001,487875,0.645,466088,0.616,22976,0.355,24001,0.37,464899,0.672,442087,0.639,132729,0.872,127365,0.836,0.06,0.11,0.17,2.5,0.12,0.03,0,0.04,0.33,0.57
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.008,4418,349,15,1.2,-0.13,-0.38,0.008,5089,402,24,1.9,178049,14066,2023,160,0,0,SustainedHotspot,,High,High,0.088,68858,5440,1,0.98,-0.005,-0.06,0,-0.01,0.093,73236,5786,1,0.99,243,8,0.91,0.14,0.88,0.33,0.44,0.14,0.34,-0.03,0.01,-0.01,0.02,0.02,0.02,10,3054,335,661,1,0.9,1,1,941075,0.743,848987,0.671,4117,0.004,300,0.003,3817,0.004,426,0.002,-0.0011,-0.0035,-0.0009,-0.0014,902355,0.837,843352,0.782,61115,0.688,57826,0.651,841240,0.85,785526,0.794,177736,0.968,169096,0.921,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.008,4382,355,5,0.4,0,0.25,0.007,4401,356,4,0.3,164847,13347,2640,214,0,0,SustainedHotspot,,High,High,0.153,31185,2525,1,0.99,0.024,0.02,0,0,0.129,30425,2463,1,0.99,473,8.8,0.74,0.1,0.81,0.17,0.4,0.06,0.17,-0.04,0.01,-0.01,0.02,0,0.01,22,5396,884,1103,1,0.95,1,1,792605,0.642,726709,0.588,4010,0.004,267,0.003,3743,0.004,326,0.001,-0.001,-0.0016,-0.001,-0.0008,775698,0.727,725306,0.679,46131,0.532,41565,0.479,729567,0.744,683741,0.697,205158,0.891,197796,0.859,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
"Allegheny County, PA",42003,Large central metro,"Pittsburgh, PA",Metropolitan,PA,3,1216045,0.525,0.095,0.004,3,61133,0.05,0.007,4277,352,28,2.3,-0.06,-0.1,0.007,4566,375,31,2.5,150179,12350,2490,205,0,0,SustainedHotspot,,High,High,0.121,36075,2967,1,0.97,0.009,0.07,0,-0.01,0.112,33732,2774,1,0.98,385,7.9,0.85,0.09,0.88,0.22,0.25,0.05,0.06,-0.02,0.01,0.01,0.06,0.01,0.01,22,4880,599,1149,1,0.95,1,1,1025833,0.844,714922,0.588,8516,0.008,310,0.004,8206,0.008,1306,0.006,0.0369,0.0322,0.0372,0.0485,1003244,0.942,713479,0.67,49666,0.656,39133,0.517,953578,0.964,674346,0.682,302656,0.999,175001,0.744,0.04,0.12,0.19,2.2,0.13,0.02,0,0.04,0.251,0.11
"Erie County, NY",36029,Large central metro,"Buffalo-Cheektowaga, NY",Metropolitan,NY,2,918702,0.814,0.047,0.003,2,43715,0.048,0.007,4119,448,26,2.8,-0.08,0.44,0.007,4458,485,18,2,124803,13585,2050,223,0,0,SustainedHotspot,,High,High,0.113,38753,4218,1,0.98,0.005,0.05,0,0,0.108,36810,4007,1,0.98,320,14.7,0.86,0.15,0.72,0.17,0.37,0.1,0.19,-0.03,0.04,-0.01,0.04,0.06,0.03,8,2170,339,389,1,0.88,1,1,640406,0.697,585544,0.637,2683,0.003,286,0.004,2397,0.003,446,0.003,-0.0005,0,-0.0005,-0.001,624952,0.784,584058,0.733,40348,0.632,37106,0.581,584604,0.797,546952,0.746,156097,0.924,145880,0.864,0.04,0.15,0.18,2.3,0.13,0.06,0.01,0.04,0.414,0.521
