County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.02,9906,221,192,4.3,0.1,0.01,0.017,9006,201,190,4.2,733316,16349,12160,271,0,46,SustainedHotspot,,High,High,0.102,94891,2116,1,1,0.002,0,0,0,0.1,94885,2115,1,1,787,7.6,0.74,0.09,0.64,0.16,0.4,0.11,0.05,0.01,0,-0.01,-0.01,0,0,42,10302,1457,1707,1,0.98,1,1,2579342,0.575,2237871,0.499,23121,0.006,2382,0.007,20739,0.006,3621,0.005,0.0017,0.0014,0.0017,0.0015,2579008,0.679,2237806,0.589,185666,0.509,155499,0.426,2393342,0.697,2082307,0.607,625388,0.898,549328,0.789,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.014,6846,68,126,1.3,-0.06,0.14,0.014,7246,72,111,1.1,1487502,14817,26599,265,0,57,ModerateBurden,,Substantial,Substantial,0.008,1025679,10217,,,-0.001,-0.05,,,0.009,1081336,10771,,,562,3.2,0.77,0.04,0.73,0.08,0.26,0.02,0.11,0,0,0,0,-0.01,0,91,17576,2035,5057,0.95,0.92,0.98,0.95,7113447,0.709,6193070,0.617,61790,0.007,8349,0.012,53441,0.007,8446,0.006,0.0006,-0.0016,0.0008,0.0024,7094869,0.823,6181426,0.717,550472,0.759,466892,0.644,6544397,0.829,5714534,0.724,1281343,0.906,1112627,0.787,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.009,4764,93,53,1,-0.02,-0.07,0.009,4849,94,57,1.1,639447,12416,11255,219,0,37,ModerateBurden,,Substantial,Substantial,0.016,284240,5519,1,0.97,-0.001,0.08,0,-0.01,0.017,262016,5087,1,0.98,281,2,0.73,0.03,0.69,0.06,0.29,0.02,-0.21,-0.02,0,-0.01,0,-0.01,0,52,14037,1617,3103,1,0.94,1,1,3756052,0.729,2916929,0.566,6815,0.002,407,0.001,6408,0.002,1020,0.001,0.0013,0.001,0.0013,0.0009,3744331,0.849,2910375,0.66,281604,0.755,201919,0.542,3462727,0.858,2708456,0.671,723062,0.932,584253,0.753,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.007,3691,111,29,0.9,0.21,-0.22,0.006,3052,91,37,1.1,369361,11064,4207,126,0,54,EmergingHotspot,,High,Substantial,0.027,135497,4059,,,0.001,0.1,,,0.026,123399,3696,,,190,3.3,0.74,0.05,0.74,0.13,0.25,0.04,-0.07,0,0,0,0,-0.01,0,20,5770,631,1454,1,0.95,1,1,3474038,0.999,1728356,0.518,58231,0.02,2336,0.01,55895,0.021,23687,0.049,0.0048,-0.0008,0.0053,0.0169,3466047,0.999,1724727,0.604,225870,0.97,133592,0.574,3240177,0.999,1591135,0.606,805847,0.999,313115,0.646,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Salt Lake County, UT",49035,Large central metro,"Salt Lake City, UT",Metropolitan,UT,8,1160437,0.941,0.362,0.003,1,27064,0.023,0.007,3598,310,17,1.5,0.34,-0.26,0.005,2680,231,23,2,194342,16747,1150,99,0,0,SustainedHotspot,,High,High,0.106,32897,2835,1,0.99,0.009,0.05,0,0.01,0.097,31366,2703,1,0.98,199,7.2,0.69,0.07,0.69,0.23,0.19,0.05,0.16,0.02,-0.02,0.03,-0.01,0,0,14,2771,402,820,0.93,0.86,1,0.93,773546,0.667,682843,0.588,4238,0.004,495,0.005,3743,0.004,417,0.003,-0.0007,-0.0012,-0.0006,-0.0011,773278,0.809,682656,0.714,70557,0.675,61507,0.589,702721,0.825,621149,0.73,125645,0.966,113520,0.873,0.11,0.1,0.11,3,0.02,0.19,0.01,0.04,0.323,0.05
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.007,3319,190,41,2.3,-0.01,0.02,0.006,3349,191,40,2.3,199394,11398,5573,319,0,0,Hotspot,,High,High,0.05,78132,4466,0,0.98,0.004,-0.11,0,0,0.045,88212,5043,0,0.98,202,4.7,0.84,0.07,0.81,0.17,0.36,0.06,-0.21,0,0,-0.01,0.01,-0.01,0.01,18,4290,557,1123,1,0.94,1,1,929381,0.531,848802,0.485,4960,0.003,250,0.002,4710,0.004,909,0.003,0.0017,0.0005,0.0018,0.0021,929301,0.63,848787,0.575,52803,0.381,50155,0.362,876498,0.656,798632,0.597,233305,0.844,216000,0.781,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.006,3255,69,159,3.4,-0.02,-0.18,0.006,3323,71,195,4.1,574156,12182,9074,193,0,50,HighBurdenResolving,,Substantial,Substantial,0.055,80179,1701,1,0.98,-0.01,-0.07,0,0,0.065,86586,1837,1,0.98,407,3.7,0.87,0.07,0.89,0.17,0.37,0.06,-0.18,-0.01,-0.01,-0.01,-0.03,-0.01,-0.01,51,11040,1275,3249,0.92,0.84,0.96,0.92,3064034,0.65,2638215,0.56,17287,0.004,1809,0.004,15478,0.004,2772,0.005,,,,,3063183,0.79,2637840,0.68,269439,0.657,224156,0.546,2793744,0.806,2413684,0.696,483092,0.94,432477,0.841,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.006,2957,120,48,1.9,0.34,0.14,0.004,2210,89,42,1.7,373757,15129,5068,205,0,53,EmergingHotspot,,High,Substantial,0.046,70777,2865,,,0.001,0.03,,,0.045,68637,2778,,,148,4.7,0.79,0.07,0.74,0.14,0.22,0.05,-0.11,0,-0.02,-0.01,-0.03,-0.01,-0.01,17,3164,382,823,1,1,1,1,1437003,0.582,1253093,0.507,13262,0.006,1628,0.008,11634,0.006,2234,0.006,0.0007,-0.0013,0.0009,0.0025,1434025,0.692,1251339,0.604,114625,0.529,96953,0.447,1319400,0.711,1154386,0.622,328858,0.899,285127,0.779,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.794,0.559
"El Paso County, CO",8041,Medium metro,"Colorado Springs, CO",Metropolitan,CO,8,720403,0.966,0.125,0.002,1,15157,0.021,0.005,2758,383,17,2.4,0.11,-0.19,0.005,2478,344,21,2.9,101403,14076,1097,152,0,0,SustainedHotspot,,High,High,0.111,22653,3144,1,0.98,0.004,0,0,0,0.107,22699,3151,1,0.98,171,15.3,0.83,0.18,0.7,0.23,0.4,0.21,0.12,0.02,0.02,0,0.01,0.09,0.06,4,1121,66,204,1,0.75,1,1,440529,0.612,395160,0.549,4803,0.008,303,0.005,4500,0.008,748,0.008,0.002,0.0014,0.0021,0.0042,439499,0.725,394464,0.651,29370,0.513,26362,0.46,410129,0.747,368102,0.671,86689,0.911,80283,0.844,0.07,0.11,0.13,2.6,0.06,0.18,0.01,0.03,0.393,0.158
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.005,2728,130,95,4.5,-0.23,0.12,0.007,3558,169,85,4,361011,17170,4676,222,0,32,SustainedHotspot,,High,High,0.074,32883,1564,1,0.99,-0.02,-0.05,0,0,0.094,34506,1641,1,0.98,333,8,0.88,0.1,0.9,0.27,0.39,0.05,-0.11,0,-0.03,-0.04,-0.06,-0.03,-0.01,28,4183,441,1426,0.96,0.96,0.96,0.96,1194871,0.568,1056574,0.503,7497,0.004,708,0.004,6789,0.004,1029,0.004,,,,,1194604,0.685,1056474,0.606,96696,0.51,81053,0.428,1097908,0.706,975421,0.627,214071,0.876,197035,0.806,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Kern County, CA",6029,Medium metro,"Bakersfield, CA",Metropolitan,CA,9,900202,1,0.023,0.003,1,8914,0.01,0.005,2672,297,25,2.8,0.15,-0.29,0.004,2317,257,35,3.9,148261,16470,1657,184,0,34,SustainedHotspot,,High,High,0.055,32527,3613,,,-0.005,0.05,,,0.06,30880,3430,,,143,12.5,0.85,0.2,0.9,0.5,0.38,0.15,0.05,0,0.01,0.06,0.07,0.02,0.01,10,1144,149,379,1,1,1,1,468494,0.52,399028,0.443,5524,0.008,854,0.01,4670,0.007,497,0.005,0.001,0.0005,0.001,0.0013,467482,0.643,398508,0.548,41986,0.486,34521,0.399,425496,0.664,363987,0.568,87248,0.863,75812,0.749,0.09,0.22,0.11,3.2,0.05,0.55,0.01,0.05,0.966,0.689
"San Bernardino County, CA",6071,Large fringe metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2180085,0.469,0.055,0.007,1,24628,0.011,0.005,2631,121,144,6.6,0.29,1.25,0.004,2045,94,64,2.9,360342,16529,5771,265,0,54,EmergingHotspot,,High,Substantial,0.039,70804,3248,,,0,0.02,,,0.039,69385,3183,,,247,7.6,0.81,0.08,0.7,0.17,0.39,0.07,0.44,0,0.01,-0.01,-0.01,-0.01,0,20,3244,453,809,1,1,1,1,1227921,0.563,1071583,0.492,11524,0.006,1505,0.008,10019,0.006,1311,0.005,0.0003,-0.0014,0.0005,0.0018,1225202,0.679,1070008,0.593,97436,0.502,82585,0.426,1127766,0.7,987423,0.613,229742,0.882,201284,0.773,0.09,0.17,0.12,3.3,0.08,0.54,0,0.07,0.901,0.578
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.296,0.007,3,65772,0.029,0.005,2616,116,28,1.2,-0.07,-0.15,0.005,2821,125,33,1.5,162779,7226,1971,87,0,50,SustainedHotspot,,High,High,0.064,57860,2568,,,0.012,0.05,,,0.052,55316,2455,,,106,2.6,0.85,0.05,0.63,0.13,0.28,0.05,-0.17,0,0,0.01,0,0.01,0,20,4141,465,827,1,0.95,1,1,1713383,0.761,1607755,0.714,12293,0.006,1118,0.008,11175,0.006,1688,0.006,0.0023,0.002,0.0024,0.002,1712929,0.88,1607638,0.826,124087,0.852,115327,0.792,1588842,0.882,1492311,0.829,286378,0.941,273988,0.9,0.06,0.1,0.14,2.5,0.07,0.1,0.01,0.19,0.285,0.282
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.005,2585,206,29,2.3,0.02,0.16,0.005,2537,202,25,2,146046,11613,2682,213,0,0,Hotspot,,High,High,0.075,31480,2503,1,0.95,0.004,-0.03,0,0,0.072,32400,2576,1,0.95,240,6.4,0.78,0.07,0.75,0.14,0.23,0.03,0.06,-0.02,0.01,-0.01,0,0,0,13,3751,396,723,1,1,1,1,817746,0.65,769303,0.612,4054,0.004,165,0.002,3889,0.004,928,0.004,0.0024,0.0011,0.0025,0.0029,817689,0.749,769286,0.705,51669,0.551,50428,0.538,766020,0.768,718858,0.721,197600,0.908,187888,0.863,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.005,2581,204,16,1.3,0.04,-0.3,0.005,2481,196,23,1.8,155507,12285,1935,153,0,4,SustainedHotspot,,High,High,0.063,63072,4983,1,0.96,0,-0.04,0,-0.03,0.063,65519,5176,1,0.98,109,3.6,0.93,0.08,0.87,0.22,0.43,0.1,-0.04,-0.01,-0.01,-0.02,-0.02,-0.01,0,10,3057,327,668,1,0.9,1,1,885475,0.7,817067,0.645,6230,0.006,550,0.006,5680,0.006,1004,0.005,0.0027,0.0018,0.0028,0.0021,882345,0.818,814671,0.755,58691,0.661,55526,0.625,823654,0.832,759145,0.767,177026,0.964,167343,0.911,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Fresno County, CA",6019,Medium metro,"Fresno, CA",Metropolitan,CA,9,999101,1,0.025,0.003,1,24424,0.024,0.005,2560,256,49,4.9,0.2,0.96,0.004,2138,214,25,2.5,148063,14820,2122,212,0,42,SustainedHotspot,,High,High,0.088,30977,3100,,,0.008,-0.02,,,0.081,31490,3152,,,230,12.8,0.9,0.16,0.9,0.29,0.28,0.05,0.04,0.01,0.01,0.02,-0.01,0.02,-0.01,9,1801,200,323,1,0.78,1,1,604801,0.605,518300,0.519,5251,0.006,831,0.009,4420,0.006,568,0.005,-0.0005,-0.006,0.0002,0.0016,603473,0.745,517545,0.639,51058,0.549,43713,0.47,552415,0.77,473832,0.661,123783,0.987,104737,0.835,0.1,0.24,0.13,3.2,0.05,0.54,0.01,0.1,0.961,0.616
