County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.024,16340,364,172,3.8,0.1,0.4,0.025,14868,331,123,2.7,787377,17554,12662,282,0,0,SustainedHotspot,,High,High,0.137,104727,2335,1,1,0.012,-0.13,0,0,0.124,120387,2684,1,0.99,1080,10.5,0.72,0.13,0.66,0.21,0.44,0.15,-0.04,-0.04,0.01,0,0.01,0.02,0.01,42,10290,1460,1708,1,0.98,1,1,2676353,0.597,2299685,0.513,18646,0.005,1917,0.005,16729,0.005,3112,0.004,0,-0.0003,0,0,2644197,0.696,2299555,0.605,192086,0.526,160579,0.44,2452111,0.714,2138976,0.623,636672,0.914,562838,0.808,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.016,10407,202,57,1.1,0.32,0.3,0.013,7881,153,44,0.9,668246,12975,11448,222,1,0,SustainedHotspot,Recent,High,High,0.029,302429,5872,1,0.93,0.003,-0.07,0,-0.03,0.026,325743,6325,1,0.96,507,3.6,0.73,0.05,0.71,0.08,0.28,0.02,0.26,-0.01,0.01,0.01,0.01,-0.02,0,52,14076,1649,3066,1,0.94,1,1,3717033,0.722,3294263,0.64,,,,,,,,,,,,,3619995,0.821,3286665,0.745,269249,0.722,239571,0.643,3350746,0.83,3047094,0.755,702153,0.905,639440,0.824,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.012,8181,81,143,1.4,0,0.01,0.014,8173,81,141,1.4,1521197,15153,27046,269,0,0,Hotspot,,Substantial,Substantial,0.009,1020225,10163,,,-0.001,0.02,,,0.01,999258,9954,,,417,2.3,0.78,0.03,0.73,0.07,0.25,0.02,-0.21,0.01,0,0,-0.01,-0.01,0,91,17787,2058,5009,0.95,0.91,0.98,0.95,7449635,0.742,6393997,0.637,66130,0.008,13492,0.019,52638,0.007,9213,0.007,-0.0001,0.0017,-0.0002,-0.0003,7326328,0.85,6382185,0.74,591806,0.816,491286,0.678,6734522,0.853,5890899,0.746,1316222,0.931,1148805,0.813,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.012,8148,466,85,4.9,0.26,0.63,0.011,6451,369,52,3,220775,12620,5779,330,5,0,SustainedHotspot,Recent,High,High,0.112,68037,3889,0,0.97,0.024,-0.31,0,-0.01,0.089,98020,5603,0,0.98,516,12.1,0.88,0.15,0.8,0.21,0.36,0.08,0.26,0.02,0.03,0,0.03,0.02,0.01,18,4258,549,1132,1,0.94,1,1,945423,0.54,866100,0.495,4950,0.003,249,0.002,4701,0.004,997,0.004,0.0005,0.0002,0.0006,0.0008,945123,0.641,866080,0.587,53595,0.387,51723,0.373,891528,0.667,814357,0.609,236537,0.855,218918,0.792,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.009,5982,476,31,2.5,0.15,0.35,0.009,5192,413,23,1.8,162425,12916,2765,220,5,0,SustainedHotspot,Recent,High,High,0.134,36880,2933,1,0.95,0.012,-0.05,0,0,0.122,38718,3079,1,0.95,505,13.4,0.81,0.13,0.79,0.23,0.3,0.06,0.32,0,0.03,0.01,0.05,0.02,0.02,13,3762,381,721,1,1,1,1,829874,0.66,780521,0.621,3711,0.003,94,0.001,3617,0.004,692,0.003,0.0004,0.0002,0.0004,0.0002,829607,0.76,780503,0.715,51988,0.555,51515,0.55,777619,0.779,728988,0.731,200116,0.919,189742,0.872,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.008,5089,402,24,1.9,-0.08,0.85,0.009,5510,435,13,1,173631,13717,2008,159,1,0,SustainedHotspot,Recent,High,High,0.094,71939,5683,1,0.99,-0.009,-0.11,0,0,0.103,80384,6350,1,0.99,182,5.9,0.94,0.12,0.9,0.31,0.42,0.11,-0.18,-0.01,0.01,0.02,0.05,0.04,0.01,10,3083,332,670,1,0.9,1,1,933564,0.738,843217,0.666,5323,0.005,611,0.007,4712,0.005,682,0.004,0.0008,0.0003,0.0008,-0.0001,898238,0.833,840793,0.78,60815,0.685,57349,0.646,837423,0.846,783444,0.792,177310,0.965,168898,0.92,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,873972,0.202,0.088,0.003,0,0,0,0.008,5086,582,43,4.9,0.17,0.3,0.007,4337,496,33,3.8,135395,15492,2812,322,7,0,SustainedHotspot,Recent,High,High,0.173,26615,3045,1,0.96,0.012,0.02,0,-0.01,0.161,26135,2990,1,0.97,125,9.4,0.88,0.17,0.89,0.27,0.54,0.12,-0.02,0.02,0.02,0.01,0.01,0.01,0.02,5,1334,153,220,1,1,1,1,486510,0.557,464743,0.532,2027,0.003,46,0.001,1981,0.003,391,0.003,0.0003,0,0.0004,0.0006,486419,0.643,464737,0.614,22933,0.354,23839,0.368,463486,0.67,440898,0.637,132496,0.87,127210,0.835,0.06,0.11,0.17,2.5,0.12,0.03,0,0.04,0.33,0.57
"Kent County, MI",26081,Large central metro,"Grand Rapids-Kentwood, MI",Metropolitan,MI,5,656955,0.61,0.066,0.002,0,10338,0.016,0.007,4635,706,17,2.6,0.19,-0.15,0.007,3884,591,20,3,105975,16131,1052,160,7,0,SustainedHotspot,Recent,High,High,0.229,22654,3448,1,0.91,0.017,0.01,0,0,0.212,22334,3400,1,0.91,328,20,0.91,0.21,0.93,0.42,0.48,0.2,0.2,0.03,0.05,0.02,0.02,0.01,0.04,4,1639,189,394,1,1,1,1,385198,0.586,371699,0.566,1504,0.003,77,0.001,1427,0.003,233,0.003,0.0006,0.0004,0.0006,0.0001,385074,0.697,371693,0.673,24993,0.474,26209,0.497,360081,0.72,345484,0.691,83295,0.897,79889,0.861,0.07,0.13,0.14,2.6,0.1,0.11,0,0.03,0.476,0.262
"Allegheny County, PA",42003,Large central metro,"Pittsburgh, PA",Metropolitan,PA,3,1216045,0.525,0.095,0.004,3,61133,0.05,0.007,4566,375,31,2.5,0.18,-0.28,0.007,3884,319,43,3.5,145902,11998,2462,202,0,0,SustainedHotspot,,High,High,0.109,33616,2764,1,0.98,0.007,0.18,0,0.04,0.102,28369,2333,1,0.94,362,7.4,0.87,0.08,0.87,0.16,0.24,0.04,0.22,-0.01,0.02,0,0.02,0.01,0.01,22,4922,576,1152,1,0.91,1,1,1013422,0.833,708474,0.583,,,,,,,,,,,,,994728,0.934,708409,0.665,49356,0.652,38915,0.514,945372,0.955,669494,0.677,301350,0.999,173534,0.738,0.04,0.12,0.19,2.2,0.13,0.02,0,0.04,0.251,0.11
"Erie County, NY",36029,Large central metro,"Buffalo-Cheektowaga, NY",Metropolitan,NY,2,918702,0.814,0.047,0.003,2,43715,0.048,0.007,4458,485,18,2,0.23,0.06,0.006,3616,394,17,1.9,120684,13136,2024,220,0,0,SustainedHotspot,,High,High,0.106,36801,4006,1,0.98,0.009,0.08,0,0.02,0.097,34047,3706,1,0.97,270,12.4,0.88,0.11,0.73,0.13,0.31,0.06,0.47,0,0.02,0.02,0.02,0.02,0,8,2170,340,389,1,0.88,1,1,635331,0.692,581949,0.633,3045,0.004,284,0.004,2761,0.004,617,0.004,0.0003,-0.0004,0.0004,-0.0001,622269,0.78,581925,0.73,40062,0.627,36865,0.577,582207,0.794,545060,0.743,155651,0.921,145593,0.862,0.04,0.15,0.18,2.3,0.13,0.06,0.01,0.04,0.414,0.521
