County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.023,11419,255,185,4.1,0.1,-0.16,0.021,10416,232,220,4.9,740666,16513,12232,273,0,50,SustainedHotspot,,High,High,0.107,97201,2167,1,0.99,0.008,0.05,0,0,0.099,92909,2071,1,0.99,799,7.8,0.74,0.09,0.64,0.16,0.4,0.11,0.08,0,0,-0.01,-0.01,0.01,0,42,10301,1460,1711,1,0.98,1,1,2589635,0.577,2248929,0.501,18802,0.005,1735,0.005,17067,0.005,3595,0.005,-0.0005,-0.0013,-0.0004,0.0008,2589299,0.682,2248862,0.592,186533,0.511,156545,0.429,2402766,0.7,2092317,0.609,627445,0.901,552029,0.793,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.016,8065,80,88,0.9,0.09,-0.35,0.015,7419,74,135,1.3,1493170,14874,26637,265,0,61,EmergingHotspot,,Substantial,Substantial,0.02,810160,8070,,,0.011,-0.23,,,0.009,1051178,10471,,,555,3.2,0.77,0.04,0.73,0.08,0.26,0.02,0.03,0.01,0,0.01,0,-0.01,0,91,17601,2042,5071,0.95,0.92,0.98,0.95,7144178,0.712,6227506,0.62,55135,0.006,7103,0.01,48032,0.006,9960,0.007,-0.0006,-0.0031,-0.0003,0.0028,7125593,0.827,6215857,0.721,554667,0.765,471599,0.651,6570926,0.832,5744258,0.728,1286847,0.91,1119609,0.792,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.01,5007,97,57,1.1,0,0.24,0.01,5000,97,46,0.9,641268,12451,11271,219,0,41,ModerateBurden,,Substantial,Substantial,0.018,280459,5446,1,0.97,0.002,0.03,0,0,0.016,272701,5295,1,0.97,284,2,0.73,0.03,0.67,0.06,0.29,0.02,-0.06,-0.01,0,-0.02,0,0,0,52,13998,1653,3078,0.98,0.94,1,0.98,3544854,0.688,3247485,0.631,-209304,-0.047,-20937,-0.056,-188367,-0.047,-31617,-0.041,-0.0489,-0.0572,-0.0481,-0.0417,3533982,0.801,3239976,0.735,260647,0.699,234582,0.629,3273335,0.811,3005394,0.744,691111,0.89,635443,0.819,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.008,3973,119,35,1,1.56,0.75,0.003,1549,46,20,0.6,391471,11727,4218,126,0,58,EmergingHotspot,,High,Moderate,0.031,133670,4004,,,0.004,0.06,,,0.027,126460,3788,,,213,3.7,0.75,0.05,0.75,0.13,0.25,0.04,0.15,0.01,0,0.01,0,0,0,20,5772,632,1458,1,0.95,1,1,3520941,0.999,1738264,0.521,75517,0.026,1849,0.008,73668,0.028,36068,0.074,0.0116,-0.0019,0.0128,0.0445,3512950,0.999,1734634,0.607,226936,0.974,134497,0.577,3286014,0.999,1600137,0.61,828643,0.999,315204,0.651,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Salt Lake County, UT",49035,Large central metro,"Salt Lake City, UT",Metropolitan,UT,8,1160437,0.941,0.362,0.003,1,27064,0.023,0.007,3599,310,17,1.5,0.19,-0.11,0.006,3034,261,19,1.6,195587,16855,1156,100,0,0,SustainedHotspot,,High,High,0.116,32928,2838,1,0.99,0.015,0.04,0,0,0.101,31757,2737,1,0.99,166,6,0.69,0.08,0.69,0.24,0.19,0.06,-0.18,0.01,0.01,0.03,0.02,0,0,14,2770,402,819,0.93,0.86,1,0.93,776296,0.669,685835,0.591,4948,0.005,590,0.006,4358,0.005,489,0.004,-0.0003,-0.0003,-0.0003,-0.0004,776027,0.812,685648,0.717,70872,0.678,61915,0.592,705155,0.828,623733,0.733,125921,0.968,113874,0.876,0.11,0.1,0.11,3,0.02,0.19,0.01,0.04,0.323,0.05
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.007,3412,195,52,3,0.08,0.24,0.006,3150,180,42,2.4,200490,11461,5598,320,0,0,Hotspot,,High,High,0.039,66971,3828,0,0.98,-0.008,-0.14,0,0,0.047,78221,4471,0,0.98,254,5.9,0.85,0.08,0.81,0.17,0.37,0.06,0.17,0,0,0.01,0.01,0,0,18,4297,555,1071,1,0.94,1,1,931481,0.532,851672,0.487,3683,0.002,191,0.001,3492,0.003,837,0.003,-0.0002,-0.0003,-0.0002,0.0007,931399,0.631,851655,0.577,52908,0.382,50399,0.364,878491,0.657,801256,0.599,233791,0.845,216482,0.783,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.006,3235,154,79,3.8,0.03,-0.23,0.006,3132,149,102,4.9,362366,17235,4707,224,0,36,SustainedHotspot,,High,High,0.066,32595,1550,1,0.99,-0.018,0,0,0,0.083,32703,1555,1,0.98,250,5.9,0.87,0.08,0.88,0.23,0.38,0.04,-0.29,-0.01,-0.03,-0.04,-0.08,-0.02,-0.02,28,4213,445,1445,0.96,0.96,0.96,0.96,1199050,0.57,1060857,0.505,8086,0.005,667,0.004,7419,0.005,1265,0.005,0.0026,0.0014,0.0027,0.0036,1198779,0.687,1060756,0.608,97061,0.512,81549,0.43,1101718,0.708,979207,0.63,214700,0.878,197411,0.807,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.006,3042,123,47,1.9,0.31,0.42,0.005,2326,94,33,1.3,374712,15167,5088,206,0,57,EmergingHotspot,,High,Substantial,0.055,70837,2867,,,0.008,0.01,,,0.048,69945,2831,,,164,5.2,0.8,0.07,0.76,0.14,0.22,0.04,0.09,0.02,-0.01,0.01,-0.01,-0.01,-0.01,17,3172,382,825,1,1,1,1,1443148,0.584,1260403,0.51,11261,0.005,1025,0.005,10236,0.006,2808,0.008,-0.0006,-0.0038,-0.0003,0.0035,1440168,0.695,1258649,0.607,115128,0.531,97759,0.451,1325040,0.714,1160890,0.625,330461,0.903,286775,0.784,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.794,0.559
"El Paso County, CO",8041,Medium metro,"Colorado Springs, CO",Metropolitan,CO,8,720403,0.966,0.125,0.002,1,15157,0.021,0.006,2946,409,9,1.2,0.19,-0.7,0.005,2477,344,30,4.2,102508,14229,1101,153,0,0,SustainedHotspot,,High,High,0.125,22737,3156,1,0.98,0.016,0.01,0,0,0.109,22421,3112,1,0.98,164,14.6,0.84,0.18,0.71,0.23,0.42,0.22,-0.1,0.02,0.01,0.01,-0.03,0.05,0.04,4,1121,66,205,1,0.75,1,1,442897,0.615,397376,0.552,3884,0.006,219,0.004,3665,0.007,755,0.008,-0.0018,-0.0013,-0.0018,0.0013,441867,0.729,396680,0.655,29509,0.515,26504,0.463,412358,0.751,370176,0.675,87150,0.916,80663,0.847,0.07,0.11,0.13,2.6,0.06,0.18,0.01,0.03,0.393,0.158
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.006,2882,61,119,2.5,-0.1,-0.33,0.006,3192,68,178,3.8,575974,12220,9140,194,0,54,ModerateBurdenResolving,,Substantial,Substantial,0.053,77679,1648,1,0.99,-0.003,-0.08,0,0.01,0.056,84517,1793,1,0.98,399,3.6,0.87,0.06,0.9,0.16,0.36,0.05,-0.12,0,-0.01,0,-0.02,-0.02,-0.01,51,11221,1259,3296,0.92,0.84,0.96,0.92,3074507,0.652,2649809,0.562,18764,0.005,1750,0.004,17014,0.005,3424,0.007,0.0025,0.0016,0.0026,0.0042,3073642,0.793,2649426,0.683,270488,0.659,225482,0.549,2803154,0.808,2423944,0.699,484999,0.943,434135,0.844,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
