County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.025,16402,366,144,3.2,0.12,0.35,0.025,14628,326,107,2.4,785777,17518,12603,281,0,0,SustainedHotspot,,High,High,0.137,108191,2412,1,1,0.012,-0.07,0,0,0.125,116937,2607,1,0.99,1095,10.6,0.73,0.13,0.66,0.21,0.43,0.14,-0.01,-0.03,0.01,0,0.01,0.02,0.01,42,10291,1461,1707,1,0.98,1,1,2672692,0.596,2297898,0.512,18529,0.005,1929,0.005,16600,0.005,3183,0.005,0.0001,0,0.0001,0.0003,2641803,0.696,2297774,0.605,191806,0.525,160461,0.439,2449997,0.714,2137313,0.623,636359,0.914,562470,0.808,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.015,9764,190,60,1.2,0.28,0.33,0.013,7629,148,45,0.9,666800,12947,11442,222,1,0,SustainedHotspot,Recent,High,High,0.028,310686,6032,1,0.93,0.002,-0.04,0,-0.03,0.026,323024,6272,1,0.96,497,3.5,0.73,0.04,0.71,0.08,0.29,0.02,0.32,0,0.01,0.01,0.01,-0.01,0,52,14071,1648,3070,1,0.94,1,1,3624574,0.704,3286562,0.638,-9388,-0.002,417,0.001,-9805,-0.002,-8464,-0.011,-0.0113,-0.0085,-0.0115,-0.0208,3608557,0.818,3279042,0.744,267098,0.716,239087,0.641,3341459,0.828,3039955,0.753,700438,0.902,638140,0.822,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.013,8357,83,145,1.4,-0.01,0.21,0.015,8483,84,120,1.2,1520504,15146,27017,269,0,0,Hotspot,,Substantial,Substantial,0.012,664758,6622,,,0.002,-0.41,,,0.01,1120601,11162,,,429,2.4,0.78,0.03,0.73,0.07,0.25,0.02,-0.18,0.01,0,-0.01,-0.01,-0.01,0,91,17809,2059,5018,0.95,0.91,0.98,0.95,7436827,0.741,6388423,0.636,65673,0.008,13429,0.019,52244,0.007,9353,0.007,-0.0004,0.0013,-0.0006,-0.0004,7318566,0.849,6376709,0.74,590215,0.814,490690,0.677,6728351,0.852,5886019,0.746,1315208,0.93,1147868,0.812,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.012,8148,466,85,4.9,0.26,0.63,0.011,6451,369,52,3,220775,12620,5779,330,5,0,SustainedHotspot,Recent,High,High,0.112,68501,3916,0,0.97,0.025,-0.4,0,0,0.087,113396,6482,0,0.98,497,11.7,0.88,0.14,0.8,0.21,0.36,0.08,0.22,0.01,0.03,0,0.03,0.01,0.01,18,4255,549,1131,1,0.94,1,1,944603,0.54,865471,0.495,4766,0.003,246,0.002,4520,0.003,927,0.003,0.0005,0.0002,0.0005,0.0006,944307,0.64,865452,0.587,53555,0.387,51661,0.373,890752,0.666,813791,0.609,236334,0.855,218780,0.791,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.009,5982,476,31,2.5,0.15,0.35,0.009,5192,413,23,1.8,162425,12916,2765,220,5,0,SustainedHotspot,Recent,High,High,0.135,36863,2931,1,0.95,0.015,-0.07,0,0,0.12,39843,3168,1,0.95,509,13.5,0.82,0.12,0.8,0.22,0.3,0.06,0.39,0.01,0.03,0.01,0.05,0.03,0.02,13,3765,383,721,1,1,1,1,829277,0.659,780087,0.62,3555,0.003,104,0.001,3451,0.003,691,0.003,0.0003,0.0004,0.0003,0.0001,829031,0.76,780070,0.715,51979,0.555,51479,0.549,777052,0.779,728591,0.73,200021,0.919,189672,0.871,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,873972,0.202,0.088,0.003,0,0,0,0.008,5086,582,43,4.9,0.17,0.3,0.007,4337,496,33,3.8,135395,15492,2812,322,7,0,SustainedHotspot,Recent,High,High,0.173,25935,2967,1,0.96,0.014,-0.01,0,0,0.159,26260,3005,1,0.97,123,9.2,0.88,0.16,0.88,0.26,0.54,0.12,-0.07,0.02,0.02,0,0,0.01,0.02,5,1333,153,219,1,1,1,1,486194,0.556,464484,0.531,1983,0.003,51,0.001,1932,0.003,380,0.002,0.0003,0.0002,0.0004,0.0006,486108,0.642,464478,0.614,22928,0.354,23808,0.367,463180,0.669,440670,0.637,132439,0.87,127175,0.835,0.06,0.11,0.17,2.5,0.12,0.03,0,0.04,0.33,0.57
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.008,5024,397,24,1.9,0.04,1,0.008,4835,382,12,0.9,171633,13559,2004,158,1,0,SustainedHotspot,Recent,High,High,0.096,71138,5620,1,0.99,-0.006,-0.09,0,0,0.102,77989,6161,1,0.99,188,6.1,0.94,0.12,0.89,0.31,0.42,0.11,-0.07,0,0.02,0.01,0.05,0.03,0.01,10,3074,333,670,1,0.9,1,1,930736,0.735,842663,0.666,5160,0.005,618,0.007,4542,0.005,684,0.004,0.0007,0.0006,0.0007,-0.0001,897429,0.832,840241,0.779,60713,0.684,57292,0.645,836716,0.845,782949,0.791,177206,0.965,168819,0.919,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Allegheny County, PA",42003,Large central metro,"Pittsburgh, PA",Metropolitan,PA,3,1216045,0.525,0.095,0.004,3,61133,0.05,0.007,4744,390,34,2.8,0.34,-0.26,0.006,3528,290,46,3.8,145422,11959,2458,202,0,0,SustainedHotspot,,High,High,0.11,31828,2617,1,0.98,0.011,0.1,0,0.04,0.1,28907,2377,1,0.94,341,6.9,0.87,0.08,0.87,0.16,0.24,0.04,0.09,-0.01,0.02,0,0.02,0.01,0.01,22,4933,577,1151,1,0.91,1,1,1011814,0.832,707618,0.582,-29873,-0.028,-2128,-0.028,-27745,-0.028,-9689,-0.041,-0.0492,-0.0331,-0.0505,-0.0754,993563,0.933,707555,0.664,49313,0.652,38881,0.514,944250,0.954,668674,0.676,301095,0.999,173205,0.736,0.04,0.12,0.19,2.2,0.13,0.02,0,0.04,0.251,0.11
"Kent County, MI",26081,Large central metro,"Grand Rapids-Kentwood, MI",Metropolitan,MI,5,656955,0.61,0.066,0.002,0,10338,0.016,0.007,4635,706,17,2.6,0.19,-0.15,0.007,3884,591,20,3,105975,16131,1052,160,7,0,SustainedHotspot,Recent,High,High,0.232,22266,3389,1,0.91,0.022,0,0,0,0.21,22304,3395,1,0.91,332,20.1,0.9,0.21,0.93,0.41,0.48,0.19,0.23,0.02,0.05,0.02,0.01,0.01,0.04,4,1655,190,394,1,1,1,1,384947,0.586,371486,0.565,1437,0.003,62,0.001,1375,0.003,236,0.003,0.0004,0.0002,0.0005,0.0001,384833,0.696,371480,0.672,24970,0.473,26182,0.496,359863,0.72,345298,0.691,83256,0.897,79860,0.86,0.07,0.13,0.14,2.6,0.1,0.11,0,0.03,0.476,0.262
"Erie County, NY",36029,Large central metro,"Buffalo-Cheektowaga, NY",Metropolitan,NY,2,918702,0.814,0.047,0.003,2,43715,0.048,0.007,4341,473,17,1.9,0.24,-0.15,0.006,3500,381,20,2.2,120085,13071,2022,220,0,0,SustainedHotspot,,High,High,0.104,35427,3856,1,0.98,0.009,0.02,0,0.02,0.094,34773,3785,1,0.97,253,11.7,0.88,0.11,0.72,0.13,0.3,0.06,0.44,0,0.02,0.01,0.02,0.01,0,8,2170,341,389,1,0.88,1,1,634534,0.691,581566,0.633,3009,0.004,273,0.004,2736,0.004,627,0.004,0.0001,-0.0009,0.0002,-0.0002,621875,0.78,581543,0.729,40024,0.627,36845,0.577,581851,0.793,544698,0.743,155581,0.921,145529,0.861,0.04,0.15,0.18,2.3,0.13,0.06,0.01,0.04,0.414,0.521
