County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.016,11856,264,187,4.2,0.03,0.27,0.014,11510,257,147,3.3,701787,15646,11558,258,0,23,SustainedHotspot,,High,High,0.108,110365,2461,1,0.99,0,-0.04,0,0,0.108,115358,2572,1,0.99,773,7.5,0.73,0.1,0.64,0.19,0.42,0.13,-0.03,0,-0.01,-0.01,-0.02,-0.01,-0.02,42,10283,1450,1710,1,0.98,1,1,2517330,0.561,2168807,0.484,19300,0.005,2220,0.006,17080,0.005,3327,0.005,-0.0004,-0.0022,-0.0002,0.002,2517013,0.663,2168746,0.571,178767,0.49,147786,0.405,2338246,0.681,2020960,0.589,615586,0.884,535191,0.769,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.012,8734,87,144,1.4,-0.13,-0.21,0.012,10034,100,183,1.8,1463889,14582,26179,261,0,34,HighBurdenResolving,,Substantial,High,0.023,767145,7642,,,0.01,-0.17,,,0.014,927769,9242,,,537,3,0.77,0.05,0.74,0.11,0.26,0.03,-0.1,0,-0.01,-0.01,-0.02,-0.01,-0.01,91,17620,2050,5118,0.95,0.92,0.98,0.95,6916397,0.689,6030261,0.601,60977,0.007,9703,0.013,51274,0.006,8204,0.006,0.0012,0.0026,0.0011,0.0028,6898057,0.8,6018628,0.698,519545,0.717,443452,0.612,6378512,0.808,5575176,0.706,1260212,0.891,1091618,0.772,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.011,8196,174,247,5.2,-0.23,-0.13,0.013,10619,225,283,6,558870,11857,8419,179,0,27,SustainedHotspot,,High,High,0.096,96546,2048,1,0.98,-0.023,-0.21,0,0,0.12,122220,2593,1,0.98,874,7.7,0.91,0.15,0.93,0.34,0.49,0.12,-0.23,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,50,11358,1442,3378,0.92,0.9,0.96,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.009,6932,263,128,4.9,0.09,-0.05,0.008,6373,242,135,5.1,390109,14802,4936,187,0,12,SustainedHotspot,,High,High,0.096,52789,2003,1,0.99,-0.015,-0.15,0,0,0.111,62404,2368,1,0.99,490,7.9,0.91,0.13,0.95,0.32,0.47,0.08,-0.2,-0.01,-0.03,0,-0.02,-0.01,0,31,6226,824,2117,1,0.97,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.754,0.6
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.008,5524,107,59,1.1,0,-0.02,0.007,5508,107,60,1.2,622884,12094,11067,215,0,14,HighBurdenResolving,,High,High,0.022,265870,5162,1,0.98,-0.001,0.09,0,0.01,0.023,244204,4742,1,0.97,415,3,0.75,0.04,0.73,0.09,0.31,0.03,0.01,-0.01,0,0,-0.01,0.01,0,52,14003,1652,3111,1,0.96,1,1,3714986,0.721,2887322,0.561,32103,0.007,2986,0.008,29117,0.007,7074,0.009,0.0013,-0.0005,0.0015,0.0043,3703272,0.84,2880773,0.653,278552,0.747,199270,0.534,3424720,0.848,2681503,0.664,715450,0.922,580463,0.748,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.007,5372,256,116,5.5,-0.24,0.12,0.009,7101,338,104,4.9,348797,16590,4352,207,0,9,SustainedHotspot,,High,High,0.125,43232,2056,1,0.98,-0.016,-0.06,0,0,0.141,45841,2180,1,0.98,552,13,0.89,0.18,0.96,0.44,0.47,0.11,-0.29,-0.01,-0.04,0,-0.1,-0.03,-0.01,28,4252,482,1471,0.96,0.96,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.007,4825,178,224,8.2,-0.33,-0.35,0.009,7248,267,346,12.7,668562,24607,8504,313,0,35,ModerateBurdenResolving,,High,High,0.052,133662,4920,,,-0.006,-0.13,,,0.059,153061,5634,,,357,5.9,0.82,0.08,0.73,0.18,0.33,0.07,-0.23,-0.01,-0.02,-0.03,-0.03,-0.02,-0.02,22,6092,921,2015,1,0.91,1,1,2371722,0.873,1984009,0.73,21392,,2011,0.011,19381,,3582,,-0.0072,-0.0001,0,0,2370545,0.999,1983411,0.844,153246,0.841,113476,0.622,2217299,0.999,1869935,0.863,480851,0.999,407577,0.901,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Jefferson County, KY",21111,Large central metro,"Louisville/Jefferson County, KY-IN",Metropolitan,KY,4,766757,0.606,0.172,0.002,1,22271,0.029,0.006,4344,567,34,4.4,0.74,0.55,0.003,2502,326,22,2.9,113858,14849,1522,198,0,0,SustainedHotspot,,High,High,0.096,20625,2690,1,0.99,-0.015,-0.09,0,0.01,0.111,22714,2962,1,0.98,667,25.8,0.88,0.1,0.91,0.22,0.47,0.11,0.1,0,-0.02,-0.02,-0.08,-0.01,-0.03,7,2587,336,434,0.86,0.71,1,0.86,527416,0.688,454970,0.593,5850,0.009,512,0.009,5338,0.009,2114,0.017,0.0023,0.0003,0.0024,0.01,527207,0.806,454949,0.696,35683,0.638,29262,0.523,491524,0.822,425687,0.712,121256,0.949,108091,0.846,0.06,0.15,0.17,2.4,0.22,0.06,0,0.03,0.568,0.355
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.133,0.132,0.008,0,15416,0.006,0.006,4283,167,32,1.3,0.22,-0.26,0.004,3500,137,43,1.7,325219,12704,10792,422,0,6,SustainedHotspot,,High,High,0.022,174378,6812,1,0.99,-0.003,-0.05,0,0,0.026,183646,7174,1,0.98,128,3.4,0.79,0.04,0.81,0.09,0.17,0.01,-0.16,-0.02,0,0,0,0,0,13,3771,333,1169,1,0.92,1,1,1659267,0.648,1446601,0.565,27793,0.013,2382,0.014,25411,0.013,2352,0.006,-0.0016,-0.0016,-0.0017,0.0005,1659010,0.77,1446476,0.672,102568,0.59,85120,0.489,1556442,0.786,1361356,0.688,282897,0.769,254571,0.692,0.08,0.21,0.14,2.7,0.3,0.19,0,0.12,0.815,0.912
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.005,3766,113,36,1.1,-0.27,-0.2,0.006,5151,154,45,1.3,358498,10739,4090,123,0,31,SustainedHotspot,,High,High,0.03,140746,4216,,,0.001,-0.05,,,0.03,147550,4420,,,211,3.7,0.75,0.06,0.75,0.18,0.26,0.06,0.1,-0.01,-0.01,-0.02,-0.05,0,-0.01,20,5745,620,1458,1,0.95,1,1,3326081,0.996,1673521,0.501,44196,,2573,0.011,41623,,19091,,0,-0.001,0,0,3318104,0.999,1669899,0.585,218591,0.939,127514,0.547,3099513,0.999,1542385,0.588,748918,0.999,305621,0.631,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
