County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.014,10969,245,164,3.7,-0.03,-0.08,0.012,11259,251,179,4,690451,15393,11418,255,0,17,SustainedHotspot,,High,High,0.109,113415,2529,1,0.99,0.006,-0.04,0,0,0.103,118308,2638,1,0.99,792,7.7,0.73,0.1,0.64,0.21,0.43,0.15,-0.01,0.02,-0.01,0,-0.03,-0.01,-0.02,42,10289,1453,1700,1,0.98,1,1,2500224,0.557,2147641,0.479,20713,0.005,2932,0.008,17781,0.005,2097,0.003,-0.0009,-0.0029,-0.0007,0.0007,2499912,0.658,2147581,0.565,176911,0.485,145365,0.398,2323001,0.677,2002216,0.583,612610,0.88,530542,0.762,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.012,9927,99,177,1.8,-0.11,0.13,0.012,11185,111,157,1.6,1456275,14506,26047,259,0,28,SustainedHotspot,,Substantial,High,0.013,861327,8580,,,-0.002,-0.24,,,0.016,1129336,11249,,,594,3.4,0.78,0.05,0.74,0.14,0.27,0.04,-0.13,-0.01,-0.01,-0.01,-0.02,0,-0.01,91,17726,2087,5146,0.95,0.92,0.98,0.95,6860809,0.683,5979880,0.596,46658,0.005,7405,0.01,39253,0.005,4276,0.003,-0.001,-0.0033,-0.0008,0.0004,6842485,0.794,5968253,0.692,510924,0.705,436952,0.603,6331561,0.802,5531301,0.701,1252629,0.886,1085391,0.768,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.012,9697,206,266,5.6,-0.19,0.04,0.013,12030,255,257,5.5,551789,11707,8201,174,0,21,SustainedHotspot,,High,High,0.116,117661,2496,1,0.98,-0.016,-0.12,0,0,0.132,133888,2841,1,0.98,1106,9.5,0.92,0.18,0.93,0.37,0.5,0.14,-0.21,-0.01,-0.04,-0.01,-0.05,-0.03,-0.02,50,11640,1535,3347,0.92,0.88,0.96,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.009,7248,267,346,12.7,-0.02,0.7,0.008,7366,271,204,7.5,663737,24430,8280,305,0,29,ModerateBurdenResolving,,High,High,0.058,145656,5361,,,-0.012,-0.06,,,0.07,155166,5711,,,444,7.3,0.83,0.1,0.75,0.21,0.35,0.09,-0.19,-0.01,-0.02,-0.02,-0.06,-0.01,-0.02,22,6104,927,2025,1,0.91,1,1,2350469,0.865,1956681,0.72,17398,0.007,1891,0.01,15507,,2059,,-0.0036,-0.0048,-0.0016,0,2349300,0.999,1956085,0.833,151238,0.83,110309,0.605,2198062,0.999,1845776,0.852,477321,0.999,404090,0.893,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.008,6318,300,108,5.1,-0.33,-0.04,0.01,9413,448,112,5.3,343828,16353,4247,202,1,3,SustainedHotspot,Recent,High,High,0.138,40898,1945,1,0.98,-0.018,-0.27,0,0.01,0.157,56169,2672,1,0.97,741,17.3,0.9,0.22,0.96,0.52,0.49,0.12,-0.06,-0.01,-0.02,0.01,-0.04,-0.02,0,28,4275,483,1517,0.96,0.96,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.006,5236,102,72,1.4,-0.17,0.2,0.007,6344,123,60,1.2,617846,11996,11025,214,0,8,SustainedHotspot,,High,High,0.023,244117,4740,1,0.97,-0.004,0.16,0,-0.01,0.027,211072,4098,1,0.98,405,2.9,0.75,0.04,0.72,0.1,0.3,0.04,-0.11,0,-0.01,-0.01,-0.01,0.01,0,52,13993,1652,3123,1,0.96,1,1,3688209,0.716,2867260,0.557,29055,0.007,3314,0.009,25741,0.006,4586,0.006,-0.0001,-0.0006,0,0.0026,3676501,0.834,2860721,0.649,276060,0.74,196846,0.528,3400441,0.842,2663875,0.66,709501,0.914,577909,0.745,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.006,5079,152,33,1,0.25,-0.4,0.004,4062,122,55,1.6,355346,10644,4054,121,0,25,SustainedHotspot,,High,High,0.028,144279,4322,,,-0.008,0,,,0.037,144736,4336,,,202,3.5,0.75,0.07,0.76,0.22,0.26,0.07,-0.3,0,-0.01,-0.01,-0.04,-0.02,-0.01,20,5756,627,1464,1,0.95,1,1,3285184,0.984,1656543,0.496,30530,,2690,0.012,27840,,8203,,0,-0.0067,0,0,3277213,0.999,1652923,0.579,216178,0.928,125160,0.537,3061035,0.999,1527763,0.582,730894,0.999,303688,0.627,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.006,4620,231,129,6.4,-0.08,-0.2,0.005,5015,250,162,8.1,309898,15467,4648,232,0,28,SustainedHotspot,,High,High,0.093,75443,3765,1,0.99,0.022,-0.27,0,0,0.07,102861,5134,1,0.98,483,7.5,0.65,0.11,0.92,0.38,0.51,0.14,-0.22,-0.03,-0.02,0.01,-0.02,0.01,0,18,6458,693,1528,1,0.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.005,4188,214,141,7.2,-0.23,-0.18,0.006,5463,280,171,8.8,349394,17892,4402,225,0,27,SustainedHotspot,,High,High,0.089,74442,3812,,,-0.017,-0.12,,,0.106,84588,4332,,,472,9.9,0.78,0.14,0.87,0.36,0.47,0.16,-0.16,-0.01,-0.04,0.01,-0.05,-0.02,-0.02,15,4755,552,1077,1,1,1,1,1413753,0.724,1185152,0.607,10120,0.006,1282,0.009,8838,0.006,1501,0.002,-0.0033,-0.0033,-0.0033,-0.0021,1413168,0.84,1185078,0.704,95564,0.684,76444,0.547,1317604,0.854,1108634,0.719,334926,0.999,283035,0.846,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.584,0.605
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.005,4127,157,124,4.7,-0.51,-0.01,0.009,8468,321,125,4.7,384251,14580,4823,183,0,6,SustainedHotspot,,High,High,0.114,54869,2082,1,0.99,-0.008,-0.28,0,0.01,0.122,76089,2887,1,0.97,611,9.7,0.92,0.16,0.94,0.33,0.48,0.08,-0.15,0,-0.02,0.01,-0.01,0,0,31,6282,826,2135,1,0.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.754,0.6
