County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.025,14628,326,107,2.4,0.14,-0.12,0.025,12807,286,122,2.7,769375,17153,12459,278,0,0,SustainedHotspot,,High,High,0.125,116443,2596,1,1,0.006,0.09,0,0,0.119,106641,2378,1,1,1111,10.8,0.76,0.12,0.66,0.2,0.41,0.13,0.17,0.01,0.02,0.01,0.04,0.02,0.02,42,10302,1460,1705,1,0.98,1,1,2635999,0.588,2282363,0.509,18116,0.005,1931,0.005,16185,0.005,2986,0.004,0.001,0.0017,0.0009,0.0007,2623274,0.691,2282270,0.601,189877,0.52,159344,0.436,2433397,0.709,2122926,0.618,633176,0.909,559243,0.803,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.014,8483,84,120,1.2,-0.11,0.11,0.019,9545,95,108,1.1,1512147,15063,26872,268,0,0,Hotspot,,Substantial,Substantial,,654169,6516,,,,-0.21,,,0.014,828122,8249,,,521,2.9,0.77,0.03,0.73,0.08,0.26,0.02,-0.02,0,0,0,0,0.01,0,91,17739,2044,5034,0.95,0.91,0.98,0.95,7334003,0.731,6339871,0.632,69317,0.008,12496,0.017,56821,0.007,9989,0.007,0.0017,0.0045,0.0015,0.0011,7252893,0.841,6328194,0.734,576786,0.796,485110,0.669,6676107,0.846,5843084,0.74,1305855,0.924,1139511,0.806,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.013,7629,148,45,0.9,0.29,-0.06,0.012,5895,114,48,0.9,657036,12757,11382,221,0,0,Hotspot,,High,High,0.025,321438,6241,1,0.96,0.004,0.11,0,0,0.02,290795,5646,1,0.96,361,2.6,0.74,0.04,0.7,0.07,0.3,0.02,0.12,0.01,0,0.01,0,0.01,0,52,14009,1643,3088,1,0.94,1,1,3631954,0.705,3302316,0.641,40374,0.009,3590,0.01,36784,0.009,7643,0.01,0.0001,0.0037,-0.0002,-0.0021,3617945,0.82,3294794,0.747,266681,0.715,239339,0.642,3351264,0.83,3055455,0.757,708902,0.913,645168,0.831,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.011,6451,369,52,3,0.48,0.49,0.009,4364,249,35,2,212627,12155,5694,325,0,0,Hotspot,,High,High,0.082,110347,6308,0,0.98,0.035,0.11,0,-0.01,0.047,99276,5675,0,0.99,406,9.6,0.87,0.11,0.8,0.17,0.35,0.06,0.46,0.02,0.02,0.01,0.01,0.01,0.01,18,4241,555,1143,1,0.94,1,1,939698,0.537,861030,0.492,4044,0.003,221,0.002,3823,0.003,753,0.003,0.0001,0.0004,0.0001,-0.0002,939541,0.637,861012,0.584,53309,0.385,51299,0.37,886232,0.663,809713,0.606,235407,0.851,217963,0.788,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.009,5192,413,23,1.8,0.57,0.44,0.006,3299,262,16,1.3,156443,12440,2734,217,0,0,SustainedHotspot,,High,High,0.121,39000,3101,1,0.95,0.034,0.23,1,-0.01,0.087,31679,2519,0,0.96,366,9.7,0.81,0.09,0.78,0.18,0.27,0.04,0.32,0.02,0.02,0.02,0.02,0.03,0,13,3781,396,721,1,1,1,1,825628,0.657,777245,0.618,3206,0.003,68,0.001,3138,0.003,659,0.003,0.0003,-0.0004,0.0004,-0.0001,825476,0.756,777228,0.712,51875,0.554,51217,0.547,773601,0.775,726011,0.728,199330,0.916,189267,0.869,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.008,4835,382,12,0.9,0.44,-0.5,0.007,3366,266,24,1.9,166609,13162,1980,156,3,0,SustainedHotspot,Recent,High,High,0.101,76174,6018,1,0.99,0.024,0.32,0,0,0.077,57776,4564,1,0.99,203,6.6,0.94,0.1,0.88,0.25,0.38,0.1,0.46,0.01,0.02,0.01,0.04,-0.01,0.01,10,3068,328,669,1,0.9,1,1,908898,0.718,839485,0.663,4371,0.004,562,0.006,3809,0.004,700,0.004,0.0017,-0.0002,0.0018,0.0145,892269,0.827,837074,0.776,60095,0.677,56888,0.641,832174,0.841,780186,0.788,176522,0.961,168470,0.917,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,873972,0.202,0.088,0.003,0,0,0,0.007,4337,496,33,3.8,0.67,0.18,0.005,2598,297,28,3.2,130309,14910,2769,317,1,0,SustainedHotspot,New,High,High,0.159,25553,2924,1,0.96,0.034,0.16,0,-0.01,0.125,22022,2520,1,0.97,123,9.3,0.86,0.14,0.88,0.26,0.53,0.1,0.24,0,0.03,0.02,0.04,0.08,0.04,5,1320,159,219,1,1,1,1,484182,0.554,462654,0.529,1729,0.002,40,0.001,1689,0.002,295,0.002,0.0001,-0.0001,0.0002,-0.0003,484125,0.64,462649,0.611,22877,0.353,23643,0.365,461248,0.666,439006,0.634,132059,0.867,126945,0.834,0.06,0.11,0.17,2.5,0.12,0.03,0,0.04,0.33,0.57
"Kent County, MI",26081,Large central metro,"Grand Rapids-Kentwood, MI",Metropolitan,MI,5,656955,0.61,0.066,0.002,0,10338,0.016,0.007,3884,591,20,3,0.62,0.67,0.005,2395,365,12,1.8,101340,15426,1035,158,1,0,SustainedHotspot,New,High,High,0.211,20908,3183,1,0.9,0.038,0.21,0,0,0.173,17267,2628,1,0.91,261,15.4,0.88,0.16,0.91,0.4,0.46,0.15,0.37,0,0.02,0.01,0.05,0.05,0.03,4,1695,177,398,1,1,1,1,383456,0.584,370088,0.563,1194,0.002,50,0.001,1144,0.002,225,0.002,0.0001,0.0002,0.0001,-0.0002,383396,0.694,370083,0.67,24908,0.472,25994,0.493,358488,0.717,344089,0.688,83020,0.894,79696,0.859,0.07,0.13,0.14,2.6,0.1,0.11,0,0.03,0.476,0.262
"Salt Lake County, UT",49035,Large central metro,"Salt Lake City, UT",Metropolitan,UT,8,1160437,0.941,0.362,0.003,1,27064,0.023,0.007,3814,329,16,1.4,0.04,0.45,0.007,3657,315,11,0.9,204142,17592,1196,103,0,0,SustainedHotspot,,High,High,0.11,29991,2584,1,0.99,0.005,0.07,0,0,0.104,28071,2419,1,0.99,194,7,0.69,0.09,0.7,0.25,0.21,0.07,0.08,0.01,0,0.03,0.01,0.03,0.01,14,2775,402,818,0.93,0.86,1,0.93,786410,0.678,695463,0.599,1616,0.002,144,0.001,1472,0.002,225,0.002,-0.0057,-0.0045,-0.0058,-0.0075,785523,0.822,695274,0.727,71743,0.687,63007,0.603,713780,0.838,632267,0.743,127456,0.98,115663,0.889,0.11,0.1,0.11,3,0.02,0.19,0.01,0.04,0.323,0.05
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.006,3707,300,49,4,0.29,,0.006,2869,232,0,0,155557,12595,2572,208,0,0,SustainedHotspot,,High,High,0.111,25873,2095,1,0.97,0.015,0.1,0,-0.02,0.096,23480,1901,1,0.99,307,5.7,0.77,0.06,0.8,0.11,0.39,0.04,0.24,0,0.01,-0.01,0,0.01,0,22,5350,880,1093,1,0.95,1,1,773815,0.627,718966,0.582,4475,0.004,416,0.005,4059,0.004,617,0.003,0,0.0016,-0.0002,-0.0006,766087,0.718,718941,0.673,45413,0.524,40955,0.472,720674,0.735,677986,0.691,204274,0.887,197050,0.856,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
