County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.036,46061,459,417,4.2,-0.54,-0.13,0.048,99844,995,480,4.8,2735203,27245,29364,292,0,11,SustainedHotspot,,High,High,,624794,6224,,,,0.85,,,0.059,336985,3357,,,1806,10,0.8,0.14,0.8,0.23,-0.25,0,-0.05,-0.02,-0.08,91,18084,2130,0.95,0.95,0.98,0.95,7975119,0.794,7088158,0.706,7561,0.009,24476,0.003,2598,0.004,21878,0.003,2345,0.002,-0.0018,-0.0005,-0.0004,-0.0005,-0.0003,317744,0.378,246086,0.293,7654734,0.888,6841179,0.794,632150,0.872,568827,0.785,7022584,0.89,6272352,0.795,1330668,0.941,1198783,0.848,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.019,24188,890,160,5.9,0.49,-0.33,0.008,16208,597,238,8.8,1168806,43019,10153,374,0,21,SustainedHotspot,,High,High,0.098,126324,4649,,,-0.043,-0.2,,,0.141,157792,5808,,,464,6.6,0.78,0.08,0.73,0.13,-0.34,-0.02,-0.04,-0.04,-0.05,23,6996,1014,1,1,1,1,2767127,0.95,2254817,0.83,1452,0.007,11911,0.005,643,0.004,11268,0.005,668,0.001,-0.0006,0.0005,-0.0002,0.0006,-0.0003,60979,0.29,41709,0.198,2704972,0.95,2212499,0.942,176249,0.95,134047,0.735,2528723,0.95,2078452,0.95,525132,0.95,438114,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.015,18733,418,333,7.4,-0.46,0.32,0.017,34950,779,252,5.6,1230503,27433,15320,342,0,8,SustainedHotspot,,High,High,0.203,108740,2424,1,0.98,-0.069,-0.22,0,-0.01,0.272,139741,3115,1,0.99,1396,13.8,0.78,0.14,0.75,0.21,-0.28,-0.01,-0.05,-0.01,-0.05,42,10130,1160,1,1,1,1,2941944,0.656,2497643,0.557,2869,0.007,8723,0.002,1345,0.004,7378,0.002,824,0.001,-0.0014,-0.0006,-0.001,-0.0006,-0.0005,103779,0.252,65610,0.16,2837883,0.747,2432002,0.64,214147,0.587,177403,0.486,2623736,0.764,2254599,0.657,664443,0.95,580434,0.834,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.014,17394,521,119,3.6,-0.19,0.29,0.01,21573,646,92,2.8,766947,22974,4854,145,0,11,SustainedHotspot,,High,High,,104279,3124,,,,-0.21,,,0.146,131937,3952,,,584,9.8,0.77,0.15,0.81,0.26,-0.19,0,-0.04,-0.02,-0.05,20,5952,647,1,1,1,1,3435432,0.95,2270861,0.68,4063,0.015,24514,0.009,2709,0.012,21805,0.008,3009,0.006,-0.0048,-0.0039,-0.0054,-0.0038,-0.0022,141067,0.506,90975,0.326,3293293,0.95,2179662,0.763,242684,0.95,167087,0.717,3050609,0.95,2012575,0.767,648070,0.95,405183,0.836,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.009,11095,449,134,5.4,-0.31,0.33,0.008,16109,652,101,4.1,602740,24397,5961,241,0,10,SustainedHotspot,,High,High,,62298,2522,,,,-0.2,,,0.171,77594,3141,,,351,10.1,0.8,0.17,0.79,0.27,-0.37,-0.01,-0.06,-0.04,-0.07,17,3476,422,1,1,1,1,1596923,0.646,1419164,0.574,1755,0.007,5659,0.003,867,0.004,4792,0.003,549,0.002,-0.0024,-0.0007,-0.0007,-0.0007,-0.0004,53832,0.223,39003,0.162,1542687,0.744,1380067,0.666,129143,0.596,114597,0.529,1413544,0.761,1265470,0.682,340465,0.93,303685,0.83,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.794,0.559
"Unallocated, UT",49000,,,,UT,8,,,,,,,,0.008,10872,,83,,2.95,4.19,0.001,2752,,16,,57389,,451,,,,,,,,0.051,2193,,0,1,-0.046,-0.1,-1,0,0.097,2445,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.008,10835,230,151,3.2,-0.41,0.13,0.009,18283,388,134,2.8,979981,20792,10452,222,0,17,SustainedHotspot,,High,High,0.111,105301,2234,0,0.95,-0.061,-0.19,0,-0.02,0.172,129623,2750,0,0.98,1187,10.8,0.89,0.13,0.93,0.21,-0.12,0,-0.03,0.01,-0.03,51,11018,1315,0.9,0.9,0.94,0.9,3448070,0.732,2933431,0.622,2380,0.005,7753,0.002,954,0.002,6799,0.002,543,0.001,-0.0018,-0.0003,-0.0005,-0.0002,-0.0001,131065,0.269,92684,0.19,3316358,0.855,2840532,0.733,298290,0.727,248755,0.606,3018068,0.87,2591777,0.747,509694,0.95,454742,0.884,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.008,10276,526,88,4.5,0.32,-0.22,0.004,7794,399,113,5.8,594384,30438,5467,280,0,20,SustainedHotspot,,High,High,0.106,55126,2823,,,-0.037,-0.19,,,0.143,67873,3476,,,297,6.9,0.82,0.1,0.83,0.14,-0.37,0.03,-0.03,0,-0.05,15,4302,483,1,1,1,1,1639679,0.84,1366232,0.7,673,0.004,3312,0.002,304,0.002,3008,0.002,457,0.001,-0.0006,-0.0006,-0.0003,-0.0007,0,45303,0.286,34909,0.22,1593787,0.947,1331254,0.791,108834,0.779,90744,0.649,1484953,0.95,1240510,0.804,370834,0.95,303218,0.906,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.584,0.605
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.008,9999,476,90,4.3,-0.56,0.07,0.011,22862,1087,84,4,550063,26162,5421,258,0,9,SustainedHotspot,,High,High,0.16,28516,1356,1,0.93,-0.084,-0.44,0,-0.05,0.244,50987,2425,1,0.99,635,15.7,0.9,0.17,0.94,0.33,-0.24,-0.01,-0.07,-0.01,-0.11,28,4056,443,0.93,0.93,0.96,0.93,1335389,0.635,1162801,0.553,1319,0.006,3175,0.002,403,0.002,2772,0.002,292,0.001,0.0018,0.0001,0,0.0001,-0.0001,45900,0.214,33113,0.155,1289271,0.739,1129631,0.647,108309,0.572,91393,0.482,1180962,0.759,1038238,0.668,224977,0.92,203939,0.834,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"San Bernardino County, CA",6071,Large fringe metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2180085,0.469,0.055,0.007,1,24628,0.011,0.007,9564,439,38,1.7,-0.33,0.52,0.007,14316,657,25,1.1,572709,26270,6360,292,0,11,SustainedHotspot,,High,High,,60928,2795,,,,-0.2,,,0.144,75765,3475,,,458,13.4,0.84,0.18,0.75,0.28,-0.31,0,-0.07,-0.05,-0.09,20,3420,478,1,1,1,1,1366168,0.627,1227063,0.563,1489,0.007,5301,0.003,747,0.004,4554,0.003,536,0.002,-0.0006,-0.0003,-0.0003,-0.0003,-0.0003,45160,0.202,34163,0.153,1320519,0.732,1192780,0.661,108840,0.561,98586,0.508,1211679,0.752,1094194,0.679,239140,0.918,216576,0.831,0.09,0.17,0.12,3.3,0.08,0.54,0,0.07,0.901,0.578
