County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.04,202047,2013,138,1.4,0.45,0.47,0.04,139754,1392,94,0.9,1961589,19539,27532,274,11,0,SustainedHotspot,Continuing,High,High,0.23,644701,6422,,,0.008,0.07,,,0.222,600956,5986,,,3712,20.8,0.8,0.16,0.78,0.18,0.76,0.04,0.08,0.04,0.07,91,17813,2080,0.95,0.92,0.98,0.95,7932541,0.79,6830222,0.68,24842,0.03,49195,0.006,5266,0.007,43929,0.006,5431,0.004,0.0092,0.0005,0.0021,0.0003,0.0004,257515,0.307,168180,0.2,7673978,0.89,6661745,0.773,629279,0.868,538278,0.742,7044699,0.892,6123467,0.776,1359159,0.95,1182853,0.837,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.022,110441,4065,36,1.3,0.11,1,0.028,99926,3678,18,0.7,965111,35522,9314,343,6,0,SustainedHotspot,Recent,High,High,0.339,390152,14360,,,-0.02,0.03,,,0.358,379498,13968,,,2910,42.5,0.85,0.3,0.77,0.26,0.32,0.06,0.11,0.07,0.11,23,6852,982,1,0.96,1,1,2686048,0.95,2205210,0.812,4621,0.022,17791,0.008,1510,0.008,16281,0.008,1995,0.004,0.0011,0.0006,0.0016,0.0005,0,49327,0.235,27629,0.131,2635612,0.95,2176994,0.927,171572,0.941,129701,0.711,2464040,0.95,2047293,0.945,519892,0.95,434585,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.017,84414,1639,234,4.5,0.15,0.34,0.021,73429,1426,174,3.4,947175,18391,12289,239,6,0,SustainedHotspot,Recent,High,High,0.171,397813,7724,1,0.79,-0.009,0,0,-0.02,0.18,396501,7699,1,0.81,2841,20.5,0.73,0.24,0.76,0.31,0.14,0.02,0.05,0.03,0.05,52,13876,1583,1,0.92,1,1,4007639,0.778,3503515,0.68,17816,0.041,39892,0.009,5493,0.015,34399,0.009,1744,0.002,0.0171,0.0053,0.0064,0.0052,0.0023,180825,0.42,126258,0.293,3826412,0.868,3377155,0.766,287840,0.772,252567,0.677,3538572,0.877,3124588,0.774,717544,0.924,647311,0.834,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Queens County, NY",36081,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2253858,0.117,0.116,0.007,2,29190,0.013,0.017,82983,3682,119,5.3,0.11,0.53,0.021,75067,3331,78,3.5,539095,23919,10705,475,9,0,SustainedHotspot,Recent,High,High,0.337,209925,9314,1,0.86,0.013,-0.14,0,-0.02,0.323,244150,10833,1,0.88,1119,31.7,0.88,0.37,0.7,0.38,0.08,0.04,0.13,0.02,0.14,7,3531,296,1,1,1,1,2226911,0.95,1829205,0.812,6208,0.036,26761,0.014,1809,0.013,24952,0.014,2639,0.007,-0.0084,-0.0038,-0.0011,-0.0041,-0.0017,74189,0.428,42797,0.247,2152573,0.95,1786377,0.919,140258,0.95,121954,0.866,2012315,0.95,1664423,0.923,383067,0.95,317731,0.863,0.11,0.13,0.16,2.9,0.18,0.28,0,0.26,0.62,0.832
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.133,0.132,0.008,0,15416,0.006,0.016,81175,3171,158,6.2,-0.01,0.88,0.023,81652,3190,84,3.3,585423,22869,11356,444,7,0,SustainedHotspot,Recent,High,High,0.292,233055,9104,1,0.88,0.008,-0.26,0,0.02,0.284,313223,12236,1,0.86,1160,30.5,0.79,0.34,0.84,0.41,0.23,0.02,0.11,0.01,0.12,13,3805,351,1,0.92,1,1,2079489,0.812,1718763,0.671,4817,0.022,23933,0.011,2134,0.012,21799,0.011,1718,0.005,-0.0046,-0.002,0.0004,-0.0022,-0.0009,69023,0.308,44360,0.198,2010248,0.934,1674363,0.778,124526,0.716,105502,0.606,1885722,0.95,1568861,0.793,317322,0.863,280598,0.763,0.08,0.21,0.14,2.7,0.3,0.19,0,0.12,0.815,0.912
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.012,62049,1383,215,4.8,1.2,0.16,0.008,28246,630,185,4.1,949357,21165,13952,311,10,0,SustainedHotspot,Continuing,High,High,0.326,136194,3036,1,0.98,0.086,0.2,0,-0.02,0.24,113243,2525,1,0.99,1886,19,0.84,0.17,0.8,0.27,0.33,0.04,0.03,0.02,0.01,42,9918,1221,1,0.98,1,1,2844051,0.634,2425333,0.541,6841,0.017,18667,0.005,2114,0.006,16553,0.005,2216,0.003,0.0023,0.0008,0.001,0.0008,0,82614,0.201,43160,0.105,2761213,0.727,2382141,0.627,203212,0.557,168986,0.463,2558001,0.745,2213155,0.645,654287,0.94,575279,0.826,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.012,61927,1314,55,1.2,0.15,0.08,0.015,53989,1145,51,1.1,752947,15975,9821,208,10,0,SustainedHotspot,Recent,High,High,0.366,161011,3416,1,0.91,-0.017,-0.06,0,-0.05,0.383,170734,3622,1,0.96,2569,23.8,0.88,0.21,0.92,0.25,0.27,0.02,0.07,0.03,0.08,51,10815,1243,0.9,0.84,0.94,0.9,3360496,0.713,2849346,0.605,9881,0.02,18758,0.005,2502,0.006,16256,0.005,1348,0.003,-0.0045,0.0001,0.0003,0.0001,-0.0003,107324,0.22,60933,0.125,3252572,0.839,2788213,0.719,290119,0.707,240043,0.585,2962453,0.854,2548170,0.735,505028,0.95,451041,0.877,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Bronx County, NY",36005,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1418207,0.074,0.073,0.004,2,28996,0.02,0.011,53854,3797,82,5.8,0.06,0.52,0.014,51044,3599,54,3.8,349768,24663,7011,494,9,0,SustainedHotspot,Recent,High,High,0.357,108788,7671,1,0.86,-0.015,-0.12,0,-0.02,0.372,124091,8750,1,0.88,1050,30.3,0.77,0.28,0.81,0.38,0.09,0.04,0.09,0.06,0.12,8,3463,353,1,0.88,1,1,1155309,0.815,971027,0.685,4216,0.031,12900,0.011,1350,0.012,11550,0.011,901,0.005,-0.0056,-0.0011,-0.0008,-0.0012,-0.0004,39681,0.29,18609,0.136,1115529,0.945,952375,0.806,93787,0.842,78570,0.705,1021742,0.95,873805,0.817,178935,0.948,159015,0.842,0.1,0.29,0.13,2.8,0.29,0.56,0,0.04,0.993,0.994
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.01,50254,2573,14,0.7,0.03,0,0.014,48737,2496,14,0.7,493231,25258,5006,256,6,0,SustainedHotspot,Recent,High,High,0.37,161678,8279,,,-0.013,0.05,,,0.383,154670,7921,,,1695,40.5,0.84,0.27,0.82,0.23,0.21,0.04,0.09,0.08,0.09,14,4182,479,1,1,1,1,1603096,0.821,1334041,0.683,2709,0.017,10193,0.006,813,0.006,9380,0.006,1860,0.006,0.0017,0,0.0006,0,-0.0014,39086,0.247,25481,0.161,1563443,0.929,1308493,0.778,106090,0.759,87946,0.629,1457353,0.945,1220547,0.791,366777,0.95,301159,0.9,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.584,0.605
"New York County, NY",36061,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1628706,0.085,0.084,0.005,11,178189,0.109,0.01,49312,3028,58,3.6,0.03,0.71,0.014,47669,2927,34,2.1,341008,20937,4798,295,1,0,SustainedHotspot,Recent,High,High,0.247,168651,10355,1,0.92,-0.014,-0.32,0,0.06,0.261,247318,15185,1,0.86,2472,24.7,0.8,0.24,0.84,0.28,0.25,0.05,0.08,0.06,0.09,15,9988,974,1,0.87,1,1,1693135,0.95,1326347,0.814,2160,0.024,15855,0.011,1293,0.019,14562,0.01,858,0.003,-0.0027,-0.0023,0.0052,-0.0027,-0.0008,52357,0.593,36677,0.416,1640536,0.95,1289619,0.881,81277,0.95,60998,0.899,1559259,0.95,1228621,0.88,278300,0.95,237919,0.862,0.06,0.17,0.17,2.1,0.12,0.26,0,0.13,0.551,0.32
