County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.018,15318,297,98,1.9,0.03,0.58,0.018,14878,289,62,1.2,706159,13711,11643,226,5,0,SustainedHotspot,Recent,High,High,0.043,370131,7187,1,0.92,0.002,0.49,0,-0.02,0.041,247888,4813,1,0.94,841,6,0.75,0.08,0.75,0.16,0.3,0.04,0.1,0.01,0.02,0.02,0.03,0.01,0.01,52,13978,1604,3134,0.98,0.92,1,0.98,3844769,0.747,3409789,0.662,41709,0.009,2309,0.006,39400,0.01,3788,0.005,0.0054,0.0041,0.0055,0.0048,3710093,0.841,3332577,0.756,274085,0.735,245283,0.658,3436008,0.851,3087294,0.765,710715,0.916,643865,0.829,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.017,14659,327,210,4.7,-0.12,0.18,0.02,16575,370,178,4,830216,18509,13130,293,0,0,SustainedHotspot,,High,High,0.127,111801,2493,1,1,-0.017,0.18,0,0.01,0.144,94437,2105,1,0.99,1277,12.5,0.81,0.15,0.75,0.26,0.47,0.18,-0.03,0.03,0,0.04,0.02,0.01,0.01,42,10193,1375,1701,1,0.98,1,1,2750230,0.613,2359317,0.526,18317,0.005,1449,0.004,16868,0.005,3002,0.004,-0.0001,-0.0003,0,0,2693298,0.709,2337907,0.616,196327,0.538,164063,0.449,2496971,0.727,2173844,0.633,644394,0.925,569251,0.818,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.013,10707,107,93,0.9,-0.04,-0.15,0.014,11178,111,110,1.1,1548157,15421,27341,272,3,0,Hotspot,Recent,High,High,0.016,926601,9230,,,0.003,0.62,,,0.013,573185,5710,,,580,3.3,0.79,0.04,0.75,0.08,0.26,0.02,0.22,0.01,0.01,0.02,0.01,0.01,0,91,17800,2073,5004,0.95,0.92,0.98,0.95,7666202,0.764,6619400,0.659,59498,0.007,6996,0.01,52502,0.007,7783,0.006,-0.0001,-0.0009,0,-0.0007,7483309,0.868,6518958,0.756,611898,0.844,515153,0.711,6871411,0.87,6003805,0.76,1337812,0.946,1166190,0.825,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.01,8637,494,136,7.8,-0.03,-0.19,0.011,8908,509,167,9.5,245773,14049,6135,351,3,0,SustainedHotspot,Recent,High,High,0.118,76916,4397,0,0.95,-0.019,0.3,0,-0.02,0.137,59330,3392,0,0.97,586,13.8,0.88,0.2,0.81,0.3,0.43,0.12,-0.02,0,0.01,-0.01,0.02,0.02,0.01,18,4243,557,1076,1,0.94,1,1,956924,0.547,876541,0.501,3954,0.003,273,0.002,3681,0.003,580,0.002,-0.0004,0.0003,-0.0005,-0.0007,956391,0.648,876403,0.594,54259,0.392,52829,0.381,902132,0.675,823574,0.616,238392,0.862,220444,0.797,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Suffolk County, NY",36103,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1476601,0.077,0.076,0.004,2,29422,0.02,0.009,7619,516,16,1.1,0.26,-0.16,0.007,6065,411,19,1.3,268570,18188,3717,252,3,0,SustainedHotspot,Recent,High,High,0.077,68554,4643,1,0.96,0.011,0.35,0,-0.02,0.067,50909,3448,1,0.98,247,8.4,0.79,0.08,0.7,0.13,0.23,0.04,0.31,0,0.02,0.05,0.03,0.02,0.01,10,2954,390,606,1,0.9,1,1,1159469,0.785,1039762,0.704,9887,0.008,648,0.006,9239,0.008,1928,0.008,0.0007,0.0008,0.0007,0.0001,1142942,0.892,1031551,0.805,72293,0.638,65209,0.575,1070649,0.917,966342,0.828,271734,0.95,236819,0.925,0.05,0.07,0.17,3,0.07,0.2,0,0.04,0.215,0.282
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.009,7386,598,25,2,0.16,24,0.008,6358,515,1,0.1,177890,14403,2692,218,1,0,SustainedHotspot,Recent,High,High,0.166,34483,2792,1,0.99,-0.008,0.28,0,0.02,0.174,26958,2183,1,0.97,616,11.5,0.78,0.14,0.84,0.23,0.42,0.09,0.08,0,0.02,0.01,0.03,0.01,0.02,22,5379,889,1121,1,0.95,1,1,804638,0.651,743979,0.602,4488,0.004,329,0.004,4159,0.004,482,0.002,-0.001,0.0005,-0.0012,0.0001,785066,0.735,732034,0.686,46701,0.539,42321,0.488,738365,0.753,689713,0.703,206038,0.895,198600,0.863,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.008,6846,260,49,1.9,1.76,0.58,0.003,2479,94,31,1.2,422161,16018,5675,215,3,0,Hotspot,Recent,High,Substantial,0.064,38187,1449,1,0.97,0.004,0.29,1,-0.02,0.06,29558,1122,0,0.99,255,4.2,0.92,0.05,0.92,0.13,0.36,0.03,0.18,0.01,0,0,-0.01,0.02,0,31,6006,707,1925,1,0.94,1,1,1729417,0.656,1473351,0.559,9409,0.004,722,0.003,8687,0.004,956,0.003,-0.0026,-0.0111,-0.0017,-0.0005,1696198,0.778,1456990,0.669,137920,0.617,112940,0.505,1558278,0.797,1344050,0.687,274066,0.938,243458,0.833,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.754,0.6
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.133,0.132,0.008,0,15416,0.006,0.007,6246,244,29,1.1,0.4,0.04,0.005,4446,174,28,1.1,360317,14075,11022,431,1,0,SustainedHotspot,Recent,High,High,0.036,173599,6781,1,0.98,0.009,0.08,0,-0.01,0.027,160098,6254,1,0.99,160,4.2,0.81,0.05,0.82,0.08,0.2,0.01,0.29,0.02,0.01,0.04,0,0.03,0,13,3781,328,1158,1,0.92,1,1,1939663,0.758,1657908,0.648,51173,0.024,1398,0.008,49775,0.025,7416,0.02,0.0108,0.0008,0.0117,0.0127,1892016,0.879,1632342,0.758,116488,0.67,101270,0.582,1775528,0.897,1531072,0.774,308599,0.839,276723,0.752,0.08,0.21,0.14,2.7,0.3,0.19,0,0.12,0.815,0.912
"Nassau County, NY",36059,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1356924,0.071,0.07,0.004,4,39330,0.029,0.007,6089,449,9,0.7,0.25,-0.18,0.006,4889,360,11,0.8,236612,17437,3350,247,5,0,SustainedHotspot,Recent,High,High,0.066,69399,5114,1,0.97,0.005,0.3,0,-0.01,0.061,53424,3937,1,0.98,214,6.9,0.76,0.06,0.62,0.12,0.27,0.03,0.28,-0.01,0.01,0,0.01,-0.02,0,8,3106,373,402,1,1,1,1,1196334,0.882,1019719,0.751,16387,0.014,763,0.007,15624,0.015,3276,0.013,0.0027,0.0016,0.0028,0.0013,1170971,0.95,1007078,0.861,82093,0.791,73205,0.705,1088878,0.95,933873,0.876,285432,0.95,232296,0.942,0.05,0.06,0.18,3,0.12,0.17,0,0.11,0.243,0.174
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.007,5855,466,66,5.2,-0.16,-0.06,0.009,7000,557,70,5.6,181037,14396,2930,233,3,0,SustainedHotspot,Recent,High,High,0.141,44417,3532,1,0.92,-0.02,0.11,0,-0.01,0.161,39854,3169,1,0.93,580,15.4,0.83,0.17,0.83,0.27,0.36,0.08,0.04,0.01,0,0,-0.01,0.02,0,13,3762,393,699,1,1,1,1,839220,0.667,787446,0.626,3258,0.003,98,0.001,3160,0.003,469,0.002,-0.0001,-0.0001,-0.0001,-0.0005,838753,0.769,787303,0.721,52271,0.558,52273,0.558,786482,0.788,735030,0.737,201510,0.926,190594,0.876,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
