County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.052,122166,1217,468,4.7,-0.41,0.04,0.05,207875,2071,448,4.5,2678342,26679,28850,287,0,1,SustainedHotspot,,High,High,0.098,367174,3657,,,-0.049,-0.67,,,0.148,1105901,11016,,,2735,15,0.8,0.21,0.82,0.34,-0.3,-0.01,-0.05,-0.01,-0.02,91,18234,2154,0.95,0.93,0.98,0.95,7925614,0.789,7033737,0.701,10885,0.013,30835,0.004,3098,0.004,27737,0.004,2853,0.002,-0.0009,0.0228,0.0211,0.023,0.0329,305821,0.364,224181,0.267,7617703,0.884,6809039,0.79,628136,0.866,563857,0.778,6989567,0.885,6245182,0.791,1327132,0.939,1196007,0.846,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.02,47526,1060,287,6.4,-0.4,-0.03,0.019,79477,1772,295,6.6,1198179,26713,14872,332,0,0,SustainedHotspot,,High,High,0.31,140933,3142,1,0.99,-0.09,-0.31,0,0.02,0.4,205180,4574,1,0.97,2174,21.2,0.81,0.21,0.78,0.28,-0.15,-0.01,-0.02,-0.01,0,42,10274,1201,1,1,1,1,2923936,0.652,2478822,0.553,3967,0.01,12209,0.003,2009,0.006,10200,0.003,1184,0.002,-0.0026,-0.0006,-0.0013,-0.0005,-0.0002,99354,0.242,59329,0.144,2824322,0.744,2419462,0.637,212120,0.581,175004,0.479,2612202,0.761,2244458,0.654,663102,0.95,579352,0.832,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.013,30117,902,113,3.4,-0.54,0.64,0.016,66063,1979,69,2.1,749553,22453,4735,142,1,0,SustainedHotspot,Recent,High,High,0.193,150115,4497,,,-0.06,-0.32,,,0.253,219232,6567,,,853,14.4,0.77,0.2,0.84,0.33,-0.22,-0.01,-0.02,0.01,-0.01,20,5910,646,1,1,1,1,3388283,0.95,2257372,0.676,5887,0.021,42397,0.015,4763,0.02,37634,0.014,4782,0.01,0.0715,0.4761,0.2158,0.4992,0.8106,134188,0.481,85245,0.306,3253286,0.95,2172010,0.76,238208,0.95,166217,0.714,3015078,0.95,2005793,0.765,643136,0.95,404430,0.835,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Unallocated, TN",47000,,,,TN,4,,,,,,,,0.013,29703,,153,,2.06,6.65,0.002,9714,,20,,107492,,571,,,,,,,,,128,,,,,-0.77,,,0.958,557,,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.012,28019,1398,91,4.5,-0.27,0.4,0.009,38277,1910,65,3.2,519309,25919,5592,279,0,0,SustainedHotspot,,High,High,0.28,120138,5996,1,0.99,-0.097,0.09,-1,0.16,0.378,109749,5478,2,0.83,884,13.6,0.62,0.15,0.95,0.37,-0.07,0.01,0.02,0.01,0.05,18,6521,612,1,1,1,1,1625499,0.811,1348603,0.673,2357,0.012,5886,0.004,730,0.004,5156,0.003,489,0.002,-0.0039,-0.0015,-0.0027,-0.0013,-0.0006,64598,0.325,38786,0.195,1560658,0.937,1309771,0.786,143275,0.847,116968,0.691,1417383,0.947,1192803,0.797,272020,0.95,230569,0.93,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Orange County, CA",6059,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,3175692,0.24,0.08,0.01,3,81888,0.026,0.011,25845,814,120,3.8,-0.36,0.88,0.01,40093,1262,64,2,563960,17759,6127,193,0,2,SustainedHotspot,,High,High,0.104,132346,4167,,,-0.1,-0.24,,,0.204,173493,5463,,,688,12.7,0.75,0.17,0.82,0.28,-0.32,-0.02,-0.04,0.02,-0.04,28,5429,579,1,1,1,1,2468274,0.777,2221697,0.7,2871,0.011,8656,0.003,1028,0.004,7628,0.003,748,0.002,-0.0008,0.0299,0.0192,0.031,0.0463,96074,0.364,72500,0.275,2371357,0.87,2149011,0.788,186585,0.774,169338,0.703,2184772,0.879,1979673,0.796,473902,0.95,431851,0.889,0.08,0.12,0.15,3,0.02,0.34,0,0.21,0.419,0.466
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.296,0.007,3,65772,0.029,0.011,25246,1121,43,1.9,-0.06,-0.04,0.007,26855,1192,45,2,348766,15482,2315,103,1,0,SustainedHotspot,Recent,High,High,0.687,29952,1330,,,0.028,-0.25,,,0.659,40142,1782,,,373,8.9,0.85,0.13,0.63,0.21,-0.13,-0.03,-0.03,-0.03,-0.02,20,4194,472,1,1,1,1,1961443,0.871,1781525,0.791,2379,0.013,6229,0.003,655,0.004,5574,0.003,466,0.002,-0.0005,-0.0006,-0.0011,-0.0006,-0.0002,102900,0.576,84373,0.472,1857994,0.95,1697086,0.872,135307,0.929,126143,0.866,1722687,0.95,1570943,0.872,301604,0.95,281657,0.926,0.06,0.1,0.14,2.5,0.07,0.1,0.01,0.19,0.285,0.282
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.01,24726,1176,99,4.7,-0.15,0.25,0.007,29064,1382,79,3.8,537998,25588,5322,253,0,0,SustainedHotspot,,High,High,0.278,53968,2567,1,0.99,-0.076,-0.33,0,0.01,0.354,80212,3815,1,0.98,1022,25,0.92,0.26,0.97,0.47,-0.21,-0.01,-0.04,-0.01,-0.04,28,4094,459,0.93,0.93,0.96,0.93,1329758,0.632,1153860,0.549,1492,0.007,3761,0.002,591,0.003,3170,0.002,331,0.001,-0.0043,-0.0034,-0.0024,-0.0035,-0.0034,44355,0.207,29277,0.137,1285187,0.737,1124528,0.645,107790,0.569,90411,0.477,1177397,0.757,1034117,0.665,224607,0.919,203621,0.833,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.01,23363,496,166,3.5,-0.3,0.24,0.008,33530,711,134,2.8,962743,20426,10260,218,0,7,SustainedHotspot,,High,High,0.19,133234,2827,1,0.97,-0.049,-0.25,0,0.02,0.239,176698,3749,1,0.96,1504,13.3,0.89,0.17,0.92,0.27,-0.19,0,-0.03,-0.01,-0.02,51,11326,1330,0.9,0.86,0.94,0.9,3433313,0.728,2913943,0.618,3900,0.008,9115,0.002,1202,0.003,7913,0.002,703,0.001,-0.0026,-0.0011,-0.0011,-0.0011,-0.0006,127276,0.261,84894,0.174,3305399,0.852,2828838,0.729,296810,0.723,246605,0.601,3008589,0.868,2582233,0.745,508965,0.95,454093,0.883,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.007,17660,715,126,5.1,-0.5,0.3,0.009,35144,1423,97,3.9,588874,23836,5827,236,0,1,SustainedHotspot,,High,High,0.225,91144,3689,,,-0.07,-0.37,,,0.295,145330,5883,,,668,18.7,0.82,0.26,0.84,0.36,-0.16,0,-0.03,0.02,-0.02,17,3569,427,1,1,1,1,1585051,0.642,1406641,0.569,2457,0.01,7526,0.004,1036,0.005,6490,0.003,729,0.002,0.0022,0.0248,0.0212,0.0252,0.0424,50920,0.211,34498,0.143,1533816,0.74,1372094,0.662,127801,0.59,112951,0.521,1406015,0.757,1259143,0.678,339589,0.928,303120,0.828,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.794,0.559
