County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,% Non-Hispanic White,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score,Forecasted case trajectory
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.26,0.031,32713,326,171,1.7,0.39,0.37,0.025,23534,234,125,1.2,1385784,13804,25089,250,3,0,SustainedHotspot,Recent,High,High,,491265,4894,,,,-0.22,,,0.04,630316,6279,,,1384,7.7,705,3.9,0.8,0.1,0.77,0.2,0.28,0.05,0.04,0,0.01,0.01,0.02,0.01,0.01,91,17921,2115,5236,0.95,0.92,0.98,0.95,6546086,0.652,5617285,0.56,81126,0.009,14338,0.02,66788,0.008,5133,0.004,-0.0012,-0.0085,-0.0005,0.0001,6527986,0.757,5605697,0.65,456896,0.63,367699,0.507,6071090,0.769,5237998,0.663,1230513,0.87,1060079,0.75,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.77,0.49,Likely Decreasing
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.29,0.024,25131,533,138,2.9,0.77,0.6,0.015,14208,301,86,1.8,479547,10174,6986,148,5,0,SustainedHotspot,Continuing,High,High,,34182,725,,,,-0.65,,,0.188,97514,2069,1,0.98,2091,18.9,913,8.3,0.92,0.24,0.94,0.43,0.5,0.15,0.05,0,0.04,0.02,0.08,0.02,0.03,50,11054,1349,3308,0.92,0.88,0.96,0.92,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.72,0.56,Uncertain
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.13,0.019,20033,737,0,0,-0.07,,0.023,21655,797,0,0,610802,22481,6472,238,1,0,SustainedHotspot,,High,High,,108612,3998,,,,-0.37,,,0.139,171281,6304,,,1553,25.7,294,4.9,0.89,0.29,0.85,0.42,0.41,0.17,-0.01,-0.01,0.02,0,0.06,0.02,0.02,22,6033,925,1955,1,0.86,1,1,2203223,0.811,1772220,0.652,41248,0.018,7692,0.042,33556,0.015,3344,,-0.0053,-0.0085,-0.0051,0,2202102,0.937,1771643,0.754,133015,0.73,82075,0.45,2069087,0.955,1689568,0.78,463854,0.999,387772,0.857,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.82,0.81,Uncertain
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.55,0.014,14280,318,78,1.7,0.07,0.86,0.014,13323,297,42,0.9,625004,13934,10666,238,0,0,SustainedHotspot,,High,High,0.109,116139,2589,1,0.99,-0.009,0.08,0,-0.01,0.118,107815,2404,1,1,849,8.2,856,8.3,0.7,0.1,0.6,0.19,0.37,0.12,0.14,0,0.02,-0.01,0.02,0.01,0.02,42,10308,1448,1700,1,0.98,1,1,2354002,0.525,1972415,0.44,30512,0.008,5678,0.016,24834,0.007,2138,0.003,-0.0011,-0.0022,-0.001,0,2353750,0.62,1972364,0.519,152059,0.416,114347,0.313,2201691,0.641,1858017,0.541,601905,0.864,513030,0.737,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.64,0.22,Uncertain
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.35,0.013,13536,693,0,0,-0.08,,0.016,14666,751,0,0,312184,15987,3079,158,3,0,SustainedHotspot,,High,High,,65147,3336,,,,-0.39,,,0.207,106924,5475,,,1663,35.2,257,5.4,0.84,0.34,0.91,0.53,0.52,0.24,-0.05,0,0.02,0,0.06,0.01,0.04,15,4723,577,1026,1,0.93,1,1,1330442,0.681,1073680,0.55,24628,0.015,4251,0.03,20377,0.013,2403,0.007,-0.0048,-0.0142,-0.0039,0.0001,1329871,0.79,1073610,0.638,85378,0.611,58561,0.419,1244493,0.807,1015049,0.658,326240,0.975,272686,0.815,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.58,0.61,Uncertain
"Hillsborough County, FL",12057,Large central metro,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,FL,4,1471968,0.461,0.069,0.004,2,40510,0.028,0.48,0.011,11263,765,0,0,0.03,,0.012,10981,746,0,0,195047,13251,1832,124,3,0,SustainedHotspot,,High,High,,28416,1930,,,,-0.35,,,0.224,43890,2982,,,1129,27.7,176,4.3,0.89,0.25,0.85,0.41,0.4,0.16,0.01,0.01,0.03,0.01,0.07,0.04,0.04,12,4080,545,695,1,0.92,1,1,851219,0.578,681581,0.463,15563,0.012,2398,0.022,13165,0.011,1274,0.006,-0.0029,-0.0057,-0.0026,0,851050,0.678,681558,0.543,50658,0.467,36339,0.335,800392,0.698,645219,0.563,207997,0.972,160708,0.751,0.13,0.15,0.15,2.6,0.16,0.3,0,0.04,0.67,0.5,Likely Decreasing
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.27,0.009,9675,483,97,4.8,-0.16,0.62,0.012,11519,575,60,3,273913,13671,3867,193,2,0,SustainedHotspot,Recent,High,High,,22011,1099,,,,-0.53,,,0.235,47138,2353,2,0.99,1250,18.7,300,4.5,0.67,0.17,0.94,0.49,0.54,0.16,0.09,-0.01,0.01,0.01,0.04,0.06,0.02,18,6674,660,1487,1,0.94,1,1,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.83,0.37,Likely Decreasing
"Palm Beach County, FL",12099,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1496770,0.243,0.07,0.005,1,24036,0.016,0.54,0.009,9294,621,0,0,0.01,,0.01,9170,613,0,0,191819,12816,2883,193,3,0,SustainedHotspot,,High,High,,36198,2418,,,,-0.37,,,0.22,57154,3818,,,1010,27.6,91,2.5,0.88,0.27,0.81,0.49,0.37,0.18,-0.03,0.01,0.03,0.01,0.04,0.01,0.01,15,3658,475,740,1,0.93,1,1,938647,0.627,793111,0.53,17235,0.013,2226,0.023,15009,0.012,3270,0.009,-0.0009,-0.0086,-0.0002,0.0042,938338,0.715,793067,0.605,48379,0.49,33976,0.344,889959,0.734,759091,0.626,330923,0.908,293555,0.805,0.14,0.13,0.24,2.6,0.19,0.23,0,0.03,0.56,0.4,Uncertain
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.45,0.009,9189,275,24,0.7,0.08,0.85,0.009,8493,254,13,0.4,324537,9722,3848,115,0,0,SustainedHotspot,,High,High,,96256,2883,,,,-0.18,,,0.084,118048,3536,,,503,8.8,196,3.4,0.76,0.11,0.8,0.24,0.27,0.08,0.08,0,0.02,0.01,0.05,0.01,0.02,20,5746,629,1465,1,0.95,1,1,3110553,0.932,1534437,0.46,38931,0,5837,0.025,33094,,5955,,0,-0.0084,0,0,3102662,0.999,1530865,0.536,195266,0.838,105941,0.455,2907396,0.999,1424924,0.543,699937,0.999,295712,0.61,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.28,Uncertain
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.28,0.009,9138,347,46,1.7,0.11,1.19,0.009,8233,312,21,0.8,340244,12910,4294,163,3,0,SustainedHotspot,Recent,High,High,,13547,514,,0,,-0.7,,-0.99,0.145,45077,1710,1,0.99,870,14.5,1806,30,0.92,0.17,0.94,0.36,0.45,0.09,0.16,0.01,0.02,0.01,0.04,0.03,0.02,31,6014,762,1943,1,0.94,1,1,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.75,0.6,Likely Decreasing
