County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.052,159117,1585,487,4.9,-0.19,0.22,0.043,197421,1967,399,4,2646745,26364,28718,286,1,0,SustainedHotspot,Recent,High,High,0.098,534985,5329,,,-0.061,-0.55,,,0.159,1184357,11797,,,3061,16.8,0.81,0.22,0.82,0.35,-0.24,-0.01,-0.04,-0.01,0,91,18267,2165,0.95,0.95,0.98,0.95,7912969,0.788,7020233,0.699,9909,0.012,-168987,-0.02,-12436,-0.017,-156551,-0.02,-44176,-0.031,-0.0053,-0.0245,-0.0231,-0.0247,-0.0348,302963,0.361,219253,0.261,7608013,0.883,6800522,0.789,627273,0.865,562616,0.776,6980740,0.884,6237906,0.79,1326102,0.938,1195201,0.845,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.019,57134,1274,425,9.5,-0.32,2.54,0.018,83692,1866,120,2.7,1188443,26496,14819,330,0,0,SustainedHotspot,,High,High,0.337,156469,3488,1,0.98,-0.07,-0.27,0,0.02,0.407,214794,4789,1,0.96,2349,22.8,0.81,0.22,0.78,0.29,-0.09,-0.01,-0.01,0.01,0.01,42,10298,1206,1,1,1,1,2919032,0.651,2474151,0.552,4328,0.011,13025,0.003,2192,0.006,10833,0.003,1210,0.002,-0.0018,-0.0005,-0.0009,-0.0004,-0.0002,98187,0.239,57802,0.141,2820591,0.743,2416318,0.636,211533,0.579,174358,0.478,2609058,0.76,2241960,0.653,662676,0.95,579042,0.832,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.013,39371,1179,100,3,-0.59,1.44,0.021,96968,2905,41,1.2,741615,22215,4686,140,2,0,SustainedHotspot,Recent,High,High,0.199,170695,5113,,,-0.065,-0.18,,,0.265,207708,6222,,,942,16,0.77,0.21,0.83,0.34,-0.15,-0.02,-0.01,0,0,20,5896,643,1,1,1,1,3373982,0.95,2252661,0.675,-15460,-0.055,-1334912,-0.467,-47283,-0.203,-1287629,-0.491,-389733,-0.804,-0.0833,-0.4912,-0.2346,-0.5139,-0.8206,132680,0.476,83491,0.3,3240554,0.95,2169074,0.759,236923,0.95,165859,0.712,3003631,0.95,2003215,0.764,641616,0.95,404218,0.834,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.296,0.007,3,65772,0.029,0.01,32012,1421,49,2.2,0.18,-0.02,0.006,27156,1205,50,2.2,345785,15349,2301,102,1,0,SustainedHotspot,Recent,High,High,0.713,34268,1521,,,0.022,-0.22,,,0.691,43968,1952,,,377,9.2,0.87,0.14,0.64,0.22,-0.2,-0.02,-0.03,-0.01,-0.01,20,4078,473,1,1,1,1,1959189,0.87,1779193,0.79,2560,0.014,6830,0.004,734,0.005,6096,0.003,503,0.002,-0.001,-0.0004,-0.0007,-0.0003,0,102367,0.573,83327,0.467,1856285,0.95,1695801,0.871,135157,0.928,125986,0.865,1721128,0.95,1569815,0.872,301455,0.95,281569,0.925,0.06,0.1,0.14,2.5,0.07,0.1,0.01,0.19,0.285,0.282
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.01,32005,1597,74,3.7,-0.25,0.37,0.009,42427,2118,54,2.7,513812,25645,5546,277,0,0,SustainedHotspot,,High,High,0.314,125891,6283,1,0.98,-0.072,0.18,-1,0.2,0.386,107087,5345,2,0.78,898,13.8,0.61,0.15,0.95,0.36,-0.08,0,0.02,0,0.04,18,6504,608,1,1,1,1,1623319,0.81,1346272,0.672,2405,0.012,6496,0.004,863,0.005,5633,0.004,516,0.002,-0.0067,-0.0006,-0.0018,-0.0005,-0.0003,64040,0.323,37887,0.191,1559038,0.936,1308339,0.785,143115,0.846,116739,0.69,1415923,0.946,1191600,0.796,271834,0.95,230436,0.93,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.008,24449,519,171,3.6,-0.35,0.58,0.008,37407,794,108,2.3,957219,20309,10200,216,1,5,SustainedHotspot,Recent,High,High,0.205,143236,3039,1,0.96,-0.043,-0.23,0,0.03,0.248,185230,3930,1,0.94,1573,13.9,0.89,0.18,0.92,0.28,-0.19,0,-0.02,0,0,51,11330,1302,0.9,0.84,0.94,0.9,3429584,0.728,2909243,0.617,3728,0.008,9850,0.003,1198,0.003,8652,0.002,794,0.002,-0.0029,-0.0005,-0.0009,-0.0004,-0.0002,126207,0.259,83242,0.171,3302739,0.852,2825790,0.729,296487,0.723,246139,0.6,3006252,0.867,2579651,0.744,508762,0.95,453875,0.883,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.008,23487,1117,122,5.8,-0.2,1.35,0.006,29258,1392,52,2.5,528646,25144,5296,252,0,0,SustainedHotspot,,High,High,0.294,61989,2948,1,0.98,-0.078,-0.26,0,0.05,0.371,83676,3980,1,0.93,1106,26.9,0.93,0.28,0.97,0.49,-0.18,0,-0.03,0,-0.01,28,4106,460,0.93,0.93,0.96,0.93,1328490,0.632,1152049,0.548,1657,0.008,8288,0.005,821,0.004,7467,0.005,1056,0.004,-0.0036,0.0018,-0.0001,0.002,0.0027,44072,0.206,28666,0.134,1284203,0.736,1123329,0.644,107673,0.568,90214,0.476,1176530,0.756,1033115,0.664,224490,0.918,203522,0.832,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.008,23019,847,190,7,-0.51,0.26,0.01,46959,1728,151,5.6,1128410,41532,9755,359,0,9,SustainedHotspot,,High,High,0.18,188466,6937,,,-0.044,0.45,,,0.224,129903,4781,,,973,14.2,0.83,0.17,0.78,0.23,-0.35,-0.01,-0.07,-0.02,-0.07,23,6835,1022,1,1,1,1,2746197,0.95,2240063,0.824,1968,0.009,12328,0.005,754,0.004,11574,0.005,879,0.002,-0.0058,-0.0029,-0.0022,-0.0029,-0.0008,58399,0.278,37780,0.18,2686632,0.95,2201676,0.937,175129,0.95,132810,0.729,2511503,0.95,2068866,0.95,523818,0.95,437085,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Orange County, CA",6059,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,3175692,0.24,0.08,0.01,3,81888,0.026,0.007,22858,720,128,4,-0.52,2.46,0.01,47903,1508,37,1.2,554054,17447,6098,192,0,0,SustainedHotspot,,High,High,0.114,129072,4064,,,-0.107,-0.23,,,0.221,166705,5249,,,793,14.6,0.76,0.18,0.82,0.29,-0.2,-0.02,-0.04,0.01,-0.03,28,5445,583,1,1,1,1,2465153,0.776,2218016,0.698,2539,0.01,-73817,-0.027,-3724,-0.015,-70093,-0.028,-21845,-0.045,-0.0066,-0.0317,-0.0221,-0.0326,-0.0478,95411,0.361,71000,0.269,2368932,0.869,2146851,0.787,186346,0.773,168976,0.701,2182586,0.878,1977875,0.796,473649,0.95,431667,0.889,0.08,0.12,0.15,3,0.02,0.34,0,0.21,0.419,0.466
"Snohomish County, WA",53061,Large fringe metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,822083,0.207,0.108,0.002,0,3577,0.004,0.006,18383,2236,42,5.1,0.63,0.4,0.002,11292,1374,30,3.6,139882,17016,949,115,4,0,SustainedHotspot,Recent,High,High,0.909,11667,1419,,,0.072,-0.22,,,0.837,15054,1831,,,100,11.5,0.87,0.19,0.58,0.29,0.08,-0.05,-0.05,-0.21,-0.15,4,866,82,1,1,1,1,617123,0.751,565177,0.687,1346,0.019,2105,0.003,364,0.006,1741,0.003,192,0.002,0.0031,-0.0001,0.0006,-0.0002,0,29426,0.41,22737,0.317,587617,0.841,542428,0.777,44928,0.744,41177,0.682,542689,0.851,501251,0.786,111337,0.95,103814,0.904,0.06,0.08,0.14,2.7,0.04,0.11,0.01,0.12,0.276,0.186
