County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - 15-21 days ago (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - 15-21 days ago (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - 15-21 days ago (may be an underestimate due to delayed reporting),Median test latency - 15-21 days ago,% tests resulted in 3 or fewer days - 15-21 days ago,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Native American / Alaskan Native,% Asian,SVI score,CCVI score,Forecasted case trajectory
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,2559903,0.1332,0.1316,0.0077,0,15416,0.006,0.0214,8658,338,115,4.5,0.08,-0.14,0.02087138894526757,8021,313,133,5.2,237864,9292,9543,373,0,55,SustainedHotspot,,High,High,0.058,157364,6147,1,0.98,0.001,0.01,0,-0.01,0.057,155797,6086,1,0.99,0.002,-0.05,0,0,0.055,163308,6379,1,0.99,513,12,173,4,0.73,0.14,0.84,0.26,0.27,0.04,0.08,-0.05,0,0,0.04,0.01,0.01,0,13,4301.857142857143,391.8571428571428,1252.428571428572,1,0.9230769230769232,1,1,0.082438194,0.211453529,0.143710133,2.69,0.29713079,0.188944269,0.01,0.126641127,0.8153,0.9124479999999999,Likely Decreasing
"Queens County, NY",36081,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,2253858,0.1173,0.1159,0.0068,2,29190,0.013,0.0212,8564,380,115,5.1,0.11,0.01,0.0200439233319282,7703,342,114,5.1,237637,10544,9197,408,0,57,SustainedHotspot,,High,High,0.079,151886,6739,1,0.99,0,0.05,0,0,0.079,144167,6396,1,0.99,0.006,-0.11,0,0,0.073,162065,7191,1,0.99,488,13,153,4,0.83,0.17,0.68,0.35,0.43,0.13,-0.03,0.09,0.02,-0.01,0.02,0.03,0.01,-0.01,7,3786.571428571429,375,786.7142857142858,1,1,1,1,0.105344436,0.129925762,0.163423339,2.91,0.179260628,0.28170985,0.01,0.269030702,0.6201,0.832219,Likely Decreasing
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,Region 4,2716940,0.4406,0.1265,0.0082,3,60195,0.0222,0.0188,7618,280,52,1.9,0.04,-0.35,0.01897966724433134,7294,268,80,2.9,437452,16101,5751,212,0,65,SustainedHotspot,,High,High,0.097,135475,4986,,,0.001,0.05,,,0.096,129554,4768,,,-0.003,-0.04,,,0.099,135587,4990,,,559,9,189,3,0.84,0.09,0.83,0.15,0.29,0.06,-0.03,-0.01,0,0,-0.02,-0.03,-0.01,-0.01,23,6136.428571428572,960,1890.54761904762,0.9565217391304348,0.9130434782608696,1,0.9565217391304348,0.18136682,0.180397685,0.166587043,3.07,0.153529338,0.6942972609999999,0,0.016235544,0.8175,0.81439,Likely Decreasing
"New York County, NY",36061,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,1628706,0.0848,0.0837,0.0049,11,178189,0.1094,0.015,6075,373,69,4.2,0.56,0,0.01013775480996914,3896,239,69,4.2,118986,7306,4146,255,1,50,SustainedHotspot,New,High,High,0.032,131441,8070,1,0.99,0.002,-0.01,0,0,0.03,132196,8117,1,0.99,-0.001,-0.04,0,0.01,0.032,137145,8420,1,0.98,745,7,268,2,0.77,0.1,0.76,0.2,0.3,0.08,-0.07,-0.02,0.01,-0.01,0.01,-0.01,0.01,-0.01,15,10845.57142857143,1227.428571428572,2530.714285714286,1,0.9333333333333332,1,1,0.057828052,0.166175441,0.169533974,2.07,0.123919848,0.255883505,0.01,0.128462104,0.551,0.319962,Likely Decreasing
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,Region 5,5150233,0.5445,0.4064,0.0155,7,135244,0.0263,0.0147,5942,115,66,1.3,0.4,-0.06,0.01101205809953527,4232,82,70,1.4,490661,9527,9601,186,0,0,Hotspot,,High,Substantial,0.036,129784,2520,0,0.99,0.005,0.05,0,-0.01,0.031,124159,2411,0,1,0.002,0.02,0,0.01,0.029,122107,2371,0,0.99,459,3,1170,8,0.7,0.04,0.63,0.06,0.26,0.02,0.12,0.02,0,0,-0.01,0,0,0,52,14251.88571428571,1790.342857142857,3170.342857142857,1,0.9615384615384616,1,1,0.09508014199999999,0.151453504,0.150717259,2.61,0.229940471,0.256159867,0.01,0.079057394,0.6755,0.733843,Uncertain
"Bronx County, NY",36005,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,1418207,0.0738,0.0729,0.0043,2,28996,0.0204,0.0117,4730,334,73,5.1,0.07,-0.25,0.01146482230306058,4406,311,97,6.8,159966,11279,6153,434,0,50,SustainedHotspot,,High,High,0.063,75829,5347,1,0.99,-0.003,0.02,0,0,0.066,74495,5253,1,0.99,-0.004,-0.07,0,0,0.071,80340,5665,1,0.99,310,8,40,1,0.71,0.11,0.76,0.28,0.3,0.09,-0.03,0.72,-0.03,-0.02,-0.07,-0.05,0,0,8,4004,427.7142857142857,1092,1,0.875,1,1,0.096639634,0.290559209,0.133101867,2.79,0.292400193,0.563796399,0.03,0.04561111299999999,0.9927,0.993951,Likely Decreasing
"Suffolk County, NY",36103,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,1476601,0.0768,0.0759,0.0045,2,29422,0.0199,0.0115,4664,316,38,2.6,0.04,-0.05,0.01163395835610165,4471,303,40,2.7,177334,12010,3214,218,0,0,SustainedHotspot,,High,High,0.054,63729,4316,1,0.99,0.001,0.05,0,0.01,0.053,60770,4116,1,0.98,0.001,-0.06,0,-0.01,0.052,64679,4380,1,0.99,326,11,231,8,0.77,0.14,0.67,0.2,0.26,0.08,0.14,0.45,0.01,0,0,0.01,-0.01,-0.01,10,2953.142857142857,416.4285714285714,634.4285714285714,1,0.9,1,1,0.05402627099999999,0.071186259,0.173331184,2.99,0.074663365,0.202105376,0.01,0.04227614599999999,0.2146,0.282394,Uncertain
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,Region 5,1749343,0.405,0.1752,0.0053,1,25758,0.0147,0.0107,4332,248,28,1.6,0.51,1.15,0.00747060935816771,2871,164,13,0.7,111911,6397,4225,242,3,0,SustainedHotspot,Continuing,High,High,0.092,35226,2014,1,0.97,0.029,0.04,0,0.01,0.062,33928,1939,1,0.96,0.016,-0.02,0,0.01,0.046,34737,1986,1,0.95,310,7,150,3,0.8,0.06,0.76,0.09,0.31,0.03,0.81,0.18,0,0.02,-0.01,0.02,0.03,0,18,4495.642857142857,597.4285714285717,1102.857142857143,1,0.9444444444444444,1,1,0.071540061,0.230555557,0.158076489,2.57,0.382391561,0.061423632,0,0.035318402,0.8723,0.7195159999999999,Uncertain
"Nassau County, NY",36059,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,1356924,0.0706,0.0698,0.0041,4,39330,0.029,0.0107,4315,318,28,2.1,-0.04,0.04,0.01165997928733874,4481,330,27,2,163084,12019,3026,223,0,0,SustainedHotspot,,High,High,0.055,70162,5171,1,0.99,0,0.03,0,0.01,0.055,68438,5044,1,0.98,0,-0.09,0,-0.01,0.054,74805,5513,1,0.99,282,9,20,1,0.73,0.11,0.6,0.18,0.25,0.07,-0.01,-0.44,0,0,0.01,-0.01,-0.02,-0.01,8,3149.857142857143,376.8571428571428,497,1,1,1,1,0.04799536,0.05719070599999999,0.181800897,3,0.117114886,0.174825561,0.01,0.108776173,0.243,0.174148,Uncertain
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,Region 4,1952778,0.3167,0.0909,0.0059,1,13150,0.0067,0.0106,4275,219,40,2,0.01,-0.3,0.01096001623706109,4212,216,57,2.9,209748,10741,2609,134,0,63,SustainedHotspot,,High,High,0.09,66753,3418,,,-0.009,0.05,,,0.099,63626,3258,,,-0.005,-0.05,,,0.104,66856,3424,,,453,10,118,3,0.79,0.11,0.81,0.21,0.36,0.08,0.02,-0.09,0,0,0,0,-0.01,-0.01,15,4493.714285714285,508.0000000000001,1015.428571428571,1,1,1,1,0.146170575,0.134948823,0.171343594,2.77,0.28433186,0.310830007,0,0.038722784,0.5844,0.605221,Uncertain
