County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - 15-21 days ago (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - 15-21 days ago (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - 15-21 days ago (may be an underestimate due to delayed reporting),Median test latency - 15-21 days ago,% tests resulted in 3 or fewer days - 15-21 days ago,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Native American / Alaskan Native,% Asian,SVI score,CCVI score,Forecasted case trajectory
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,2559903,0.1332,0.1316,0.0077,0,15416,0.006,0.0191,8622,337,119,4.6,0,0.03,0.02142554881624956,8658,338,115,4.5,246486,9629,9662,377,3,0,SustainedHotspot,Recent,High,High,0.057,153262,5987,1,0.99,0,-0.03,0,0.01,0.057,157573,6155,1,0.98,0.001,0.01,0,-0.01,0.057,156037,6095,1,0.99,476,11,205,5,0.73,0.15,0.81,0.27,0.27,0.05,-0.08,0.18,0,0.01,-0.03,0.01,0,0,13,4324.571428571428,395.4285714285714,1255,1,0.9230769230769232,1,1,0.082438194,0.211453529,0.143710133,2.69,0.29713079,0.188944269,0.01,0.126641127,0.8153,0.9124479999999999,Uncertain
"Queens County, NY",36081,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,2253858,0.1173,0.1159,0.0068,2,29190,0.013,0.019,8560,380,119,5.3,0,0.03,0.02119293140013413,8564,380,115,5.1,246197,10923,9316,413,3,0,SustainedHotspot,Recent,High,High,0.078,149603,6638,1,0.99,0,-0.02,0,0,0.079,151956,6742,1,0.99,0,0.05,0,0,0.079,144218,6399,1,0.99,541,14,152,4,0.84,0.18,0.65,0.34,0.38,0.12,0.11,0,0.01,0.01,-0.04,-0.01,-0.04,-0.01,7,3769.285714285714,375,785.2857142857142,1,1,1,1,0.105344436,0.129925762,0.163423339,2.91,0.179260628,0.28170985,0.01,0.269030702,0.6201,0.832219,Uncertain
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,Region 4,2716940,0.4406,0.1265,0.0082,3,60195,0.0222,0.0178,8012,295,104,3.8,0.05,1,0.01885190931880217,7618,280,52,1.9,445464,16396,5855,215,0,0,SustainedHotspot,,High,High,0.092,138227,5088,,,-0.004,0.01,,,0.096,137292,5053,,,0.001,0.06,,,0.096,129872,4780,,,484,8,147,2,0.83,0.08,0.8,0.12,0.27,0.05,-0.14,-0.28,-0.01,-0.01,-0.03,-0.02,-0.02,-0.01,23,6038.952380952382,947.8571428571428,1860.857142857143,0.9565217391304348,0.9130434782608696,1,0.9565217391304348,0.18136682,0.180397685,0.166587043,3.07,0.153529338,0.6942972609999999,0,0.016235544,0.8175,0.81439,Uncertain
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,Region 5,5150233,0.5445,0.4064,0.0155,7,135244,0.0263,0.016,7224,140,64,1.2,0.22,-0.03,0.01470439028253118,5942,115,66,1.3,497885,9667,9665,188,0,0,SustainedHotspot,,High,High,0.046,132347,2570,0,0.99,0.01,0.02,0,0,0.036,129818,2521,0,0.99,0.005,0.05,0,-0.01,0.031,124169,2411,0,1,543,4,1104,8,0.71,0.04,0.66,0.08,0.26,0.02,0.18,-0.06,0.01,0.01,0.03,0.01,0,0,52,14135,1756.428571428572,3184.047619047619,0.9807692307692308,0.9423076923076924,1,0.9807692307692308,0.09508014199999999,0.151453504,0.150717259,2.61,0.229940471,0.256159867,0.01,0.079057394,0.6755,0.733843,Likely Increasing
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,Region 5,1749343,0.405,0.1752,0.0053,1,25758,0.0147,0.0157,7076,404,31,1.8,0.63,0.11,0.01072019836821357,4332,248,28,1.6,118987,6802,4256,243,8,0,SustainedHotspot,Continuing,High,High,0.141,35210,2013,1,0.98,0.047,0,0,0.01,0.094,35290,2017,1,0.97,0.032,0.04,0,0.01,0.062,33944,1940,1,0.96,445,10,147,3,0.8,0.09,0.77,0.14,0.31,0.04,0.43,-0.01,0,0.03,0.01,0.05,0.01,0.02,18,4473.095238095239,588.8571428571429,1108,1,0.9444444444444444,1,1,0.071540061,0.230555557,0.158076489,2.57,0.382391561,0.061423632,0,0.035318402,0.8723,0.7195159999999999,Uncertain
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,Region 5,873972,0.2023,0.0875,0.0026,0,0,0,0.0132,5961,682,18,2.1,0.69,0.64,0.008725627757691841,3526,403,11,1.3,72578,8304,2025,232,14,0,SustainedHotspot,Continuing,High,High,0.19,18568,2125,1,0.98,0.068,0.11,0,0.01,0.122,16682,1909,1,0.97,0.041,0.13,0,-0.01,0.081,14716,1684,1,0.98,214,17,54,4,0.84,0.14,0.77,0.22,0.42,0.05,0.39,0.51,0.03,0.04,0.02,0.08,-0.01,0,5,1265.571428571428,148.1428571428571,249.2857142857143,1,1,1,1,0.05732065099999999,0.113190841,0.174225261,2.5,0.124125258,0.027556947,0,0.04256086,0.3296,0.5702010000000001,Uncertain
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,Region 6,4713325,0.667,0.1626,0.0142,3,56479,0.012,0.0126,5658,120,101,2.1,0.52,-0.3,0.009203235856737367,3719,79,145,3.1,377152,8002,5778,123,0,20,EmergingHotspot,,High,Substantial,0.074,69881,1483,1,0.99,-0.004,-0.08,0,0.01,0.078,76002,1612,1,0.98,0.006,-0.04,0,-0.01,0.072,79108,1678,1,0.99,738,6,698,6,0.8,0.08,0.84,0.17,0.41,0.06,0,-0.05,0,-0.01,-0.01,-0.02,-0.01,-0.01,51,12278.06190476191,1391.714285714285,3169.857142857143,0.9411764705882352,0.9019607843137256,0.9607843137254902,0.9411764705882352,0.201651383,0.162248098,0.109087958,2.88,0.188180531,0.43727496,0.01,0.073282874,0.7236,0.5571470000000001,Likely Decreasing
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,Region 5,1257584,0.2911,0.1259,0.0038,1,17236,0.0137,0.0117,5247,417,11,0.9,0.44,-0.42,0.009022586161243464,3646,290,19,1.5,87871,6987,2060,164,9,0,SustainedHotspot,Continuing,High,High,0.133,26196,2083,1,0.99,0.044,0.07,0,0.02,0.09,24446,1944,1,0.97,0.041,0.05,0,0,0.049,23290,1852,1,0.97,522,14,68,2,0.8,0.1,0.78,0.16,0.2,0.03,0.74,0.33,0.01,0.04,0.02,0.02,0.02,0,13,3693.690476190478,407.7142857142857,750.2857142857142,1,1,1,1,0.049323035,0.08612649800000001,0.173090625,2.47,0.136838573,0.043367282,0,0.081526164,0.114,0.156001,Uncertain
"Suffolk County, NY",36103,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,1476601,0.0768,0.0759,0.0045,2,29422,0.0199,0.0113,5108,346,36,2.4,0.1,-0.05,0.0115417832847064,4664,316,38,2.6,182442,12356,3250,220,0,0,SustainedHotspot,,High,High,0.055,64885,4394,1,0.98,0.001,0.02,0,-0.01,0.054,63823,4322,1,0.99,0.001,0.05,0,0.01,0.053,60804,4118,1,0.98,345,12,222,8,0.77,0.13,0.66,0.19,0.25,0.08,0.06,-0.04,0,0,-0.01,-0.01,-0.01,-0.01,10,2941.5,420.3333333333334,640,1,0.9,1,1,0.05402627099999999,0.071186259,0.173331184,2.99,0.074663365,0.202105376,0.01,0.04227614599999999,0.2146,0.282394,Uncertain
"Bronx County, NY",36005,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,Region 2,1418207,0.0738,0.0729,0.0043,2,28996,0.0204,0.0111,4984,351,71,5,0.05,-0.03,0.01170511040665979,4730,334,73,5.1,164950,11631,6224,439,3,0,SustainedHotspot,Recent,High,High,0.061,76207,5373,1,0.98,-0.002,0,0,-0.01,0.063,75846,5348,1,0.99,-0.003,0.02,0,0,0.066,74531,5255,1,0.99,325,8,40,1,0.72,0.11,0.75,0.25,0.28,0.07,0.06,0.01,0,0,-0.01,-0.03,-0.02,-0.02,8,3952.142857142857,418.7142857142857,1092.428571428571,1,0.875,1,1,0.096639634,0.290559209,0.133101867,2.79,0.292400193,0.563796399,0.03,0.04561111299999999,0.9927,0.993951,Uncertain
