County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People who are fully vaccinated,People who are fully vaccinated as % of total population,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score,Forecasted case trajectory
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.4406,0.1265,0.0082,3,60195,0.0222,0.0196,7542,278,72,2.7,-0.21,0.11,0.02076475715902733,9576,352,65,2.4,480483,17685,6130,226,0,2,SustainedHotspot,,High,High,0.108,133136,4900,,,-0.004,-0.06,,,0.112,142318,5238,,,530,9,173,3,0.84,0.09,0.79,0.14,0.28,0.05,-0.09,-0.02,0,0,-0.02,0,0,-0.01,23,6018.000000000001,943.8571428571428,1874.857142857143,0.9565217391304348,0.9130434782608696,1,0.9565217391304348,785543,0.289,308387,0.681,0.18136682,0.180397685,0.166587043,3.07,0.153529338,0.6942972609999999,0.000818936,0.015058853,0.8175,0.81439,Likely Decreasing
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.5445,0.4064,0.0155,7,135244,0.0263,0.0192,7377,143,72,1.4,-0.13,0.14,0.01848141450150271,8523,165,63,1.2,530975,10310,9911,192,0,4,SustainedHotspot,,High,High,0.045,163194,3169,0,0.99,-0.005,-0.05,0,0,0.051,170910,3318,0,0.99,737,5,1135,8,0.73,0.07,0.68,0.13,0.27,0.04,-0.16,-0.09,0,0,0,0,0,0,52,14273.42857142857,1764,3190,1,0.9615384615384616,1,1,1513055,0.294,463993,0.598,0.095080142,0.151453504,0.150717259,2.61,0.229940471,0.256159867,0.001160142,0.07731708400000001,0.6755,0.733843,Uncertain
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.1752,0.0053,1,25758,0.0147,0.0162,6222,356,108,6.2,-0.3,0.2,0.01924903397041413,8877,507,90,5.1,152469,8716,4577,262,1,4,SustainedHotspot,Recent,High,High,0.142,54540,3118,1,0.97,-0.021,-0.02,0,0,0.163,55876,3194,1,0.97,731,17,169,4,0.86,0.2,0.85,0.36,0.41,0.16,-0.18,0,-0.03,-0.02,0.03,0.02,0.04,0.03,18,4308.428571428572,602.7142857142858,1118.142857142857,1,0.9444444444444444,1,1,437975,0.25,170374,0.616,0.071540061,0.230555557,0.158076489,2.57,0.382391561,0.061423632,0.00331553,0.035078312,0.8723,0.7195159999999999,Likely Decreasing
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.3167,0.0909,0.0059,1,13150,0.0067,0.012,4602,236,85,4.4,-0.1,0.23,0.01104808246921933,5095,261,69,3.5,234243,11995,2877,147,0,3,SustainedHotspot,,High,High,0.108,64335,3295,,,-0.003,-0.06,,,0.111,68197,3492,,,509,11,101,2,0.8,0.11,0.85,0.21,0.37,0.09,-0.03,0.01,0.01,0,0,0,-0.01,0,15,4704.428571428572,525.4285714285717,1004.857142857143,1,1,1,1,534448,0.274,224937,0.672,0.146170575,0.134948823,0.171343594,2.77,0.28433186,0.310830007,0.001913684,0.037200337,0.5844,0.605221,Uncertain
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.1332,0.1316,0.0077,0,15416,0.006,0.0116,4467,174,93,3.6,-0.31,-0.29,0.01395376068487269,6435,251,131,5.1,270965,10585,10113,395,0,20,SustainedHotspot,,High,High,0.039,145514,5684,1,0.99,-0.008,-0.07,0,0,0.047,155735,6084,1,0.99,302,7,77,2,0.71,0.1,0.77,0.2,0.22,0.03,-0.18,-0.59,0,-0.02,-0.01,-0.02,-0.01,-0.01,13,4364.166666666667,407,1237.285714285714,1,0.9230769230769232,1,1,617068,0.241,171904,0.467,0.082438194,0.211453529,0.143710133,2.69,0.29713079,0.188944269,0.001781317,0.124636363,0.8153,0.912448,Uncertain
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.1626,0.0142,3,56479,0.012,0.0106,4075,86,78,1.7,0.23,-0.21,0.007162279959927661,3303,70,99,2.1,391087,8297,6167,131,0,47,EmergingHotspot,,Substantial,Substantial,0.066,60680,1287,1,0.99,-0.014,-0.21,0,0,0.08,76719,1628,1,0.99,623,5,610,5,0.8,0.06,0.82,0.16,0.4,0.05,-0.11,-0.1,-0.02,-0.01,0,0,0,-0.01,51,12223.08571428571,1357.028571428571,3131.009523809524,0.9411764705882352,0.9215686274509804,0.9607843137254902,0.9411764705882352,,,,,0.201651383,0.162248098,0.109087958,2.88,0.188180531,0.43727496,0.001819734,0.071103308,0.7236,0.5571470000000001,Uncertain
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.2911,0.1259,0.0038,1,17236,0.0137,0.0104,3976,316,38,3,-0.31,-0.05,0.01258332140704215,5803,461,40,3.2,109374,8697,2181,173,0,5,SustainedHotspot,,High,High,0.104,37030,2945,1,0.98,-0.027,0.03,0,0,0.132,35791,2846,1,0.98,558,15,99,3,0.81,0.18,0.83,0.28,0.29,0.09,-0.27,-0.25,-0.04,-0.02,0.01,0.01,0.01,0,13,3683.142857142857,431,759.5714285714287,1,1,1,1,421398,0.335,154334,0.709,0.049323035,0.08612649800000001,0.173090625,2.47,0.136838573,0.043367282,0.002386322,0.081085637,0.114,0.156001,Likely Decreasing
"Queens County, NY",36081,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2253858,0.1173,0.1159,0.0068,2,29190,0.013,0.0099,3794,168,84,3.7,-0.3,-0.05,0.01167909169366345,5386,239,88,3.9,268912,11931,9683,430,0,19,SustainedHotspot,,High,High,0.047,139471,6188,1,0.99,-0.014,-0.08,0,0,0.061,152238,6755,1,0.99,283,7,123,3,0.8,0.11,0.63,0.23,0.37,0.1,-0.24,-0.23,0,-0.02,0,-0.04,-0.01,-0.01,7,3790.857142857143,375,765,1,1,1,1,683916,0.303,207705,0.564,0.105344436,0.129925762,0.163423339,2.91,0.179260628,0.28170985,0.003352474,0.264944819,0.6201,0.832219,Uncertain
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,873972,0.2023,0.0875,0.0026,0,0,0,0.0092,3533,404,67,7.7,-0.36,0.46,0.01205422776180378,5559,636,46,5.3,93420,10689,2192,251,0,6,SustainedHotspot,,High,High,0.164,27095,3100,1,0.98,-0.04,0.03,0,0,0.204,26247,3003,1,0.98,257,19,69,5,0.84,0.24,0.93,0.39,0.5,0.15,-0.24,0.03,-0.02,-0.03,0.07,0.01,0.02,0.02,5,1329.571428571428,159.1428571428571,273.8571428571428,1,1,1,1,239472,0.274,100972,0.663,0.05732065099999999,0.113190841,0.174225261,2.5,0.124125258,0.027556947,0.002711757,0.042171832,0.3296,0.5702010000000001,Likely Decreasing
"Philadelphia County, PA",42101,Large central metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,PA,3,1584064,0.2596,0.1237,0.0048,4,96491,0.0609,0.0091,3492,220,57,3.6,-0.3,0.06,0.01076835673054822,4966,313,54,3.4,145789,9203,3452,218,0,2,SustainedHotspot,,High,High,0.072,55743,3519,1,0.99,-0.011,-0.01,0,0,0.083,56372,3559,1,0.99,591,11,555,10,0.83,0.11,0.85,0.17,0.28,0.04,0.07,-0.13,0,0.01,0.03,0.01,-0.02,0,20,5605.142857142857,715.5714285714287,1741,1,0.95,1,1,423388,0.267,124310,0.561,0.091076095,0.248622784,0.139942578,2.57,0.405388924,0.152408615,0.002089562,0.076342875,0.9204,0.801337,Uncertain
