County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.028,30963,308,440,4.4,-0.53,-0.11,0.04,66303,660,492,4.9,2754841,27441,29650,295,0,13,SustainedHotspot,,High,High,,365913,3645,,,,-0.29,,,0.054,512861,5109,,,1684,9.3,0.8,0.12,0.79,0.22,-0.24,0,-0.05,-0.02,-0.07,91,18115,2124,0.95,0.95,0.98,0.95,7980549,0.795,7093816,0.707,7156,0.009,22879,0.003,2414,0.003,20465,0.003,2229,0.002,-0.002,-0.0006,-0.0006,-0.0006,-0.0004,318914,0.38,248172,0.296,7658922,0.889,6844704,0.794,632544,0.873,569350,0.785,7026378,0.89,6275354,0.795,1331087,0.942,1199087,0.848,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.022,24188,890,160,5.9,0.49,-0.33,0.01,16208,597,238,8.8,1168806,43019,10153,374,0,23,SustainedHotspot,,High,High,0.086,122100,4494,,,-0.044,-0.15,,,0.13,143448,5280,,,423,6,0.79,0.07,0.72,0.11,-0.35,-0.01,-0.04,-0.04,-0.05,23,7078,1049,1,1,1,1,2772581,0.95,2256895,0.831,1308,0.006,11076,0.005,580,0.003,10496,0.005,645,0.001,-0.0014,-0.0006,-0.0005,-0.0006,-0.0004,61306,0.292,42138,0.201,2710099,0.95,2214148,0.942,176389,0.95,134207,0.736,2533710,0.95,2079941,0.95,525310,0.95,438217,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.015,16312,364,233,5.2,-0.42,-0.13,0.017,28281,631,268,6,1233036,27490,15320,342,0,10,SustainedHotspot,,High,High,0.177,90637,2021,1,0.99,-0.076,-0.32,0,0,0.253,132781,2960,1,0.99,1383,13.7,0.78,0.13,0.75,0.19,-0.21,-0.01,-0.04,0,-0.06,42,10104,1156,1,1,1,1,2944245,0.656,2499863,0.557,2678,0.007,8392,0.002,1243,0.003,7149,0.002,810,0.001,-0.0019,-0.0006,-0.001,-0.0005,-0.0004,104323,0.254,66381,0.161,2839640,0.748,2433451,0.641,214397,0.587,177727,0.487,2625243,0.765,2255724,0.657,664579,0.95,580568,0.834,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.009,10276,526,88,4.5,0.32,-0.22,0.005,7794,399,113,5.8,594384,30438,5467,280,0,22,SustainedHotspot,,High,High,0.097,53824,2756,,,-0.041,-0.13,,,0.138,61546,3152,,,319,7.4,0.81,0.1,0.81,0.13,-0.31,0.02,-0.03,-0.01,-0.04,15,4287,473,1,1,1,1,1640581,0.84,1367295,0.7,642,0.004,3094,0.002,285,0.002,2809,0.002,415,0.001,-0.0007,-0.0007,-0.0003,-0.0008,-0.0002,45457,0.287,35207,0.222,1594535,0.948,1332019,0.792,108907,0.779,90849,0.65,1485628,0.95,1241170,0.805,370926,0.95,303280,0.906,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.584,0.605
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.009,9820,397,127,5.1,-0.09,0.53,0.006,10785,437,83,3.4,606348,24543,5995,243,0,12,SustainedHotspot,,High,High,,44442,1799,,,,-0.37,,,0.155,70810,2866,,,336,9.7,0.81,0.15,0.79,0.25,-0.33,0.01,-0.06,-0.03,-0.06,17,3448,422,1,1,1,1,1597929,0.647,1420367,0.575,1627,0.007,5237,0.003,770,0.004,4467,0.002,513,0.001,-0.0022,-0.0008,-0.0011,-0.0008,-0.0005,54021,0.224,39419,0.163,1543492,0.745,1380846,0.666,129243,0.597,114737,0.53,1414249,0.762,1266109,0.682,340541,0.931,303735,0.83,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.794,0.559
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.009,9528,202,141,3,-0.37,0.05,0.009,15131,321,134,2.8,981878,20832,10475,222,0,19,SustainedHotspot,,High,High,0.094,101322,2150,0,0.95,-0.064,-0.19,0,-0.02,0.157,124747,2647,0,0.97,922,8.3,0.89,0.12,0.92,0.19,-0.29,0,-0.03,0,-0.03,51,11078,1292,0.9,0.86,0.94,0.9,3450394,0.732,2936164,0.623,2309,0.005,7077,0.002,868,0.002,6209,0.002,505,0.001,-0.0014,-0.0003,-0.0006,-0.0003,-0.0001,131512,0.27,93346,0.192,3318233,0.856,2842603,0.733,298480,0.727,248988,0.607,3019753,0.871,2593615,0.748,509827,0.95,454906,0.885,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.008,8722,261,83,2.5,-0.51,-0.34,0.011,17864,535,125,3.7,770562,23082,4894,147,0,13,SustainedHotspot,,High,High,,72202,2163,,,,-0.39,,,0.119,117622,3523,,,533,9,0.77,0.14,0.81,0.24,-0.23,0,-0.04,-0.02,-0.05,20,5937,646,1,1,1,1,3439758,0.95,2272263,0.681,3641,0.013,21567,0.008,2207,0.009,19360,0.007,2726,0.006,-0.0065,-0.0046,-0.0072,-0.0044,-0.003,141786,0.509,91602,0.329,3296865,0.95,2180429,0.763,243021,0.95,167182,0.718,3053844,0.95,2013247,0.767,648498,0.95,405244,0.836,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"San Bernardino County, CA",6071,Large fringe metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2180085,0.469,0.055,0.007,1,24628,0.011,0.008,8546,392,37,1.7,0.12,0.12,0.005,7657,351,33,1.5,575225,26385,6372,292,0,13,SustainedHotspot,,High,High,,43264,1985,,,,-0.38,,,0.129,70121,3216,,,400,11.7,0.83,0.16,0.73,0.26,-0.33,0,-0.07,-0.06,-0.08,20,3433,480,1,1,1,1,1367157,0.627,1228145,0.563,1395,0.006,5007,0.003,708,0.004,4299,0.003,491,0.002,-0.0009,-0.0004,-0.0004,-0.0004,-0.0005,45359,0.203,34448,0.154,1321304,0.732,1193573,0.661,108951,0.561,98732,0.509,1212353,0.753,1094841,0.68,239204,0.918,216637,0.832,0.09,0.17,0.12,3.3,0.08,0.54,0,0.07,0.901,0.578
"Hillsborough County, FL",12057,Large central metro,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,FL,4,1471968,0.461,0.069,0.004,2,40510,0.028,0.008,8420,572,38,2.6,-0.02,-0.05,0.005,8569,582,40,2.7,364995,24796,3353,228,0,16,SustainedHotspot,,High,High,0.141,39214,2664,,,-0.098,0.01,,,0.238,38728,2631,,,511,12.1,0.81,0.07,0.81,0.11,-0.26,-0.01,-0.03,-0.02,-0.04,12,4228,509,1,1,1,1,1076515,0.731,905106,0.615,480,0.004,2169,0.002,241,0.002,1928,0.002,217,0.001,-0.0019,-0.0007,-0.0004,-0.0007,-0.0007,31626,0.247,25221,0.197,1044679,0.832,879857,0.701,69441,0.64,59895,0.552,975238,0.85,819962,0.715,235014,0.95,190294,0.889,0.13,0.15,0.15,2.6,0.16,0.3,0,0.04,0.67,0.504
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.007,8013,400,110,5.5,-0.48,0.33,0.009,15312,764,83,4.1,537137,26809,5739,286,0,10,SustainedHotspot,,High,High,0.117,55409,2766,1,0.99,-0.088,-0.42,0,0,0.204,95556,4769,1,0.99,482,7.3,0.61,0.12,0.93,0.32,-0.43,0,-0.03,-0.02,-0.05,18,6618,614,1,1,1,1,1635710,0.816,1359466,0.679,1292,0.007,3548,0.002,474,0.003,3074,0.002,391,0.002,-0.004,-0.0011,-0.0016,-0.0011,-0.0008,67420,0.34,43329,0.218,1568040,0.941,1316091,0.79,144338,0.853,118546,0.701,1423702,0.95,1197545,0.8,272825,0.95,230994,0.932,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Santa Clara County, CA",6085,Large central metro,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan,CA,9,1927852,0.968,0.049,0.006,3,51162,0.027,0.007,7870,408,42,2.2,-0.12,-0.05,0.005,8921,463,44,2.3,314107,16293,2127,110,0,12,SustainedHotspot,,High,High,,87632,4546,,,,-0.33,,,0.073,130214,6754,,,288,8.8,0.82,0.11,0.91,0.16,-0.29,-0.01,-0.03,0.03,-0.05,9,3270,382,1,1,1,1,1782671,0.925,1635126,0.848,1160,0.007,4721,0.003,425,0.003,4296,0.003,454,0.002,-0.0019,-0.0005,-0.0012,-0.0005,-0.0004,106843,0.663,93558,0.581,1674936,0.95,1541218,0.931,136570,0.95,133236,0.932,1538366,0.95,1407982,0.931,277550,0.95,254608,0.949,0.05,0.08,0.14,3,0.02,0.25,0,0.38,0.356,0.155
"Orange County, FL",12095,Large central metro,"Orlando-Kissimmee-Sanford, FL",Metropolitan,FL,4,1393452,0.534,0.065,0.004,1,50190,0.036,0.007,7644,549,73,5.2,-0.04,0.28,0.005,7975,572,57,4.1,368920,26475,2533,182,0,18,SustainedHotspot,,High,High,0.138,26747,1919,,,-0.048,-0.17,,,0.186,32139,2306,,,391,8.1,0.93,0.1,0.93,0.16,-0.25,0,-0.04,-0.02,-0.05,7,4798,481,1,1,1,1,1133515,0.813,947329,0.68,777,0.007,2905,0.002,321,0.003,2584,0.002,255,0.001,-0.0033,-0.0007,-0.0019,-0.0006,-0.0004,41492,0.349,27894,0.234,1089378,0.915,918941,0.772,86118,0.836,67302,0.654,1003260,0.923,851639,0.783,184134,0.95,160325,0.935,0.15,0.16,0.12,2.8,0.2,0.33,0,0.05,0.669,0.554
