County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.021,17209,384,229,5.1,0.35,1.27,0.018,12705,283,101,2.3,821487,18315,13043,291,0,0,SustainedHotspot,,High,High,0.137,108666,2423,1,1,-0.012,0.12,0,0.01,0.149,96693,2156,1,0.99,1264,12.3,0.79,0.15,0.72,0.24,0.45,0.17,-0.03,0.05,0.01,0.03,0,-0.02,0,42,10272,1435,1698,1,0.98,1,1,2736084,0.61,2344265,0.523,19655,0.005,1484,0.004,18171,0.005,3185,0.005,0,-0.0012,0.0001,0.0003,2683594,0.707,2330556,0.614,195483,0.535,163235,0.447,2488111,0.725,2167321,0.631,642809,0.923,568169,0.816,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.018,14679,285,94,1.8,0.14,0.59,0.018,12842,249,59,1.1,697164,13537,11605,225,5,0,SustainedHotspot,Recent,High,High,0.042,354647,6886,1,0.94,-0.003,0.44,0,0.05,0.045,246866,4793,1,0.89,802,5.7,0.75,0.07,0.74,0.14,0.3,0.03,0.21,0.04,0.01,0.04,0.03,0.01,0.01,52,14062,1653,3139,1,0.96,1,1,3809668,0.74,3382594,0.657,45734,0.01,2178,0.006,43556,0.011,4536,0.006,0.0066,0.0027,0.0069,0.0048,3682490,0.835,3318722,0.753,272598,0.731,243829,0.654,3409892,0.845,3074893,0.762,707465,0.911,642264,0.827,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.014,11360,113,80,0.8,0.37,-0.4,0.012,8286,83,134,1.3,1541886,15359,27288,272,3,0,Hotspot,Recent,High,Substantial,0.012,1019019,10150,,,-0.006,1.82,,,0.018,361547,3601,,,513,2.9,0.79,0.04,0.74,0.07,0.26,0.02,0.2,0.03,0,0.02,0,0.01,0,91,17771,2077,5028,0.95,0.92,0.98,0.95,7627062,0.76,6573301,0.655,63598,0.007,7585,0.01,56013,0.007,8779,0.006,-0.0003,-0.0025,0,-0.0005,7455707,0.865,6492249,0.753,608787,0.84,508748,0.702,6846920,0.867,5983501,0.758,1334499,0.944,1163500,0.823,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.011,9200,526,170,9.7,0.24,1.27,0.01,7397,423,75,4.3,240397,13742,6061,346,3,0,SustainedHotspot,Recent,High,High,0.128,77462,4428,0,0.96,-0.022,0.59,0,0,0.15,48571,2777,0,0.96,557,13.1,0.88,0.19,0.82,0.29,0.41,0.12,0.06,0.02,0.01,0.01,0.03,0.01,0.01,18,4260,556,1078,1,0.94,1,1,954731,0.546,874094,0.5,4261,0.003,245,0.002,4016,0.003,667,0.002,-0.0004,-0.0003,-0.0004,-0.0007,954218,0.647,873987,0.592,54121,0.391,52522,0.379,900097,0.673,821465,0.614,238071,0.861,220154,0.796,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.008,6860,545,63,5,0.2,0.24,0.008,5711,454,51,4.1,177385,14105,2898,230,3,0,SustainedHotspot,Recent,High,High,0.154,46766,3719,1,0.93,0.001,0.23,0,0,0.152,38098,3029,1,0.92,585,15.5,0.82,0.17,0.82,0.27,0.34,0.07,0.04,0.01,0.01,-0.01,0,0,0,13,3778,400,696,1,1,1,1,837179,0.666,785821,0.625,3200,0.003,102,0.001,3098,0.003,548,0.003,-0.0007,-0.0003,-0.0007,-0.0002,836745,0.767,785703,0.72,52222,0.557,52061,0.556,784523,0.786,733642,0.735,201248,0.925,190433,0.875,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Suffolk County, NY",36103,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1476601,0.077,0.076,0.004,2,29422,0.02,0.008,6624,449,13,0.9,0.44,-0.38,0.006,4609,312,21,1.4,264032,17881,3707,251,3,0,SustainedHotspot,Recent,High,High,0.07,62747,4249,1,0.96,0.008,0.27,0,-0.02,0.062,49223,3334,1,0.99,210,7.1,0.8,0.07,0.68,0.11,0.22,0.03,0.44,0.04,0.02,0.06,0.02,0.01,0,10,2948,390,606,1,0.9,1,1,1153701,0.781,1035471,0.701,10358,0.008,652,0.006,9706,0.008,2138,0.008,0.0002,-0.0008,0.0004,-0.0007,1138419,0.889,1029229,0.804,71957,0.635,64840,0.572,1066462,0.913,964389,0.826,270991,0.95,236587,0.924,0.05,0.07,0.17,3,0.07,0.2,0,0.04,0.215,0.282
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.008,6566,532,0,0,0.14,-1,0.008,5772,467,4,0.3,173515,14049,2667,216,1,0,SustainedHotspot,Recent,High,High,0.17,33340,2699,1,0.99,0.001,0.22,0,0.02,0.168,27283,2209,1,0.97,590,10.9,0.79,0.13,0.84,0.22,0.42,0.08,0.18,0.04,0.02,0.03,0.04,0.02,0.01,22,5397,889,1109,1,0.95,1,1,801755,0.649,739104,0.598,5388,0.005,324,0.004,5064,0.005,486,0.002,-0.0004,-0.0004,-0.0004,0,782912,0.733,730062,0.684,46543,0.537,42125,0.486,736369,0.751,687937,0.701,205797,0.894,198389,0.862,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.007,5981,472,31,2.4,0.1,0,0.008,5416,428,31,2.4,185762,14675,2077,164,0,0,SustainedHotspot,,High,High,0.108,65933,5209,1,0.99,0.008,0.01,0,0,0.101,65051,5139,1,0.99,236,7.7,0.93,0.14,0.9,0.3,0.49,0.13,0.07,0.02,0,0,-0.03,0.04,-0.01,10,3084,338,664,1,0.9,1,1,951990,0.752,870787,0.688,5396,0.005,386,0.004,5010,0.005,528,0.003,-0.0002,-0.0003,-0.0002,-0.0005,909258,0.843,847750,0.786,61617,0.694,58540,0.659,847641,0.856,789210,0.797,178451,0.95,169463,0.923,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Middlesex County, MA",25017,Large fringe metro,"Boston-Cambridge-Newton, MA-NH",Metropolitan,MA,1,1611699,0.331,0.234,0.005,6,90325,0.056,0.007,5925,368,23,1.4,0.31,-0.04,0.006,4533,281,24,1.5,179618,11145,4016,249,5,0,SustainedHotspot,Recent,High,High,0.036,136229,8453,1,1,0.003,0.11,0,0,0.032,122593,7606,1,0.99,190,7.2,0.88,0.05,0.86,0.22,0.18,0.06,0.28,0.04,0.01,0.04,0.04,-0.01,0.01,13,2630,185,437,1,1,1,1,1403219,0.871,1192634,0.74,15415,0.011,474,0.004,14941,0.012,2000,0.008,0.0007,-0.0008,0.0008,-0.0011,1337612,0.95,1157711,0.824,101870,0.937,88982,0.819,1235742,0.95,1068729,0.825,269618,0.95,224701,0.891,0.03,0.08,0.16,2.6,0.05,0.08,0,0.13,0.226,0.296
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.007,5880,176,23,0.7,0.54,-0.15,0.005,3820,114,27,0.8,414408,12414,4369,131,3,0,Hotspot,Continuing,High,High,0.042,130177,3899,,,0.001,0.51,,,0.041,86256,2584,,,221,3.8,0.76,0.05,0.79,0.13,0.26,0.04,0.03,0.06,0,0.04,0,0.01,0,20,5754,639,1458,1,0.95,1,1,4043729,0.95,1841634,0.552,93536,0.033,3401,0.015,90135,0.034,17623,0.036,-0.0006,-0.0009,-0.0005,-0.0083,3955469,0.95,1819916,0.637,243574,0.95,141422,0.607,3711895,0.95,1678494,0.64,958141,0.95,331271,0.684,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
