County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.043,197421,1967,399,4,-0.3,0.4,0.052,283973,2829,286,2.8,2487628,24779,28231,281,6,0,SustainedHotspot,Recent,High,High,0.167,1134278,11299,,,-0.008,0.18,,,0.175,958150,9544,,,4047,22.2,0.81,0.26,0.83,0.35,-0.11,0,0.02,0.02,0.07,91,18226,2170,0.95,0.9,0.98,0.95,8071750,0.804,6940953,0.691,14383,0.017,42542,0.005,4315,0.006,38227,0.005,4986,0.004,-0.0045,-0.0012,-0.0014,-0.0012,-0.0003,293054,0.349,198549,0.236,7777000,0.902,6742080,0.782,639709,0.882,549079,0.757,7137291,0.904,6193001,0.784,1370278,0.95,1192639,0.844,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.021,96968,2905,41,1.2,0.99,-0.09,0.009,48659,1458,45,1.3,702244,21036,4586,137,6,0,SustainedHotspot,Continuing,High,High,0.272,203442,6094,,,-0.003,-0.06,,,0.275,217513,6516,,,1109,18.9,0.79,0.23,0.84,0.34,-0.04,0.01,0.02,0.01,0.05,20,5873,647,1,0.9,1,1,4724286,0.95,2113964,0.633,7769,0.028,68088,0.024,7366,0.032,60722,0.023,7818,0.016,-0.0048,-0.0305,-0.0162,-0.0318,-0.0077,148140,0.532,66275,0.238,4575466,0.95,2047620,0.717,284206,0.95,156105,0.67,4291260,0.95,1891515,0.721,1031349,0.95,358200,0.739,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.018,83692,1866,120,2.7,-0.07,-0.44,0.017,89857,2003,214,4.8,1131309,25222,14394,321,4,0,SustainedHotspot,Recent,High,High,0.407,213913,4769,1,0.96,0.038,-0.01,0,0,0.368,215068,4795,1,0.96,2569,25.2,0.83,0.23,0.78,0.27,0.06,-0.02,0.01,-0.03,-0.01,42,10187,1195,0.98,0.76,1,0.98,2901665,0.647,2460006,0.548,5062,0.012,14891,0.004,2534,0.007,12357,0.004,1349,0.002,-0.0005,-0.0037,-0.0021,-0.0039,-0.006,93859,0.228,52934,0.129,2807566,0.739,2407042,0.634,209341,0.573,172709,0.473,2598225,0.757,2234333,0.651,661466,0.95,578104,0.83,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Covington County, AL",1039,Non-core,,,AL,4,37049,,0.008,0,0,0,0,0.017,77524,209247,0,0,137.68,,0,559,1509,0,0,85607,231064,203,548,9,0,SustainedHotspot,Continuing,High,High,0.459,287,775,2,0.89,-0.077,0.75,-1,0.02,0.536,164,443,3,0.87,16,19.2,0.79,0.17,0.99,0.33,-0.16,0.11,0.07,0.1,0.13,2,83,13,1,1,1,1,16887,0.456,13752,0.371,7,0.002,48,0.002,1,0,47,0.002,8,0.001,-0.0025,-0.0035,-0.0007,-0.0038,-0.0047,112,0.035,50,0.016,16775,0.529,13702,0.432,622,0.222,516,0.184,16153,0.559,13186,0.456,6180,0.78,5204,0.657,0.11,0.18,0.21,2.4,0.12,0.02,0.01,0,0.772,0.8
"Unallocated, GA",13000,,,,GA,4,,,,,,,,0.016,72230,,1245,,-2.31,-2.04,-0.01,-55329,,-1192,,82131,,1254,,,,,,,,0.171,227,,,,-0.019,0.85,,,0.189,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.011,50061,972,464,9,-0.17,0.83,0.011,60365,1172,253,4.9,1065712,20693,13068,254,1,0,SustainedHotspot,Recent,High,High,0.077,416888,8095,1,0.87,-0.047,-0.12,0,0.06,0.124,473102,9186,1,0.81,1632,11.8,0.76,0.19,0.8,0.28,-0.34,-0.01,-0.05,0,-0.03,52,13881,1605,1,0.56,1,1,4112703,0.799,3561049,0.691,6381,0.015,37531,0.009,5369,0.014,32162,0.008,2136,0.003,-0.0134,0.0002,-0.0017,0.0004,0.0008,201283,0.468,143262,0.333,3910520,0.887,3417676,0.775,300428,0.806,259155,0.695,3610092,0.894,3158521,0.782,721923,0.93,650101,0.838,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Orange County, CA",6059,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,3175692,0.24,0.08,0.01,3,81888,0.026,0.01,47903,1508,37,1.2,-0.13,0.37,0.01,55061,1734,27,0.9,531196,16727,5970,188,4,0,SustainedHotspot,Recent,High,High,0.224,163107,5136,,,-0.026,-0.05,,,0.25,171216,5391,,,990,18.5,0.78,0.22,0.81,0.32,-0.16,-0.02,-0.01,-0.01,0.03,28,5362,588,1,0.96,1,1,2536352,0.799,2201879,0.693,4292,0.016,12507,0.005,1597,0.007,10910,0.004,1354,0.003,-0.0082,-0.0026,-0.0027,-0.0025,-0.0014,92872,0.352,65235,0.247,2442749,0.896,2136530,0.783,190070,0.789,165255,0.686,2252679,0.906,1971275,0.793,495494,0.95,432872,0.891,0.08,0.12,0.15,3,0.02,0.34,0,0.21,0.419,0.466
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.01,46959,1728,151,5.6,-0.5,0.51,0.017,93321,3435,100,3.7,1105391,40685,9565,352,0,2,SustainedHotspot,,High,High,0.224,114701,4222,,,-0.06,-0.66,,,0.284,338205,12448,,,1486,22.3,0.85,0.24,0.79,0.3,-0.33,-0.02,-0.06,-0.01,-0.03,23,6672,985,1,0.83,1,1,2731878,0.95,2229407,0.821,3179,0.015,19037,0.008,1157,0.006,17880,0.008,1248,0.003,-0.0012,0.0014,-0.0016,0.0017,-0.0007,56431,0.269,34468,0.164,2674304,0.95,2194349,0.934,174375,0.95,131835,0.723,2499929,0.95,2062514,0.95,522939,0.95,436409,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.009,42427,2118,54,2.7,-0.19,0.86,0.01,52332,2612,29,1.4,481807,24048,5472,273,3,0,SustainedHotspot,Recent,High,High,0.408,105826,5282,2,0.87,0.046,-0.01,0,0.05,0.363,106957,5338,2,0.81,977,14.9,0.61,0.13,0.94,0.32,0.07,0,0.02,-0.01,0.06,18,6565,609,1,0.89,1,1,1614417,0.806,1337694,0.668,3727,0.019,7549,0.005,1164,0.007,6385,0.004,587,0.002,-0.0054,-0.009,-0.0223,-0.0075,-0.0187,61635,0.31,34307,0.173,1552542,0.932,1303342,0.782,142252,0.841,115814,0.684,1410290,0.942,1187528,0.793,271318,0.95,230152,0.929,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.008,38686,1566,61,2.5,-0.14,0.13,0.008,44796,1813,54,2.2,557521,22567,5661,229,6,0,SustainedHotspot,Recent,High,High,0.313,132231,5352,,,-0.01,0.16,,,0.323,114469,4633,,,806,22.5,0.83,0.29,0.82,0.37,-0.1,-0.02,0.01,0,0.02,17,3584,434,1,1,1,1,1624803,0.658,1388962,0.562,3184,0.013,9412,0.005,1454,0.007,7958,0.004,1053,0.003,-0.0039,-0.0058,-0.0087,-0.0055,-0.0053,48676,0.202,29793,0.124,1575880,0.76,1359142,0.656,131174,0.605,110080,0.508,1444706,0.778,1249062,0.673,354199,0.95,302720,0.827,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.794,0.559
