County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.053,110254,1098,480,4.8,-0.44,0.12,0.053,196025,1953,429,4.3,2689142,26787,28947,288,0,4,SustainedHotspot,,High,High,,336985,3357,,,,-0.6,,,0.107,850757,8474,,,2384,13.1,0.8,0.19,0.82,0.31,-0.3,-0.01,-0.05,0,-0.05,91,18220,2162,0.95,0.93,0.98,0.95,7942702,0.791,7052944,0.703,9091,0.011,28705,0.003,2906,0.004,25799,0.003,2786,0.002,-0.0018,0.0228,0.021,0.023,0.0331,310183,0.369,232391,0.277,7630258,0.885,6819912,0.791,629552,0.868,565695,0.78,7000706,0.887,6254217,0.792,1328323,0.94,1196946,0.847,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Unallocated, TN",47000,,,,TN,4,,,,,,,,0.03,62720,,297,,5.46,13.85,0.003,9714,,20,,140509,,715,,,,,,,,,0,,,,,-1,,,0.984,451,,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.017,34950,779,252,5.6,-0.45,-0.26,0.017,63291,1411,341,7.6,1211770,27016,14987,334,0,1,SustainedHotspot,,High,High,0.282,139061,3100,1,0.99,-0.096,-0.21,0,0.01,0.377,176360,3932,1,0.98,1842,18.1,0.8,0.19,0.76,0.27,-0.25,-0.02,-0.03,-0.02,-0.01,42,10196,1190,0.98,0.98,1,0.98,2930336,0.653,2485347,0.554,3439,0.008,11183,0.003,1717,0.005,9466,0.003,1171,0.002,-0.0024,-0.0005,-0.0014,-0.0004,-0.0001,100910,0.245,61585,0.15,2829160,0.745,2423731,0.638,212802,0.583,175847,0.482,2616358,0.762,2247884,0.655,663619,0.95,579726,0.833,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Orange County, CA",6059,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,3175692,0.24,0.08,0.01,3,81888,0.026,0.012,24107,759,96,3,-0.27,0.04,0.009,33060,1041,92,2.9,567058,17856,6134,193,0,5,SustainedHotspot,,High,High,,110358,3475,,,,-0.28,,,0.139,154128,4853,,,528,9.8,0.74,0.15,0.81,0.25,-0.39,-0.02,-0.05,0,-0.05,28,5364,566,1,1,1,1,2472872,0.779,2227375,0.701,2392,0.009,7852,0.003,919,0.004,6933,0.003,719,0.001,-0.0015,0.0299,0.0192,0.0309,0.0464,97260,0.368,75253,0.285,2374707,0.871,2151886,0.789,187038,0.776,169969,0.705,2187669,0.88,1981917,0.797,474226,0.95,432056,0.89,0.08,0.12,0.15,3,0.02,0.34,0,0.21,0.419,0.466
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.011,23482,703,92,2.8,-0.6,0.1,0.016,58503,1752,84,2.5,749553,22453,4735,142,1,3,SustainedHotspot,Recent,High,High,,131937,3952,,,,-0.32,,,0.207,195183,5847,,,723,12.2,0.77,0.19,0.84,0.31,-0.32,0,-0.03,0.01,-0.03,20,5911,652,1,1,1,1,3406687,0.95,2262421,0.678,5410,0.019,35769,0.013,3960,0.017,31809,0.012,4097,0.008,0.0731,0.4787,0.2181,0.5018,0.8121,137004,0.492,87575,0.314,3268779,0.95,2174698,0.761,239975,0.95,166548,0.715,3028804,0.95,2008150,0.765,645061,0.95,404723,0.835,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.011,22862,1087,84,4,0.28,-0.08,0.005,17821,848,91,4.3,540064,25687,5331,254,0,2,SustainedHotspot,,High,High,0.248,49602,2359,1,0.99,-0.07,-0.31,0,0.01,0.318,71739,3412,1,0.98,833,20.5,0.92,0.24,0.96,0.43,-0.29,-0.01,-0.05,-0.02,-0.07,28,4055,453,0.93,0.93,0.96,0.93,1330893,0.633,1155520,0.55,929,0.004,3000,0.002,399,0.002,2601,0.002,306,0.001,-0.0033,-0.0031,-0.0022,-0.0032,-0.003,44581,0.208,29932,0.14,1286096,0.737,1125532,0.645,107906,0.569,90633,0.478,1178190,0.758,1034899,0.665,224685,0.919,203656,0.833,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.01,21012,1049,71,3.5,-0.42,-0.11,0.01,35984,1796,80,4,525911,26249,5611,280,0,1,SustainedHotspot,,High,High,0.259,98518,4917,1,0.99,-0.057,-0.18,0,0.12,0.316,120383,6008,1,0.87,891,13.6,0.62,0.15,0.95,0.38,0,0.01,0.01,0.01,0.04,18,6552,612,1,1,1,1,1628625,0.813,1351145,0.674,2174,0.011,5570,0.003,648,0.004,4922,0.003,604,0.002,-0.0018,-0.0006,-0.0017,-0.0005,0.0005,65499,0.33,39839,0.201,1562881,0.938,1311260,0.787,143545,0.848,117310,0.693,1419336,0.948,1193950,0.798,272307,0.95,230649,0.931,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.296,0.007,3,65772,0.029,0.009,18481,820,43,1.9,-0.43,-0.1,0.009,32589,1447,48,2.1,351573,15606,2335,104,1,2,SustainedHotspot,Recent,High,High,0.752,23076,1024,,,0.088,-0.42,,,0.663,39448,1751,,,317,7.2,0.82,0.11,0.62,0.19,-0.17,-0.06,-0.03,-0.03,-0.03,20,4389,473,1,1,1,1,1962651,0.871,1782805,0.791,2247,0.013,6067,0.003,649,0.004,5418,0.003,473,0.002,-0.0032,-0.0012,-0.0018,-0.0012,-0.0004,103126,0.577,84995,0.476,1858974,0.95,1697744,0.872,135408,0.93,126246,0.867,1723566,0.95,1571498,0.872,301697,0.95,281704,0.926,0.06,0.1,0.14,2.5,0.07,0.1,0.01,0.19,0.285,0.282
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.009,18283,388,134,2.8,-0.3,-0.15,0.007,25943,550,158,3.4,969146,20562,10301,219,0,10,SustainedHotspot,,High,High,0.171,122909,2608,1,0.98,-0.048,-0.27,0,0.01,0.219,168730,3580,1,0.96,1347,12,0.89,0.16,0.92,0.24,-0.19,0,-0.03,-0.01,-0.04,51,11193,1328,0.9,0.88,0.94,0.9,3437931,0.729,2920723,0.62,3242,0.007,8753,0.002,1153,0.003,7600,0.002,610,0.001,-0.0014,-0.0004,-0.0003,-0.0004,-0.0004,128685,0.264,88005,0.181,3308605,0.853,2832505,0.73,297336,0.725,247443,0.603,3011269,0.868,2585062,0.746,509151,0.95,454254,0.883,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.008,16208,597,238,8.8,-0.3,0.25,0.006,23019,847,190,7,1144618,42129,9993,368,0,14,SustainedHotspot,,High,High,0.148,152628,5618,,,-0.047,-0.24,,,0.195,200380,7375,,,673,9.9,0.81,0.13,0.77,0.18,-0.38,-0.01,-0.06,-0.01,-0.07,23,6830,1047,1,1,1,1,2753757,0.95,2246972,0.827,1581,0.008,10749,0.005,681,0.004,10068,0.005,824,0.002,-0.0026,-0.0012,-0.0008,-0.0013,-0.0002,59527,0.283,39563,0.188,2693061,0.95,2206801,0.939,175606,0.95,133370,0.732,2517455,0.95,2073431,0.95,524464,0.95,437577,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
