County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.055,196025,1953,429,4.3,-0.22,0.08,0.051,250469,2495,397,4,2578888,25688,28467,284,2,0,SustainedHotspot,Recent,High,High,0.172,850757,8474,,,0.011,-0.22,,,0.161,1094591,10903,,,3375,18.4,0.81,0.24,0.83,0.36,-0.2,-0.01,-0.03,0,0.02,91,18303,2144,0.95,0.93,0.98,0.95,7904568,0.787,7012162,0.698,10641,0.013,-167715,-0.019,-12312,-0.017,-155403,-0.02,-44002,-0.031,-0.0127,-0.0265,-0.0257,-0.0265,-0.0358,301092,0.359,215945,0.257,7601553,0.882,6795794,0.788,626646,0.864,561880,0.775,6974907,0.884,6233914,0.79,1325537,0.938,1194838,0.845,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Unallocated, GA",13000,,,,GA,4,,,,,,,,0.021,73137,,1276,,38.32,424.33,0,1860,,3,,84767,,1287,,,,,,,,0.228,142,,,,0.095,-0.28,,,0.133,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.018,63291,1411,341,7.6,-0.28,0.59,0.018,88345,1970,215,4.8,1176820,26237,14735,329,1,0,SustainedHotspot,Recent,High,High,0.38,176327,3931,1,0.98,-0.008,-0.19,0,0.02,0.388,218769,4877,1,0.96,2378,23.1,0.82,0.22,0.79,0.28,-0.07,-0.01,0,0.01,0.01,42,10300,1205,1,1,1,1,2915701,0.65,2471396,0.551,4420,0.011,13205,0.003,2233,0.006,10972,0.003,1217,0.002,-0.005,-0.0048,-0.0052,-0.0048,-0.0062,97471,0.237,56971,0.139,2817977,0.742,2414395,0.636,211085,0.578,173975,0.476,2606892,0.759,2240420,0.653,662448,0.95,578845,0.831,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.016,58503,1752,84,2.5,-0.19,3.42,0.015,72148,2161,19,0.6,726071,21750,4643,139,2,0,SustainedHotspot,Recent,High,High,0.221,195183,5847,,,-0.057,-0.04,,,0.277,203140,6085,,,1056,17.9,0.77,0.22,0.83,0.35,-0.04,-0.01,-0.01,-0.01,0.03,20,5898,642,1,1,1,1,3365333,0.95,2250768,0.674,-14969,-0.054,-1331590,-0.466,-46844,-0.201,-1284746,-0.49,-389319,-0.804,-0.0935,-0.5261,-0.2585,-0.5498,-0.8317,131594,0.472,82794,0.297,3233010,0.95,2167885,0.759,236015,0.95,165697,0.711,2996995,0.95,2002188,0.763,640964,0.95,404129,0.834,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.01,35984,1796,80,4,-0.2,0.57,0.009,44950,2244,51,2.5,504899,25200,5540,277,2,0,SustainedHotspot,Recent,High,High,0.36,114814,5731,1,0.8,-0.024,0.03,-1,0,0.383,111126,5546,2,0.8,862,13.2,0.61,0.14,0.94,0.34,-0.14,0,0.01,-0.01,0.04,18,6514,610,1,1,1,1,1620876,0.809,1343693,0.671,2534,0.013,6588,0.004,941,0.006,5647,0.004,491,0.002,-0.0145,-0.0103,-0.025,-0.0087,-0.0195,63325,0.319,36798,0.185,1557311,0.935,1306849,0.784,142897,0.844,116471,0.688,1414414,0.945,1190378,0.795,271703,0.95,230356,0.929,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Orange County, CA",6059,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,3175692,0.24,0.08,0.01,3,81888,0.026,0.009,33060,1041,92,2.9,-0.35,1.88,0.01,50875,1602,32,1,542951,17097,6038,190,0,0,SustainedHotspot,,High,High,0.184,154128,4853,,,-0.051,-0.04,,,0.235,160416,5051,,,852,15.7,0.77,0.2,0.82,0.3,-0.17,-0.02,-0.03,0,-0.02,28,5442,581,1,1,1,1,2462507,0.775,2215548,0.698,2780,0.011,-73615,-0.027,-3707,-0.015,-69908,-0.028,-21804,-0.045,-0.0157,-0.0349,-0.0267,-0.0357,-0.0496,94868,0.359,69938,0.265,2366855,0.868,2145452,0.787,186119,0.772,168676,0.7,2180736,0.877,1976776,0.795,473507,0.95,431587,0.889,0.08,0.12,0.15,3,0.02,0.34,0,0.21,0.419,0.466
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.296,0.007,3,65772,0.029,0.009,32589,1447,48,2.1,-0.02,-0.16,0.007,33100,1469,57,2.5,333092,14786,2292,102,1,0,SustainedHotspot,Recent,High,High,0.661,32519,1444,,,-0.056,-0.28,,,0.717,45196,2006,,,348,8.7,0.88,0.15,0.65,0.23,-0.34,-0.01,-0.02,0,0.01,20,4005,476,1,1,1,1,1954309,0.868,1774433,0.788,2826,0.016,8410,0.004,914,0.006,7496,0.004,587,0.002,-0.0024,-0.0017,-0.0004,-0.0018,-0.0025,100879,0.565,80718,0.452,1852907,0.95,1693650,0.87,134759,0.925,125600,0.862,1718148,0.95,1568050,0.871,301224,0.95,281448,0.925,0.06,0.1,0.14,2.5,0.07,0.1,0.01,0.19,0.285,0.282
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.009,31838,618,394,7.7,-0.44,0.15,0.012,56650,1100,343,6.7,1075346,20880,13240,257,0,5,SustainedHotspot,,High,High,0.049,416573,8088,1,0.9,-0.04,-0.01,0,-0.01,0.089,419422,8144,1,0.91,1204,8.8,0.75,0.15,0.77,0.23,-0.35,-0.01,-0.06,-0.03,-0.06,52,13670,1577,0.96,0.96,1,0.98,4127234,0.801,3583353,0.696,6792,0.016,19260,0.004,3438,0.009,15822,0.004,1001,0.001,-0.0108,-0.0082,-0.0108,-0.0079,-0.0032,206207,0.479,152125,0.354,3919886,0.889,3431052,0.778,302458,0.811,261732,0.702,3617428,0.896,3169320,0.785,722394,0.931,651005,0.839,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.007,25943,550,158,3.4,-0.41,0.49,0.009,44115,936,106,2.2,950863,20174,10167,216,1,3,SustainedHotspot,Recent,High,High,0.22,160437,3404,1,0.96,-0.032,-0.16,0,0.02,0.251,190721,4046,1,0.93,1654,14.6,0.89,0.19,0.93,0.28,-0.2,0.01,-0.02,0.01,0,51,11310,1276,0.9,0.86,0.94,0.9,3425931,0.727,2904547,0.616,3912,0.008,10210,0.003,1267,0.003,8943,0.003,832,0.002,-0.0112,-0.0029,-0.0046,-0.0027,-0.0013,125443,0.257,81706,0.168,3299852,0.851,2822630,0.728,296183,0.722,245721,0.599,3003669,0.866,2576909,0.743,508541,0.95,453667,0.882,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.006,23019,847,190,7,-0.51,0.26,0.01,46959,1728,151,5.6,1128410,41532,9755,359,0,7,SustainedHotspot,,High,High,0.202,177836,6545,,,-0.023,0.29,,,0.225,137797,5072,,,974,14.7,0.84,0.19,0.78,0.25,-0.43,-0.01,-0.07,-0.02,-0.05,23,6612,991,1,0.96,1,1,2741424,0.95,2237781,0.824,2128,0.01,13679,0.006,820,0.004,12859,0.006,932,0.002,-0.0104,-0.0031,-0.0045,-0.003,-0.0015,57946,0.276,37027,0.176,2682312,0.95,2200147,0.936,174925,0.95,132585,0.727,2507387,0.95,2067562,0.95,523640,0.95,436982,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
