County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.049,271749,2707,308,3.1,0.15,1.57,0.045,236679,2358,120,1.2,2311827,23028,27871,278,11,0,SustainedHotspot,Continuing,High,High,,471104,4693,,,,-0.52,,,0.219,986214,9824,,,4485,24.6,0.82,0.25,0.82,0.29,0.11,0.01,0.06,0.02,0.08,91,18202,2134,0.95,0.9,0.98,0.95,8028612,0.8,6907809,0.688,17825,0.021,54954,0.006,5602,0.008,49352,0.006,6116,0.004,-0.0067,0.0005,0.0003,0.0005,0.0007,281086,0.335,186724,0.222,7746087,0.899,6720780,0.78,636528,0.878,545802,0.753,7109559,0.901,6174978,0.782,1367166,0.95,1190606,0.842,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.023,126759,2689,82,1.7,0.97,0.15,0.012,64363,1366,71,1.5,901838,19134,9932,211,7,0,SustainedHotspot,Recent,High,High,0.267,203174,4311,1,0.91,-0.064,-0.01,0,0,0.331,204211,4333,1,0.9,2150,19.1,0.89,0.22,0.93,0.29,-0.16,0,0,0,0.03,51,11233,1287,0.9,0.82,0.94,0.9,3401562,0.722,2877919,0.611,8278,0.017,20262,0.005,2850,0.007,17412,0.005,1383,0.003,-0.0011,-0.0006,0.0005,-0.0007,-0.0006,118213,0.243,70084,0.144,3282730,0.847,2807631,0.724,293941,0.716,243005,0.592,2988789,0.862,2564626,0.74,507212,0.95,452638,0.88,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.017,93321,3435,100,3.7,-0.16,1.78,0.021,110441,4065,36,1.3,1058432,38957,9414,346,3,0,SustainedHotspot,,High,High,0.278,286039,10528,,,-0.035,-0.27,,,0.313,391927,14425,,,2113,31.3,0.86,0.3,0.8,0.32,-0.25,-0.01,-0.01,0.01,0.03,23,6756,987,1,0.83,1,1,2709377,0.95,2217440,0.816,2853,0.014,12630,0.005,1211,0.007,11419,0.005,1145,0.003,-0.0115,-0.0042,-0.0033,-0.0042,-0.0026,53267,0.253,30767,0.146,2654990,0.95,2186084,0.93,173217,0.95,130787,0.717,2481773,0.95,2055297,0.948,521616,0.95,435487,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.016,90954,2028,219,4.9,0.26,0.02,0.014,72212,1610,215,4.8,1060695,23648,14283,318,10,0,SustainedHotspot,Recent,High,High,0.372,223083,4974,1,0.96,0.038,0.36,0,-0.02,0.334,163546,3646,1,0.98,2448,24.6,0.84,0.22,0.8,0.28,0.18,-0.01,0.04,-0.01,0.01,42,9944,1202,1,0.9,1,1,2885041,0.643,2448693,0.546,5083,0.012,27984,0.007,3312,0.009,24672,0.007,5322,0.008,-0.0051,0.0022,0.0028,0.0022,0.0044,89608,0.218,49094,0.119,2795205,0.736,2399569,0.632,207224,0.568,171425,0.47,2587981,0.754,2228144,0.649,660342,0.948,577300,0.829,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.014,78107,2340,27,0.8,0.11,0.08,0.013,70352,2107,25,0.7,641172,19206,4547,136,8,0,SustainedHotspot,Continuing,High,High,,165400,4955,,,,-0.2,,,0.26,205618,6159,,,1165,19.9,0.78,0.21,0.83,0.29,0.23,0.01,0.05,0.02,0.03,20,5854,642,1,0.9,1,1,4667409,0.95,2102973,0.63,9203,0.033,158471,0.055,11474,0.049,146997,0.056,12299,0.025,0.002,0.0249,0.0164,0.0256,0.0045,141793,0.509,62674,0.225,4525052,0.95,2040233,0.714,278411,0.95,155157,0.666,4246641,0.95,1885076,0.719,1025957,0.95,357552,0.738,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.01,55541,1078,311,6,-0.33,0.13,0.016,82953,1611,275,5.3,1021674,19837,12717,247,1,0,SustainedHotspot,Recent,High,High,0.118,478465,9290,1,0.82,-0.045,0.05,0,0.04,0.163,455472,8844,1,0.77,2324,16.8,0.77,0.24,0.79,0.31,-0.21,0.03,-0.01,0.03,0,52,13863,1618,1,0.6,1,1,4079513,0.792,3538825,0.687,11815,0.027,35613,0.008,6161,0.017,29452,0.007,1394,0.002,-0.0123,-0.001,0.0008,-0.0012,0,197018,0.458,137260,0.319,3881822,0.88,3401463,0.771,296372,0.795,256752,0.689,3585450,0.888,3144711,0.779,720328,0.928,648852,0.836,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.009,50811,2536,34,1.7,0.47,-0.06,0.007,34455,1720,36,1.8,446692,22295,5426,271,8,0,SustainedHotspot,Recent,High,High,0.374,97043,4844,2,0.85,0.042,0.09,1,-0.11,0.332,88775,4431,1,0.97,925,14.2,0.62,0.11,0.95,0.27,0.16,0.02,0.03,-0.01,0.05,18,6515,610,1,0.89,1,1,1605483,0.801,1330980,0.664,5175,0.026,22233,0.013,4989,0.029,17244,0.012,5228,0.021,-0.0012,0.0071,0.0205,0.0056,0.0178,59030,0.297,31712,0.16,1546215,0.928,1299223,0.78,141326,0.835,115049,0.68,1404889,0.938,1184174,0.791,270862,0.95,229894,0.928,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Clark County, NV",32003,Large central metro,"Las Vegas-Henderson-Paradise, NV",Metropolitan,NV,9,2266715,1,0.736,0.007,1,21541,0.01,0.009,48454,2138,87,3.8,0.77,0.14,0.005,27443,1211,76,3.4,457621,20189,6675,294,9,0,SustainedHotspot,Continuing,High,High,0.398,91768,4049,2,0.79,-0.037,0.18,0,-0.05,0.435,77780,3431,2,0.85,1303,22.2,0.84,0.26,0.92,0.38,0.03,0,0.05,0.02,0.08,27,5877,669,0.93,0.89,1,0.93,1557232,0.687,1241375,0.548,3772,0.018,25173,0.013,3156,0.018,22017,0.013,5169,0.015,0.0004,0.0055,0.0085,0.0052,0.0107,37407,0.182,21084,0.103,1519786,0.791,1220284,0.635,108117,0.615,81068,0.461,1411669,0.809,1139216,0.653,328423,0.95,268163,0.783,0.13,0.14,0.15,2.8,0.12,0.32,0,0.1,0.74,0.634
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.317,0.091,0.006,1,13150,0.007,0.009,48103,2463,61,3.1,-0.04,3.36,0.01,50254,2573,14,0.7,541334,27721,5067,259,3,0,SustainedHotspot,,High,High,0.275,143828,7365,,,-0.065,-0.16,,,0.34,170849,8749,,,1286,29.3,0.82,0.3,0.83,0.3,-0.23,-0.01,0.02,-0.01,0.05,15,4389,496,1,0.87,1,1,1617917,0.829,1343095,0.688,1632,0.01,8978,0.005,816,0.006,8162,0.005,1037,0.003,-0.01,-0.002,-0.0015,-0.002,-0.0034,41562,0.262,27925,0.176,1575787,0.937,1315102,0.782,107228,0.767,88740,0.635,1468559,0.95,1226362,0.795,368426,0.95,301682,0.902,0.15,0.13,0.17,2.8,0.28,0.31,0,0.04,0.584,0.605
"Orange County, CA",6059,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,3175692,0.24,0.08,0.01,3,81888,0.026,0.009,47434,1494,29,0.9,-0.08,1.42,0.01,51564,1624,12,0.4,487199,15342,5938,187,8,0,SustainedHotspot,Recent,High,High,,125789,3961,,,,-0.24,,,0.283,166561,5245,,,1149,22.4,0.8,0.23,0.81,0.29,0.05,0.01,0.05,0.02,0.06,28,5121,588,1,1,1,1,2523890,0.795,2192200,0.69,6258,0.024,19894,0.007,2370,0.01,17524,0.007,2191,0.005,-0.0002,0.0016,0.0025,0.0015,0.0012,89368,0.338,61349,0.232,2433891,0.893,2130742,0.781,188905,0.784,164224,0.682,2244986,0.903,1966518,0.791,494701,0.95,432282,0.89,0.08,0.12,0.15,3,0.02,0.34,0,0.21,0.419,0.466
