County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.04,62441,622,507,5.1,-0.47,0.1,0.042,117166,1167,459,4.6,2727644,27170,29259,291,0,7,SustainedHotspot,,High,High,0.052,509523,5075,,,-0.047,0.07,,,0.099,477387,4755,,,2102,11.6,0.8,0.16,0.81,0.27,-0.28,-0.01,-0.05,-0.01,-0.07,91,18137,2155,0.95,0.95,0.98,0.95,7955718,0.792,7066292,0.704,8698,0.01,27558,0.003,2831,0.004,24727,0.003,2770,0.002,-0.0029,-0.0004,-0.0005,-0.0004,0,312971,0.373,237182,0.282,7640353,0.886,6828368,0.792,630546,0.87,566924,0.782,7009807,0.888,6261444,0.793,1329304,0.94,1197692,0.847,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Unallocated, TN",47000,,,,TN,4,,,,,,,,0.021,33017,,144,,0.11,-0.06,0.011,29703,,153,,140509,,715,,,,,,,,,0,,,,,-1,,,0.5,204,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.017,26032,580,268,6,-0.49,0.04,0.018,51354,1145,258,5.8,1219818,27195,15100,337,0,4,SustainedHotspot,,High,High,0.244,126766,2826,1,0.99,-0.077,-0.15,0,0,0.321,149339,3329,1,0.99,1665,16.5,0.79,0.17,0.75,0.24,-0.28,-0.02,-0.04,-0.03,-0.04,42,10110,1172,0.98,0.98,1,0.98,2935333,0.654,2490037,0.555,3443,0.008,10275,0.003,1545,0.004,8730,0.003,1041,0.001,-0.0018,-0.0006,-0.0015,-0.0005,-0.0002,102215,0.249,63152,0.154,2832845,0.746,2426854,0.639,213387,0.584,176470,0.483,2619458,0.763,2250384,0.656,663934,0.95,579967,0.833,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.011,16887,506,122,3.7,-0.48,0.15,0.012,32647,978,106,3.2,763492,22870,4832,145,0,7,SustainedHotspot,,High,High,0.118,115204,3451,,,-0.078,-0.28,,,0.196,159843,4788,,,677,11.4,0.77,0.17,0.83,0.29,-0.26,0,-0.04,-0.01,-0.05,20,5942,650,1,1,1,1,3420208,0.95,2266159,0.679,5353,0.019,32706,0.011,3521,0.015,29185,0.011,3959,0.008,-0.0028,-0.0044,-0.007,-0.0042,-0.0024,138744,0.498,88852,0.319,3280487,0.95,2177130,0.762,241224,0.95,166779,0.716,3039263,0.95,2010351,0.766,646377,0.95,404941,0.836,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.01,16208,597,238,8.8,-0.3,0.25,0.008,23019,847,190,7,1144618,42129,9993,368,0,17,SustainedHotspot,,High,High,0.126,133986,4932,,,-0.042,-0.31,,,0.168,193143,7109,,,632,9,0.8,0.1,0.75,0.16,-0.3,-0.01,-0.05,-0.03,-0.06,23,6994,1046,1,1,1,1,2762068,0.95,2250594,0.828,1535,0.007,12676,0.005,702,0.004,11974,0.006,825,0.002,-0.002,0.0004,-0.0001,0.0004,0,60176,0.286,40555,0.193,2700721,0.95,2209431,0.94,175910,0.95,133682,0.733,2524811,0.95,2075749,0.95,524771,0.95,437792,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.009,14034,298,131,2.8,-0.4,-0.19,0.008,23554,500,162,3.4,974122,20667,10359,220,0,13,SustainedHotspot,,High,High,0.143,121390,2575,0,0.97,-0.061,-0.16,-1,0,0.204,144308,3062,1,0.97,1265,11.5,0.88,0.15,0.93,0.22,-0.17,0,-0.03,0.01,-0.05,51,11014,1306,0.9,0.88,0.94,0.9,3442320,0.73,2926246,0.621,2621,0.005,8115,0.002,1053,0.003,7062,0.002,525,0.001,-0.0027,-0.0003,-0.0003,-0.0003,-0.0004,129498,0.266,89816,0.184,3312177,0.854,2836216,0.731,297723,0.726,247972,0.604,3014454,0.869,2588244,0.746,509397,0.95,454503,0.884,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.009,13320,665,74,3.7,-0.56,-0.12,0.011,30118,1503,84,4.2,530167,26461,5645,282,0,4,SustainedHotspot,,High,High,0.197,93079,4646,1,0.99,-0.084,-0.26,0,0,0.28,125068,6242,1,0.99,824,12.5,0.61,0.14,0.95,0.36,-0.09,-0.01,-0.01,0,0,18,6576,615,1,1,1,1,1631677,0.814,1354873,0.676,2055,0.01,5206,0.003,758,0.004,4448,0.003,583,0.002,-0.0012,-0.0006,-0.0004,-0.0006,0.0005,66307,0.334,41367,0.208,1565124,0.939,1313460,0.788,143976,0.851,118015,0.697,1421148,0.949,1195445,0.798,272511,0.95,230788,0.931,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.008,12496,594,89,4.2,-0.54,-0.19,0.01,27188,1293,110,5.2,547020,26017,5396,257,0,5,SustainedHotspot,,High,High,0.208,43366,2063,1,0.98,-0.08,-0.29,0,0,0.288,60807,2892,1,0.98,721,17.9,0.91,0.21,0.95,0.39,-0.32,-0.01,-0.06,-0.02,-0.1,28,4021,449,0.93,0.93,0.96,0.93,1332736,0.634,1158409,0.551,792,0.004,2794,0.002,332,0.002,2462,0.002,231,0.001,-0.0036,-0.0007,-0.0015,-0.0006,-0.0004,45019,0.21,31000,0.145,1287501,0.738,1127353,0.646,108058,0.57,90929,0.48,1179443,0.758,1036424,0.666,224787,0.919,203771,0.833,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Riverside County, CA",6065,Large central metro,"Riverside-San Bernardino-Ontario, CA",Metropolitan,CA,9,2470546,0.531,0.063,0.007,2,33576,0.014,0.008,11884,481,83,3.4,-0.4,-0.4,0.007,19946,807,139,5.6,599546,24268,5908,239,0,6,SustainedHotspot,,High,High,0.139,69154,2799,,,-0.092,-0.29,,,0.231,97764,3957,,,475,13.5,0.8,0.2,0.81,0.3,-0.29,-0.03,-0.06,-0.02,-0.06,17,3513,425,1,1,1,1,1592369,0.645,1414012,0.572,2132,0.009,6734,0.003,988,0.005,5746,0.003,672,0.002,-0.0014,-0.0003,-0.0002,-0.0003,-0.0001,52697,0.218,37193,0.154,1539311,0.743,1376747,0.664,128627,0.594,113920,0.526,1410684,0.76,1262827,0.68,340148,0.93,303444,0.829,0.1,0.15,0.15,3.3,0.06,0.5,0,0.07,0.794,0.559
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.008,11878,231,252,4.9,-0.24,-0.16,0.006,15613,303,299,5.8,1096346,21287,13685,266,0,15,SustainedHotspot,,High,High,0.033,292756,5684,0,0.98,-0.014,-0.26,0,0.02,0.047,394480,7659,0,0.96,824,6,0.74,0.09,0.74,0.15,-0.23,-0.01,-0.04,-0.02,-0.05,52,13706,1575,0.98,0.98,1,1,4157573,0.807,3621585,0.703,5192,0.012,8043,0.002,2205,0.006,5838,0.001,-203,0,-0.0032,-0.002,-0.0023,-0.002,-0.0015,214389,0.498,165470,0.385,3941646,0.894,3455739,0.784,306541,0.822,266672,0.715,3635105,0.9,3189067,0.79,723076,0.932,651854,0.84,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
