County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People who are fully vaccinated,People who are fully vaccinated as % of total population,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score,Forecasted case trajectory
"Unallocated, MI",26000,,,,MI,5,,,,,,,,0.0615,26742,,161,,533.84,160,0.0001044875304581151,50,,1,,28557,,174,,,,,,,,0.028,3112,,,,-0.016,-0.03,,,0.044,3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155125,,53815,,,,,,,,,,,,Uncertain
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.4406,0.1265,0.0082,3,60195,0.0222,0.0184,7992,294,68,2.5,-0.2,0.08,0.02092885235076046,10015,369,63,2.3,478660,17618,6112,225,0,0,SustainedHotspot,,High,High,0.109,134874,4964,,,-0.005,-0.07,,,0.114,145282,5347,,,564,9,149,2,0.84,0.09,0.8,0.15,0.28,0.05,-0.01,-0.17,0.01,0,0,0.01,0,0,23,6039,944.5714285714287,1873.571428571429,0.9565217391304348,0.9130434782608696,1,0.9565217391304348,765200,0.282,306495,0.677,0.18136682,0.180397685,0.166587043,3.07,0.153529338,0.6942972609999999,0.000818936,0.015058853,0.8175,0.81439,Uncertain
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.5445,0.4064,0.0155,7,135244,0.0263,0.0172,7471,145,70,1.4,-0.16,0.01,0.0186426651843369,8921,173,69,1.3,529165,10275,9894,192,0,2,SustainedHotspot,,High,High,0.047,167125,3245,0,0.99,-0.005,-0.01,0,0,0.052,169455,3290,0,0.99,761,5,1140,8,0.73,0.07,0.67,0.13,0.28,0.04,-0.13,-0.05,0,0,-0.01,0,0.01,0.01,52,14273.11904761905,1763.742857142857,3185.928571428572,1,0.9423076923076924,1,1,1482293,0.288,460782,0.594,0.095080142,0.151453504,0.150717259,2.61,0.229940471,0.256159867,0.001160142,0.07731708400000001,0.6755,0.733843,Uncertain
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.1752,0.0053,1,25758,0.0147,0.0162,7032,402,107,6.1,-0.3,0.39,0.02099781412086282,10048,574,77,4.4,150249,8589,4540,260,1,2,SustainedHotspot,Recent,High,High,0.147,54182,3097,1,0.97,-0.023,-0.04,0,0,0.169,56200,3213,1,0.97,764,18,156,4,0.87,0.21,0.84,0.36,0.41,0.15,-0.15,-0.08,-0.01,0,0.01,0.02,0.04,0.03,18,4302.428571428572,601.2857142857142,1117.714285714286,1,0.9444444444444444,1,1,425726,0.243,169268,0.612,0.071540061,0.230555557,0.158076489,2.57,0.382391561,0.061423632,0.00331553,0.035078312,0.8723,0.7195159999999999,Uncertain
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.1332,0.1316,0.0077,0,15416,0.006,0.0118,5134,201,100,3.9,-0.19,-0.25,0.01322185210416989,6327,247,133,5.2,269887,10543,10090,394,0,18,SustainedHotspot,,High,High,0.042,145299,5676,1,0.99,-0.007,-0.1,0,0,0.049,161277,6300,1,0.99,316,7,120,3,0.71,0.11,0.77,0.2,0.22,0.04,-0.18,-0.31,0,-0.02,-0.03,-0.02,-0.01,-0.01,13,4373.619047619048,408.2857142857143,1248.571428571428,1,0.9230769230769232,1,1,594989,0.232,168752,0.459,0.082438194,0.211453529,0.143710133,2.69,0.29713079,0.188944269,0.001781317,0.124636363,0.8153,0.912448,Uncertain
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.3167,0.0909,0.0059,1,13150,0.0067,0.0107,4663,239,82,4.2,-0.13,0.32,0.01118016575901832,5350,274,62,3.2,233165,11940,2865,147,0,1,SustainedHotspot,,High,High,0.11,66806,3421,,,-0.003,-0.04,,,0.112,69663,3567,,,455,10,90,2,0.8,0.11,0.86,0.22,0.38,0.09,-0.12,-0.08,0.02,0.01,0.02,0.01,0,0,15,4691,524.547619047619,1004.857142857143,1,1,1,1,521084,0.267,223871,0.669,0.146170575,0.134948823,0.171343594,2.77,0.28433186,0.310830007,0.001913684,0.037200337,0.5844,0.605221,Uncertain
"Queens County, NY",36081,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2253858,0.1173,0.1159,0.0068,2,29190,0.013,0.0102,4453,198,78,3.5,-0.18,-0.19,0.01141630757785366,5463,242,96,4.3,267966,11889,9659,429,0,17,SustainedHotspot,,High,High,0.052,142199,6309,1,0.99,-0.012,-0.07,0,0,0.064,153305,6802,1,0.99,253,7,111,3,0.8,0.12,0.64,0.25,0.37,0.11,-0.34,-0.27,0.01,-0.02,0.03,-0.02,0,0,7,3796.314285714285,375,765.3333333333335,1,1,1,1,661679,0.294,204351,0.555,0.105344436,0.129925762,0.163423339,2.91,0.179260628,0.28170985,0.003352474,0.264944819,0.6201,0.832219,Likely Decreasing
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,873972,0.2023,0.0875,0.0026,0,0,0,0.0102,4424,506,62,7.1,-0.25,0.41,0.01236505435441334,5917,677,44,5,92204,10550,2176,249,0,4,SustainedHotspot,,High,High,0.17,26867,3074,1,0.98,-0.04,0.02,0,0,0.21,26289,3008,1,0.98,270,20,69,5,0.84,0.26,0.9,0.39,0.5,0.15,-0.24,0,-0.05,-0.02,0.03,0,0.03,0.02,5,1327.714285714286,159.7142857142857,268.5714285714286,1,1,1,1,234891,0.269,100430,0.66,0.05732065099999999,0.113190841,0.174225261,2.5,0.124125258,0.027556947,0.002711757,0.042171832,0.3296,0.5702010000000001,Likely Decreasing
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.2911,0.1259,0.0038,1,17236,0.0137,0.0101,4385,349,41,3.3,-0.34,0.24,0.01390520055336596,6654,529,33,2.6,108109,8597,2170,173,0,3,SustainedHotspot,,High,High,0.109,35884,2853,1,0.98,-0.03,0,0,0,0.139,35726,2841,1,0.98,608,16,119,3,0.82,0.19,0.82,0.27,0.28,0.08,-0.23,-0.07,-0.03,-0.01,0,0,0,0,13,3696.857142857143,430.7142857142857,762.1428571428571,1,1,1,1,408510,0.325,153106,0.703,0.049323035,0.08612649800000001,0.173090625,2.47,0.136838573,0.043367282,0.002386322,0.081085637,0.114,0.156001,Uncertain
"Philadelphia County, PA",42101,Large central metro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,PA,3,1584064,0.2596,0.1237,0.0048,4,96491,0.0609,0.0088,3819,241,59,3.7,-0.17,0.4,0.009606583550319105,4597,290,42,2.7,144048,9094,3434,217,0,0,SustainedHotspot,,High,High,0.076,55426,3499,1,0.99,-0.009,-0.01,0,0,0.085,56108,3542,1,0.99,617,11,572,10,0.84,0.11,0.84,0.17,0.29,0.04,0.19,-0.08,0.01,0.01,0.01,0.02,0,0,20,5597.142857142857,715.7142857142858,1737.857142857143,1,0.95,1,1,417506,0.264,123016,0.555,0.091076095,0.248622784,0.139942578,2.57,0.405388924,0.152408615,0.002089562,0.076342875,0.9204,0.801337,Uncertain
