County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score,Forecasted case trajectory
"Maverick County, TX",48323,Micropolitan,"Eagle Pass, TX",Micropolitan,TX,6,58722,1,0.002,0,0,0,0,0.045,4871,8295,1,1.7,,,0,0,0,0,0,15322,26092,357,608,0,0,Hotspot,,High,Low,0.016,317,540,1,1,-0.026,-0.19,0,0.01,0.042,392,668,1,0.99,0,0,0,0,0.44,0.01,1,0,0.01,0,,,0.01,-0.01,0.28,0,-0.02,0,1,102,9,27,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.27,0.12,3.5,0,0.95,0.01,0.01,0.97,0.99,Uncertain
"Webb County, TX",48479,Medium metro,"Laredo, TX",Metropolitan,TX,6,276652,1,0.01,0.001,1,5382,0.019,0.024,2555,924,0,0,,-1,0,0,0,1,0.4,46688,16876,794,287,0,0,EmergingHotspot,,High,Low,0.035,2100,759,1,0.97,0.001,-0.23,0,0,0.034,2745,992,1,0.97,8,2,0,0,0.85,0.03,0.95,0.07,0.32,0.01,0.04,,-0.01,0,0,0,0.01,0,3,387,52,164,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.3,0.1,3.6,0,0.95,0,0,0.95,0.86,Uncertain
"Bell County, TX",48027,Medium metro,"Killeen-Temple, TX",Metropolitan,TX,6,362924,0.788,0.013,0.001,0,3509,0.01,0.021,2253,621,6,1.7,,0,0,0,0,6,1.7,24887,6857,438,121,0,0,EmergingHotspot,,High,Low,0.014,3680,1014,0,1,-0.016,-0.22,0,0,0.03,4700,1295,0,0.99,26,3,74,8,0.85,0.02,0.82,0.07,0.42,0.02,-0.07,0.17,-0.02,0,-0.02,-0.01,0.11,0,5,947,114,242,1,0.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.14,0.11,2.8,0.22,0.26,0,0.03,0.81,0.67,Uncertain
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.02,2178,49,42,0.9,-0.22,-0.14,0.024,2779,62,49,1.1,553476,12339,10122,226,0,25,EmergingHotspot,,Moderate,Substantial,0.044,45827,1022,1,0.99,-0.001,-0.12,0,0,0.045,51820,1155,1,1,210,2,631,6,0.67,0.02,0.49,0.04,0.27,0.02,-0.19,0.24,0.02,-0.01,-0.01,-0.01,-0.02,-0.01,42,10115,1440,1637,1,0.98,1,1,1982888,0.442,1532183,0.342,9070,0.025,27231,0.008,2611,0.004,0.0017,-0.0007,-0.0005,78447,0.215,37010,0.101,1904280,0.555,1495148,0.436,572280,0.822,474367,0.681,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.64,0.22,Uncertain
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.017,1880,40,44,0.9,0.68,0.47,0.01,1117,24,30,0.6,402387,8537,6494,138,0,90,EmergingHotspot,,Moderate,Moderate,0.036,34179,725,1,0.98,-0.007,-0.28,0,0,0.043,47349,1005,1,0.98,325,3,609,5,0.81,0.03,0.81,0.09,0.38,0.03,0.02,0.12,0.01,-0.01,0.02,-0.01,0.01,0,51,12057,1312,3094,0.94,0.9,0.96,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.72,0.56,Uncertain
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.016,1769,88,14,0.7,4.67,0,0.003,312,16,14,0.7,224667,11213,3588,179,1,0,EmergingHotspot,New,Substantial,Moderate,0.012,41350,2064,1,1,-0.002,-0.23,0,0,0.015,53678,2679,1,1,107,2,88,1,0.6,0.02,0.88,0.09,0.37,0.02,-0.15,-0.07,0,0,-0.02,-0.02,0,0,18,6446,571,1461,1,0.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.83,0.37,Uncertain
"Clark County, NV",32003,Large central metro,"Las Vegas-Henderson-Paradise, NV",Metropolitan,NV,9,2266715,1,0.736,0.007,1,21541,0.01,0.016,1697,75,22,1,0.37,0.1,0.011,1236,55,20,0.9,253506,11184,4435,196,0,24,EmergingHotspot,,Substantial,Substantial,0.038,19384,855,1,0.97,0.001,-0.13,0,-0.02,0.037,22336,985,1,0.99,164,3,270,5,0.71,0.03,0.76,0.08,0.29,0.02,0.12,-0.01,0,0,0.02,-0.01,0.02,0,26,5572,623,1046,0.96,0.92,1,0.96,984882,0.434,790806,0.349,3789,0.022,14352,0.008,1291,0.004,-0.0055,-0.0023,-0.0007,32145,0.183,12973,0.074,952717,0.546,777829,0.446,265190,0.774,229419,0.67,0.13,0.14,0.15,2.8,0.12,0.32,0,0.1,0.74,0.63,Uncertain
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.031,11,260018,0.026,0.012,1313,13,59,0.6,-0.74,-0.62,0.043,4969,49,155,1.5,1245588,12407,24426,243,4,2,Hotspot,Recent,Moderate,Moderate,0.003,336129,3348,,,0,-0.21,,,0.004,425445,4238,,,314,2,433,2,0.74,0.01,0.66,0.02,0.22,0.01,0.06,-0.01,0,0,0,0,0,0,90,17518,2051,5249,0.96,0.93,0.99,0.96,5544750,0.552,4576585,0.456,24606,0.034,76225,0.01,6065,0.004,-0.0033,-0.0016,-0.0009,264775,0.365,139860,0.193,5268396,0.667,4433814,0.562,1148412,0.812,986565,0.698,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.77,0.49,Uncertain
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.011,1220,24,63,1.2,-0.41,-0.26,0.018,2069,40,85,1.7,555344,10783,10393,202,0,47,ModerateBurden,,Moderate,Moderate,0.013,95520,1855,0,0.97,-0.005,-0.19,0,0,0.019,117340,2278,0,0.98,271,2,1113,8,0.73,0.03,0.68,0.06,0.28,0.02,-0.17,0.02,0.02,-0.01,0.02,-0.03,0,-0.01,52,14181,1739,3076,0.98,0.94,1,0.98,3061238,0.594,2234579,0.434,19742,0.053,51264,0.013,4362,0.006,0.0063,-0.0015,-0.0011,158669,0.426,69770,0.187,2894799,0.717,2162626,0.536,656836,0.846,525959,0.678,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.68,0.73,Likely Decreasing
"El Paso County, CO",8041,Medium metro,"Colorado Springs, CO",Metropolitan,CO,8,720403,0.966,0.125,0.002,1,15157,0.021,0.008,915,127,10,1.4,0,0,0.008,914,127,10,1.4,71565,9934,850,118,0,28,SustainedHotspot,,High,High,0.049,13052,1812,1,0.99,-0.003,-0.17,0,0,0.052,15778,2190,1,0.99,42,5,46,6,0.74,0.06,0.7,0.11,0.36,0.13,-0.18,0.77,0.02,-0.01,-0.01,-0.03,0.02,-0.01,4,782,123,199,1,1,1,1,261265,0.363,238025,0.33,1366,0.024,5410,0.01,364,0.004,-0.0093,-0.0036,-0.0012,15900,0.278,8180,0.143,244692,0.446,229673,0.419,29517,0.31,48345,0.508,0.07,0.11,0.13,2.6,0.06,0.18,0.01,0.03,0.39,0.16,Likely Decreasing
