County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People who are fully vaccinated,People who are fully vaccinated as % of total population,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score,Forecasted case trajectory
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.4406,0.1265,0.0082,3,60195,0.0222,0.0193,4339,160,60,2.2,-0.13,-0.18,0.01833500692647673,5003,184,73,2.7,495367,18233,6319,233,0,22,SustainedHotspot,,High,High,0.066,113270,4169,,,-0.013,-0.02,,,0.079,116168,4276,,,394,7,106,2,0.84,0.07,0.77,0.12,0.26,0.04,-0.12,-0.2,0,-0.01,-0.03,0,0,0,22,5975.857142857142,970.7142857142856,1806.428571428572,1,0.9545454545454546,1,1,1055829,0.389,331794,0.733,0.18136682,0.180397685,0.166587043,3.07,0.153529338,0.6942972609999999,0.000818936,0.015058853,0.8175,0.81439,Likely Decreasing
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.5445,0.4064,0.0155,7,135244,0.0263,0.0188,4234,82,84,1.6,-0.28,0.11,0.02157469233982981,5887,114,76,1.5,547345,10628,10147,197,0,24,HighBurdenResolving,,Substantial,High,0.031,151202,2936,0,0.98,-0.006,-0.06,0,0,0.037,160224,3111,0,0.98,532,4,1025,7,0.71,0.05,0.67,0.12,0.28,0.04,-0.23,-0.06,-0.02,-0.01,-0.02,-0.01,0.01,0,52,14253.28571428572,1771.178571428572,3182.428571428572,1,0.9615384615384616,1,1,1951616,0.379,501945,0.647,0.09508014199999999,0.151453504,0.150717259,2.61,0.229940471,0.256159867,0.001160142,0.07731708400000001,0.6755,0.733843,Likely Decreasing
"Jefferson County, AL",1073,Large central metro,"Birmingham-Hoover, AL",Metropolitan,AL,4,658573,0.604,0.1343,0.002,2,22243,0.0338,0.0148,3335,506,7,1.1,9.45,0.17,0.00116907199870999,319,48,6,0.9,79879,12129,1529,232,4,0,Hotspot,Recent,High,Moderate,0.041,8095,1229,0,0.99,-0.008,-0.1,0,0,0.05,8998,1366,0,0.99,142,3,170,4,0.78,0.02,0.86,0.07,0.39,0.03,0.08,0.39,0,0,-0.01,0.01,-0.03,0,13,4107.571428571428,585.5714285714286,661.8571428571429,0.9230769230769232,0.8461538461538461,0.9230769230769232,0.9230769230769232,215434,0.327,77545,0.722,0.095234885,0.170184942,0.162972062,2.47,0.431426736,0.040804892,0.002045331,0.017744426,0.6621,0.50398,Uncertain
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.9065,0.6162,0.0135,3,83484,0.0186,0.0132,2979,66,33,0.7,-0.13,-0.18,0.01260325581054437,3439,77,40,0.9,545051,12152,9955,222,0,2,Hotspot,,Substantial,Substantial,0.055,65223,1454,1,1,0.001,-0.05,0,0.01,0.053,68722,1532,1,0.99,236,2,592,6,0.66,0.03,0.51,0.07,0.29,0.04,-0.19,0,-0.01,0,0.01,0,-0.01,0,42,10097.85714285714,1469.857142857143,1635.571428571429,1,0.9761904761904762,1,1,1378294,0.307,458496,0.658,0.110917741,0.147436561,0.155243418,2.76,0.055936643,0.314096982,0.016796666,0.043450839,0.6354,0.219675,Uncertain
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.1752,0.0053,1,25758,0.0147,0.01,2263,129,87,5,-0.29,-0.35,0.01165773676456576,3181,182,133,7.6,162008,9261,4875,279,0,24,SustainedHotspot,,High,High,0.075,33614,1922,1,0.97,-0.023,-0.13,0,-0.01,0.098,38739,2214,1,0.98,324,8,109,3,0.84,0.11,0.83,0.26,0.35,0.11,-0.29,-0.3,-0.02,-0.03,-0.02,-0.06,-0.03,-0.02,18,4305.999999999999,591.1428571428571,1141.428571428572,1,0.9444444444444444,1,1,565891,0.323,183949,0.665,0.071540061,0.230555557,0.158076489,2.57,0.382391561,0.061423632,0.00331553,0.035078312,0.8723,0.7195159999999999,Likely Decreasing
"Broward County, FL",12011,Large fringe metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,1952778,0.3167,0.0909,0.0059,1,13150,0.0067,0.0091,2056,105,47,2.4,-0.22,-0.22,0.009649424992487157,2633,135,60,3.1,242199,12403,3012,154,0,23,SustainedHotspot,,High,High,0.062,54300,2781,,,-0.015,-0.09,,,0.077,59797,3062,,,364,8,85,2,0.76,0.08,0.79,0.19,0.36,0.07,-0.03,-0.05,-0.03,-0.01,-0.04,-0.02,-0.02,-0.01,15,4683.428571428573,497.4285714285714,962.7142857142858,1,1,1,1,705780,0.361,238863,0.714,0.146170575,0.134948823,0.171343594,2.77,0.28433186,0.310830007,0.001913684,0.037200337,0.5844,0.605221,Likely Decreasing
"Clark County, NV",32003,Large central metro,"Las Vegas-Henderson-Paradise, NV",Metropolitan,NV,9,2266715,1,0.7359,0.0068,1,21541,0.0095,0.0088,1982,87,21,0.9,-0.08,-0.3,0.007930632618208205,2164,95,30,1.3,248793,10976,4360,192,0,1,Hotspot,,Substantial,Substantial,0.038,29212,1289,1,0.74,-0.013,0.04,0,-0.14,0.05,28121,1241,1,0.88,196,4,297,5,0.73,0.05,0.7,0.09,0.28,0.03,-0.11,-0.17,0,0,-0.06,-0.01,-0.03,0,26,5494.142857142859,610.8571428571429,1027.857142857143,0.9615384615384616,0.9230769230769232,1,0.9615384615384616,711376,0.314,221642,0.647,0.125284567,0.141797624,0.151169865,2.76,0.11877232,0.316439429,0.004600931,0.09847025300000001,0.7404,0.633875,Uncertain
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.2958,0.0068,3,65772,0.0292,0.0086,1943,86,11,0.5,-0.16,-0.39,0.00845103457374682,2306,102,18,0.8,107366,4766,1546,69,0,8,Hotspot,,Substantial,High,0.042,47906,2127,,,0.003,-0.09,,,0.04,52477,2329,,,103,2,281,7,0.77,0.04,0.6,0.11,0.25,0.04,0.09,0.09,0.01,0,-0.01,0,0,0,20,4253.714285714286,500.5714285714286,800.7142857142858,0.95,0.9,1,0.95,1060043,0.471,248569,0.817,0.056785393,0.095536335,0.135084087,2.46,0.06671395599999999,0.098829802,0.005902924,0.194876823,0.2854,0.282076,Likely Decreasing
"Hillsborough County, FL",12057,Large central metro,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,FL,4,1471968,0.4607,0.0685,0.0044,2,40510,0.0275,0.0085,1914,130,21,1.4,-0.09,-0.36,0.007677761245446482,2095,142,33,2.2,140226,9526,1767,120,0,18,SustainedHotspot,,High,High,0.053,27513,1869,,,-0.006,-0.07,,,0.059,29729,2020,,,288,7,137,3,0.82,0.05,0.79,0.09,0.28,0.05,-0.01,-0.13,0,-0.01,-0.01,0,-0.01,0,12,4110.285714285714,525.8571428571429,637.2857142857142,1,0.9166666666666666,1,1,471855,0.321,141626,0.662,0.13026013,0.153591205,0.145407373,2.63,0.160019783,0.2968108,0.002224233,0.043074985,0.6701,0.5036609999999999,Uncertain
"Shelby County, AL",1117,Large fringe metro,"Birmingham-Hoover, AL",Metropolitan,AL,4,217702,0.1996,0.0444,0.0007,0,2202,0.0101,0.0083,1878,863,0,0,23.71,-1,0.0002785249902882734,76,35,3,1.4,25309,11626,249,114,4,0,Hotspot,Recent,High,Moderate,0.058,1948,895,0,0.98,0.007,-0.05,0,0.01,0.051,2056,944,0,0.97,8,4,0,0,0.87,0.03,0.92,0.07,0.31,0.01,-0.2,,-0.03,-0.01,0.06,-0.04,-0.04,-0.07,1,205,32,22,1,1,1,1,42008,0.193,14366,0.414,0.068136502,0.084472677,0.159502439,2.66,0.131404397,0.058038052,0.002645819,0.022287347,0.1169,0.461318,Uncertain
