County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 5-11,People initiating vaccination as % of population - last 7 days - ages 5-11,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 5-11,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 5-11,People with at least 1 dose as % of population - ages 5-11,People who are fully vaccinated - ages 5-11,People who are fully vaccinated as % of population - ages 5-11,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.052,283973,2829,286,2.8,0.25,1.25,0.045,227245,2264,127,1.3,2290207,22813,27832,277,11,0,SustainedHotspot,Continuing,High,High,,684504,6818,,,,-0.25,,,0.224,909815,9063,,,4370,24.1,0.82,0.24,0.81,0.28,0.14,0.01,0.07,0.02,0.08,91,18168,2130,0.95,0.9,0.98,0.95,8014513,0.798,6885518,0.686,18194,0.022,53103,0.006,5349,0.007,47754,0.006,5373,0.004,-0.0081,0.0004,-0.0001,0.0004,0.0001,278671,0.332,184062,0.219,7734458,0.897,6701154,0.777,635394,0.876,543987,0.75,7099064,0.899,6157167,0.78,1365292,0.95,1186733,0.839,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.024,132149,2804,88,1.9,1.11,0.44,0.012,62593,1328,61,1.3,895363,18996,9921,210,8,0,SustainedHotspot,Recent,High,High,0.274,217756,4620,1,0.9,-0.062,0.13,0,0.01,0.336,193433,4104,1,0.9,2211,19.8,0.89,0.22,0.94,0.29,-0.14,0.01,0.01,0.02,0.03,51,11161,1288,0.9,0.84,0.94,0.9,3399086,0.721,2875024,0.61,8634,0.018,21885,0.006,2997,0.007,18888,0.005,1474,0.003,-0.0013,-0.0001,0.0009,-0.0002,-0.0004,117343,0.241,68745,0.141,3281125,0.846,2806075,0.724,293707,0.716,242694,0.591,2987418,0.862,2563381,0.739,507063,0.95,452482,0.88,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Miami-Dade County, FL",12086,Large central metro,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,FL,4,2716940,0.441,0.127,0.008,3,60195,0.022,0.017,93321,3435,100,3.7,-0.16,1.78,0.022,110441,4065,36,1.3,1058432,38957,9414,346,3,0,SustainedHotspot,Recent,High,High,0.286,328754,12100,,,-0.04,-0.18,,,0.325,402105,14800,,,2203,32.5,0.86,0.31,0.81,0.32,-0.24,0,0,0.03,0.04,23,6776,988,1,0.83,1,1,2709639,0.95,2217654,0.816,3430,0.016,15725,0.007,1445,0.008,14280,0.007,1543,0.003,-0.006,-0.0017,-0.0007,-0.0018,-0.0011,53252,0.253,30756,0.146,2655267,0.95,2186309,0.931,173218,0.95,130786,0.717,2482049,0.95,2055523,0.948,521691,0.95,435539,0.95,0.18,0.18,0.17,3.1,0.15,0.69,0,0.02,0.818,0.814
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.016,89857,2003,214,4.8,0.38,-0.13,0.013,65256,1455,247,5.5,1047617,23356,14274,318,11,0,SustainedHotspot,Continuing,High,High,0.369,214716,4787,1,0.96,0.042,0.43,0,-0.01,0.327,150675,3359,1,0.97,2432,24.4,0.84,0.21,0.8,0.28,0.26,0,0.04,0,0.01,42,9956,1201,1,0.93,1,1,2881698,0.642,2446406,0.545,5251,0.013,29049,0.008,3291,0.009,25758,0.008,5550,0.008,-0.0046,0.0027,0.003,0.0026,0.0048,88797,0.216,48283,0.117,2792675,0.735,2398093,0.631,206807,0.566,171177,0.469,2585868,0.753,2226916,0.649,660117,0.948,577113,0.829,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.011,60365,1172,253,4.9,-0.28,0.05,0.017,83829,1628,242,4.7,1015651,19720,12604,245,2,0,SustainedHotspot,Recent,High,High,0.124,469349,9113,1,0.81,-0.04,0.07,0,0.04,0.164,440509,8553,1,0.76,2407,17.5,0.77,0.25,0.8,0.31,-0.18,0.04,0,0.04,0,52,13773,1606,0.98,0.62,1,0.98,4068519,0.79,3531926,0.686,12128,0.028,36562,0.008,5992,0.016,30570,0.008,1536,0.002,-0.0126,-0.0013,0.0003,-0.0014,-0.0004,194902,0.453,135406,0.315,3872989,0.878,3396418,0.77,295059,0.791,255869,0.686,3577930,0.886,3140549,0.778,719787,0.927,648514,0.835,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Orange County, CA",6059,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,3175692,0.24,0.08,0.01,3,81888,0.026,0.01,55061,1734,27,0.9,0.25,2,0.009,44119,1389,9,0.3,483293,15219,5933,187,9,0,SustainedHotspot,Recent,High,High,,157498,4959,,,,-0.05,,,0.283,166130,5231,,,1154,22.6,0.8,0.23,0.81,0.29,0.1,0.01,0.06,0.02,0.07,28,5110,584,1,1,1,1,2519427,0.793,2184373,0.688,6463,0.024,19490,0.007,2250,0.009,17240,0.007,2020,0.004,0.0005,0.0016,0.0022,0.0015,0.0009,88580,0.335,60509,0.229,2430242,0.891,2123755,0.779,188473,0.782,163703,0.679,2241769,0.902,1960052,0.788,494140,0.95,430483,0.887,0.08,0.12,0.15,3,0.02,0.34,0,0.21,0.419,0.466
"Bexar County, TX",48029,Large central metro,"San Antonio-New Braunfels, TX",Metropolitan,TX,6,2003554,0.785,0.069,0.006,2,39255,0.02,0.01,52332,2612,29,1.4,0.82,-0.29,0.006,28831,1439,41,2,439380,21930,5418,270,9,0,SustainedHotspot,Continuing,High,High,0.378,102958,5139,2,0.86,0.051,0.34,1,-0.09,0.327,76981,3842,1,0.96,916,14,0.61,0.11,0.95,0.26,0.23,0.02,0.03,0,0.05,18,6530,608,1,0.94,1,1,1603139,0.8,1328926,0.663,4792,0.024,22581,0.014,4940,0.029,17641,0.012,5222,0.021,-0.0034,0.0075,0.0203,0.006,0.0179,57908,0.292,30574,0.154,1544993,0.927,1298307,0.779,141088,0.834,114865,0.679,1403905,0.938,1183442,0.79,270731,0.95,229822,0.927,0.15,0.16,0.12,3,0.07,0.61,0,0.03,0.826,0.373
"Clark County, NV",32003,Large central metro,"Las Vegas-Henderson-Paradise, NV",Metropolitan,NV,9,2266715,1,0.736,0.007,1,21541,0.01,0.009,50552,2230,75,3.3,1.04,0.04,0.005,24767,1093,72,3.2,454773,20063,6646,293,9,0,SustainedHotspot,Continuing,High,High,0.4,83672,3691,2,0.79,-0.034,0.15,0,-0.08,0.434,72812,3212,2,0.87,1329,22.6,0.84,0.26,0.91,0.37,0.13,0.01,0.06,0.01,0.08,27,5876,668,0.93,0.93,1,0.93,1554974,0.686,1239772,0.547,3559,0.017,26008,0.014,3131,0.018,22877,0.013,5346,0.016,-0.0028,0.006,0.0083,0.0058,0.0114,36846,0.179,20547,0.1,1518090,0.79,1219218,0.634,107832,0.613,80858,0.46,1410258,0.808,1138360,0.652,328263,0.95,268077,0.782,0.13,0.14,0.15,2.8,0.12,0.32,0,0.1,0.74,0.634
"Queens County, NY",36081,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2253858,0.117,0.116,0.007,2,29190,0.013,0.009,48889,2169,225,10,-0.41,0.42,0.016,83278,3695,159,7.1,596794,26479,10985,487,1,0,SustainedHotspot,Recent,High,High,0.233,228427,10135,1,0.89,-0.099,-0.03,0,0.05,0.332,234358,10398,1,0.85,999,27.9,0.86,0.36,0.77,0.41,-0.15,-0.01,-0.02,0.06,0.02,7,3577,300,1,0.71,1,1,2258145,0.95,1848752,0.82,4332,0.025,22266,0.011,1597,0.011,20669,0.011,2268,0.006,-0.0093,-0.0019,-0.0016,-0.0019,-0.0009,79257,0.457,49579,0.286,2178725,0.95,1799142,0.926,142113,0.95,123236,0.875,2036612,0.95,1675906,0.93,385737,0.95,318636,0.865,0.11,0.13,0.16,2.9,0.18,0.28,0,0.26,0.62,0.832
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.009,48659,1458,45,1.3,-0.32,2.46,0.014,72007,2157,13,0.4,605276,18131,4545,136,8,0,SustainedHotspot,Recent,High,High,,202109,6054,,,,-0.02,,,0.259,206493,6186,,,1122,19.2,0.78,0.21,0.82,0.29,0.24,0.01,0.05,0.02,0.03,20,5836,642,1,0.9,1,1,4648284,0.95,2043565,0.612,9093,0.033,155225,0.054,11133,0.048,144092,0.055,11565,0.024,0.001,0.023,0.0162,0.0236,0.0021,140371,0.504,60440,0.217,4507378,0.95,1983060,0.694,276840,0.95,152717,0.656,4230538,0.95,1830343,0.698,1023531,0.95,340799,0.703,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
