County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.017,9325,208,152,3.4,-0.06,-0.12,0.016,9871,220,172,3.8,722204,16101,11922,266,0,38,SustainedHotspot,,High,High,0.103,93515,2085,1,0.99,-0.003,-0.1,0,0,0.106,104056,2320,1,0.99,721,7,0.73,0.09,0.64,0.17,0.39,0.11,-0.09,0,-0.01,0.01,-0.01,0,-0.01,42,10298,1447,1726,1,0.98,1,1,2553493,0.569,2211062,0.493,16942,0.004,1878,0.005,15064,0.004,2599,0.004,-0.0001,-0.0005,-0.0001,-0.0003,2553167,0.672,2210998,0.582,182972,0.501,152813,0.419,2370195,0.69,2058185,0.6,621317,0.892,543482,0.78,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.013,7002,70,100,1,-0.08,-0.34,0.012,7626,76,151,1.5,1479421,14737,26446,263,0,49,ModerateBurdenResolving,,Substantial,Substantial,0.008,1026177,10222,,,-0.003,0.01,,,0.011,1013354,10094,,,517,2.9,0.77,0.04,0.72,0.09,0.26,0.02,0.06,0,0,-0.01,-0.01,0.01,0,91,17540,2033,5093,0.95,0.92,0.98,0.95,7043165,0.702,6131044,0.611,59739,0.007,10251,0.014,49488,0.006,5203,0.004,0,0.0009,0,-0.0003,7024601,0.815,6119403,0.71,540680,0.746,457910,0.632,6483921,0.821,5661493,0.717,1272054,0.9,1103456,0.781,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.009,4911,95,65,1.3,-0.06,0.35,0.008,5229,102,48,0.9,633890,12308,11192,217,0,29,ModerateBurdenResolving,,Substantial,High,0.018,255662,4964,1,0.98,-0.001,-0.11,0,0,0.019,286458,5562,1,0.98,353,2.6,0.75,0.03,0.7,0.07,0.3,0.02,-0.12,-0.01,0,-0.02,-0.01,-0.01,0,52,13840,1605,3106,0.98,0.92,1,0.98,3749075,0.728,2913284,0.566,1283,0,31,0,1252,0,331,0,-0.0062,-0.006,-0.0062,-0.0066,3737355,0.848,2906730,0.659,281195,0.754,201739,0.541,3456160,0.856,2704991,0.67,722012,0.93,583902,0.752,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.008,4633,98,209,4.4,-0.22,-0.03,0.009,5934,126,216,4.6,570517,12104,8881,188,0,42,HighBurdenResolving,,Substantial,High,0.069,84131,1785,1,0.98,-0.008,-0.09,0,0,0.077,92682,1966,1,0.98,506,4.5,0.89,0.08,0.92,0.22,0.39,0.07,-0.31,-0.02,-0.03,0.01,-0.05,-0.07,-0.03,51,11371,1379,3393,0.92,0.88,0.96,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Tarrant County, TX",48439,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2102515,0.278,0.073,0.006,2,36456,0.017,0.007,3817,182,92,4.4,-0.13,-0.16,0.007,4363,208,109,5.2,357794,17017,4564,217,0,24,SustainedHotspot,,High,High,0.091,34871,1659,1,0.98,-0.02,-0.13,0,-0.01,0.111,39963,1901,1,0.99,394,8.8,0.89,0.12,0.94,0.33,0.42,0.07,-0.15,0.01,-0.02,-0.02,-0.01,-0.02,-0.02,28,4482,459,1423,0.96,0.96,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.13,0.12,2.9,0.17,0.29,0,0.06,0.548,0.343
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.006,3507,200,45,2.6,0.07,0,0.005,3275,187,45,2.6,195110,11153,5516,315,0,0,Hotspot,,High,High,0.039,95695,5470,0,0.98,0.003,0.14,0,0,0.036,84165,4811,0,0.98,259,6,0.84,0.07,0.82,0.16,0.37,0.05,0.25,0.01,0.01,0.04,0.04,0.04,0.01,18,4302,554,1093,1,0.94,1,1,924180,0.528,841689,0.481,2900,0.002,197,0.001,2703,0.002,395,0.001,-0.0493,-0.1576,-0.038,-0.0289,924102,0.626,841674,0.57,52515,0.379,49364,0.356,871587,0.652,792310,0.593,232362,0.84,215164,0.778,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Dallas County, TX",48113,Large central metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,6,2635516,0.348,0.091,0.008,2,40184,0.015,0.006,3486,132,105,4,-0.25,-0.16,0.007,4643,176,125,4.7,400449,15194,5185,197,0,27,SustainedHotspot,,High,High,0.07,45345,1721,1,0.98,-0.013,-0.17,0,-0.01,0.083,54780,2079,1,0.99,351,5.7,0.9,0.09,0.93,0.23,0.43,0.06,-0.15,-0.01,-0.01,0.01,-0.04,-0.01,-0.01,31,6147,781,2088,1,0.97,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,0.11,2.8,0.23,0.41,0,0.07,0.754,0.6
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.133,0.132,0.008,0,15416,0.006,0.006,3380,132,18,0.7,-0.15,-0.38,0.006,3955,154,29,1.1,333028,13009,10840,423,0,7,SustainedHotspot,,High,High,0.021,183444,7166,1,0.97,-0.001,-0.02,0,0,0.022,186914,7302,1,0.97,85,2.3,0.8,0.04,0.83,0.07,0.18,0.01,-0.17,0,0,0.05,0,0.01,0,13,3754,334,1170,1,0.92,1,1,1699748,0.664,1496755,0.585,38761,0.018,3993,0.023,34768,0.018,3458,0.009,0.0173,0.0226,0.0168,0.0088,1699483,0.789,1496626,0.695,106630,0.613,90526,0.52,1592853,0.805,1406100,0.71,286597,0.779,258251,0.702,0.08,0.21,0.14,2.7,0.3,0.19,0,0.12,0.815,0.912
"San Diego County, CA",6073,Large central metro,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,CA,9,3338330,1,0.084,0.01,4,91421,0.027,0.005,2960,89,33,1,-0.05,-0.27,0.005,3126,94,45,1.3,365253,10941,4170,125,0,46,HighBurdenResolving,,Substantial,Substantial,0.025,126113,3778,,,-0.003,-0.08,,,0.028,137554,4120,,,206,3.6,0.75,0.05,0.74,0.13,0.26,0.04,0.06,0.01,0,0.01,0,0,-0.01,20,5730,625,1459,1,0.95,1,1,3409726,1.021,1708530,0.512,39255,0.014,2224,0.01,37031,0.014,13482,0.028,-0.0005,0.0003,-0.0006,-0.0057,3401740,1.191,1704902,0.597,223231,0.958,131464,0.564,3178509,1.212,1573438,0.6,780015,1.61,310192,0.64,0.09,0.13,0.15,2.9,0.05,0.34,0,0.12,0.56,0.277
"King County, WA",53033,Large central metro,"Seattle-Tacoma-Bellevue, WA",Metropolitan,WA,10,2252782,0.566,0.296,0.007,3,65772,0.029,0.005,2879,128,34,1.5,-0.07,1,0.005,3082,137,17,0.8,159701,7089,1940,86,0,42,SustainedHotspot,,High,High,0.064,54771,2431,,,0.007,-0.05,,,0.058,57936,2572,,,138,3.4,0.85,0.05,0.62,0.13,0.27,0.05,-0.01,0,0,-0.01,-0.02,-0.01,0,20,4115,482,821,1,0.95,1,1,1699725,0.755,1595222,0.708,7711,0.004,800,0.005,6911,0.004,1089,0.004,-0.0004,-0.0001,-0.0004,-0.0005,1699276,0.873,1595106,0.819,122829,0.843,114023,0.783,1576447,0.875,1481083,0.822,284504,0.935,272827,0.897,0.06,0.1,0.14,2.5,0.07,0.1,0.01,0.19,0.285,0.282
