County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.032,32927,639,138,2.7,1.08,1.03,0.019,15868,308,68,1.3,741390,14395,11788,229,4,0,SustainedHotspot,Continuing,High,High,0.076,387091,7516,1,0.92,0.032,0.03,0,0.01,0.043,376911,7318,1,0.92,1106,7.9,0.75,0.1,0.74,0.18,0.32,0.05,0.25,0,0.01,0,0.02,0.02,0.01,52,14086,1613,3124,1,0.94,1,1,3897933,0.757,3449502,0.67,33545,0.008,2387,0.006,31158,0.008,3233,0.004,-0.0019,0,-0.0021,-0.0001,3751942,0.851,3353636,0.76,277059,0.743,247712,0.664,3474883,0.861,3105924,0.769,714767,0.921,645923,0.832,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"New York County, NY",36061,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1628706,0.085,0.084,0.005,11,178189,0.109,0.024,25009,1536,11,0.7,3.66,0.38,0.006,5363,329,8,0.5,209968,12892,4689,288,12,0,SustainedHotspot,Continuing,High,High,0.099,209218,12846,1,0.97,0.07,0.21,0,-0.01,0.029,173362,10644,1,0.99,405,4,0.82,0.05,0.81,0.07,0.27,0.02,0.59,0,0.01,0,0.01,0,0,15,10044,1004,2138,1,0.93,1,1,1631281,0.95,1304656,0.801,30777,0.021,1427,0.021,29350,0.021,1535,0.006,-0.0218,0.0104,-0.0233,-0.0289,1585364,0.95,1275032,0.871,78079,0.95,59419,0.875,1507285,0.95,1215613,0.871,275268,0.95,236743,0.857,0.06,0.17,0.17,2.1,0.12,0.26,0,0.13,0.551,0.32
"Kings County, NY",36047,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2559903,0.133,0.132,0.008,0,15416,0.006,0.021,22162,866,44,1.7,2.26,0.63,0.008,6807,266,27,1.1,383733,14990,11073,433,9,0,SustainedHotspot,Continuing,High,High,0.097,215091,8402,1,0.97,0.061,0.16,0,-0.01,0.037,184654,7213,1,0.98,236,6.3,0.82,0.06,0.84,0.1,0.2,0.01,0.33,0.01,0.01,0.01,0.02,0,0,13,3759,322,1160,1,0.92,1,1,1984754,0.775,1675144,0.654,33858,0.016,2173,0.012,31685,0.016,2659,0.007,-0.008,0.0044,-0.0091,-0.0128,1930141,0.896,1645161,0.764,118856,0.683,102342,0.588,1811285,0.915,1542819,0.78,311646,0.847,278047,0.756,0.08,0.21,0.14,2.7,0.3,0.19,0,0.12,0.815,0.912
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.02,20934,209,121,1.2,0.93,0.34,0.013,10845,108,90,0.9,1570230,15641,27473,274,5,0,SustainedHotspot,Continuing,High,High,0.017,1039452,10354,,,0.004,-0.06,,,0.013,1102161,10979,,,580,3.3,0.79,0.04,0.75,0.09,0.27,0.02,-0.03,0,0,0,0,0,0,91,17788,2067,5031,0.95,0.92,0.98,0.95,7749199,0.772,6692644,0.667,52719,0.006,4759,0.007,47960,0.006,6009,0.004,-0.0006,-0.0025,-0.0005,-0.001,7544115,0.875,6567073,0.762,617409,0.852,523768,0.722,6926706,0.877,6043305,0.766,1344863,0.95,1171901,0.829,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.019,19379,1569,48,3.9,1.43,0.26,0.009,7986,647,38,3.1,198647,16084,2753,223,6,0,SustainedHotspot,Continuing,High,High,0.325,38147,3089,1,0.98,0.129,0.1,0,-0.01,0.196,34766,2815,1,0.99,686,12.6,0.76,0.16,0.84,0.27,0.41,0.09,0.14,-0.02,0.02,0,0.03,-0.01,0.01,22,5436,895,1111,1,0.95,1,1,811938,0.657,751245,0.608,4423,0.004,443,0.005,3980,0.004,414,0.002,0.0001,0.0013,0,-0.0003,790218,0.74,735941,0.689,47225,0.545,42665,0.492,742993,0.757,693276,0.707,206526,0.897,199053,0.865,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
"Harris County, TX",48201,Large central metro,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,TX,6,4713325,0.667,0.163,0.014,3,56479,0.012,0.016,16459,349,50,1.1,2.81,0.25,0.005,4318,92,40,0.8,609357,12928,9684,205,7,0,SustainedHotspot,Continuing,High,Substantial,0.151,91540,1942,1,0.98,0.092,0.12,1,0.01,0.059,81436,1728,0,0.97,557,5,0.88,0.05,0.91,0.09,0.35,0.02,0.91,0,0.01,0.01,0.01,0.01,0,51,11131,1279,3298,0.9,0.82,0.94,0.9,3282284,0.696,2801935,0.594,17312,0.004,1860,0.005,15452,0.004,1857,0.004,-0.0002,-0.0005,-0.0002,-0.0005,3201942,0.826,2757492,0.711,283793,0.692,236393,0.576,2918149,0.842,2521099,0.727,500842,0.95,448279,0.872,0.2,0.16,0.11,2.9,0.19,0.44,0,0.07,0.724,0.557
"Queens County, NY",36081,Large central metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,2253858,0.117,0.116,0.007,2,29190,0.013,0.014,14460,642,27,1.2,1.46,0.08,0.007,5877,261,25,1.1,351830,15610,10487,465,8,0,SustainedHotspot,Continuing,High,High,0.093,138381,6140,1,0.97,0.048,0.02,0,-0.01,0.046,135294,6003,1,0.97,226,6.5,0.85,0.07,0.69,0.12,0.37,0.04,0.31,0.02,0.02,0.08,0.01,0.04,0.01,7,3500,298,674,1,1,1,1,2117460,0.939,1785919,0.792,32629,0.017,1601,0.011,31028,0.017,4313,0.012,-0.0125,0.0027,-0.0137,-0.0344,2061949,0.95,1760941,0.906,135220,0.95,119182,0.846,1926729,0.95,1641759,0.911,374237,0.95,315363,0.856,0.11,0.13,0.16,2.9,0.18,0.28,0,0.26,0.62,0.832
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.013,13133,293,235,5.2,-0.07,0.05,0.017,14062,314,223,5,844498,18828,13457,300,0,5,SustainedHotspot,,High,High,0.119,107412,2395,1,0.99,-0.005,-0.05,0,0,0.124,113569,2532,1,1,1165,11.7,0.86,0.15,0.81,0.28,0.45,0.16,-0.08,0.05,-0.01,0.05,0.01,-0.01,-0.01,42,9986,1220,1703,1,0.98,1,1,2779368,0.62,2381339,0.531,17848,0.005,1558,0.004,16290,0.005,2995,0.004,-0.0002,0.0001,-0.0002,0,2713646,0.714,2352059,0.619,198120,0.543,165635,0.454,2515526,0.733,2186424,0.637,647748,0.93,571413,0.821,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Nassau County, NY",36059,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1356924,0.071,0.07,0.004,4,39330,0.029,0.012,12349,910,15,1.1,1.04,0.5,0.007,6063,447,10,0.7,249694,18401,3367,248,5,0,SustainedHotspot,Continuing,High,High,0.121,75221,5543,1,0.97,0.051,0.07,0,0,0.069,70565,5200,1,0.97,219,7.2,0.79,0.07,0.67,0.12,0.3,0.04,-0.03,0.03,0.01,0.04,0,0.04,0.01,8,3047,369,385,1,1,1,1,1218634,0.898,1029176,0.758,15233,0.013,959,0.009,14274,0.013,2282,0.009,-0.001,0.0022,-0.0013,-0.0038,1188430,0.95,1012459,0.866,83153,0.801,73852,0.711,1105277,0.95,938607,0.881,288121,0.95,232957,0.944,0.05,0.06,0.18,3,0.12,0.17,0,0.11,0.243,0.174
"Suffolk County, NY",36103,Large fringe metro,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,NY,2,1476601,0.077,0.076,0.004,2,29422,0.02,0.012,12190,826,35,2.4,0.65,1.06,0.009,7401,501,17,1.2,281474,19062,3756,254,3,0,SustainedHotspot,Continuing,High,High,0.122,70165,4752,1,0.95,0.042,0,0,-0.01,0.08,69894,4733,1,0.96,309,10.6,0.79,0.11,0.72,0.15,0.22,0.05,0.19,-0.01,0.02,0.02,0.02,-0.01,0.01,10,2904,368,602,1,0.9,1,1,1174057,0.795,1047657,0.71,10111,0.008,829,0.007,9282,0.008,1514,0.006,0.0001,0.0016,-0.0001,-0.0013,1154495,0.901,1036493,0.809,73209,0.646,65799,0.58,1081286,0.926,970694,0.831,273493,0.95,237483,0.928,0.05,0.07,0.17,3,0.07,0.2,0,0.04,0.215,0.282
