County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE with >5000 full-time enrollment,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative cases per 100k,Cumulative deaths,Cumulative deaths per 100k,Rapid rise (last 14 days),Number of days of downward case trajectory,Area of Concern Category,Rapid Riser Category,Community Transmission Level - last 7 days,Community Transmission Level - previous 7 days,NAAT positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total NAATs - last 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - last 7 days (may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days,NAAT positivity rate - absolute change (may be an underestimate due to delayed reporting),Total NAATs - % change (may be an underestimate due to delayed reporting),Testing latency - absolute change,% tests resulted in 3 or fewer days - absolute change,NAAT positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total NAATs - previous 7 days (may be an underestimate due to delayed reporting),NAATs per 100k - previous 7 days (may be an underestimate due to delayed reporting),Median test latency - previous 7 days,% tests resulted in 3 or fewer days - previous 7 days,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions - percent change,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,People with at least 1 dose,People with at least 1 dose as % of total population,People who are fully vaccinated,People who are fully vaccinated as % of total population,People initiating vaccination - last 7 days - ages 12+,People initiating vaccination as % of population - last 7 days - ages 12+,People initiating vaccination - last 7 days - ages 12-17,People initiating vaccination as % of population - last 7 days - ages 12-17,People initiating vaccination - last 7 days - ages 18+,People initiating vaccination as % of population - last 7 days - ages 18+,People initiating vaccination - last 7 days - ages 65+,People initiating vaccination as % of population - last 7 days - ages 65+,People initiating vaccination as % of population - absolute change - ages 12+,People initiating vaccination as % of population - absolute change - ages 12-17,People initiating vaccination as % of population - absolute change - ages 18+,People initiating vaccination as % of population - absolute change - ages 65+,People with at least 1 dose - ages 12+,People with at least 1 dose as % of population - ages 12+,People who are fully vaccinated - ages 12+,People who are fully vaccinated as % of population - ages 12+,People with at least 1 dose - ages 12-17,People with at least 1 dose as % of population - ages 12-17,People who are fully vaccinated - ages 12-17,People who are fully vaccinated as % of population - ages 12-17,People with at least 1 dose - ages 18+,People with at least 1 dose as % of population - ages 18+,People who are fully vaccinated - ages 18+,People who are fully vaccinated as % of population - ages 18+,People with at least 1 dose - ages 65+,People with at least 1 dose as % of population - ages 65+,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Non-Hispanic Native American / Alaskan Native,% Non-Hispanic Asian,SVI score,CCVI score
"Maricopa County, AZ",4013,Large central metro,"Phoenix-Mesa-Chandler, AZ",Metropolitan,AZ,9,4485414,0.906,0.616,0.014,3,83484,0.019,0.024,13205,294,139,3.1,-0.19,-0.03,0.025,16402,366,144,3.2,798982,17813,12742,284,0,0,SustainedHotspot,,High,High,0.142,113323,2526,1,0.99,0.006,0.05,0,0,0.136,108359,2416,1,1,1232,12,0.72,0.14,0.68,0.24,0.47,0.16,0.13,-0.01,0.01,0.02,0.03,0.04,0.02,42,10226,1458,1714,1,0.98,1,1,2696006,0.601,2309677,0.515,14588,0.004,1504,0.004,13084,0.004,2029,0.003,-0.001,-0.0012,-0.001,-0.0017,2656391,0.699,2309249,0.608,193310,0.529,161329,0.442,2463081,0.717,2147920,0.626,638388,0.917,564525,0.811,0.11,0.15,0.16,2.8,0.06,0.31,0.02,0.04,0.635,0.22
"Cook County, IL",17031,Large central metro,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan,IL,5,5150233,0.545,0.406,0.016,7,135244,0.026,0.017,9163,178,41,0.8,-0.06,-0.32,0.015,9764,190,60,1.2,675963,13125,11483,223,2,0,SustainedHotspot,Recent,High,High,0.044,329011,6388,1,0.91,0.015,0.06,0,-0.02,0.028,311306,6045,1,0.93,581,4.1,0.7,0.05,0.69,0.1,0.28,0.02,0.16,-0.03,0.01,-0.01,0.02,0,0.01,52,14034,1652,3076,1,0.94,1,1,3760269,0.73,3314439,0.644,41964,0.01,3882,0.01,38082,0.009,6393,0.008,0.0116,0.0093,0.0119,0.0191,3650521,0.828,3301662,0.749,270980,0.727,240841,0.646,3379541,0.837,3060821,0.758,706831,0.911,641868,0.827,0.1,0.15,0.15,2.6,0.23,0.26,0,0.08,0.676,0.734
"Wayne County, MI",26163,Large central metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1749343,0.405,0.175,0.005,1,25758,0.015,0.014,7453,426,53,3,-0.09,-0.38,0.012,8148,466,85,4.9,228228,13046,5832,333,6,0,SustainedHotspot,Recent,High,High,0.164,62922,3597,1,0.95,0.05,-0.09,1,-0.02,0.115,68910,3939,0,0.97,475,11.2,0.86,0.17,0.8,0.24,0.39,0.1,-0.04,-0.02,0.03,0.01,0.04,0.04,0.03,18,4244,557,1096,1,0.94,1,1,948222,0.542,868498,0.496,3545,0.002,195,0.001,3350,0.003,705,0.003,-0.0008,-0.0004,-0.0009,-0.0008,947852,0.642,868472,0.589,53750,0.388,51952,0.375,894102,0.669,816520,0.611,237039,0.857,219304,0.793,0.07,0.23,0.16,2.6,0.38,0.06,0,0.04,0.872,0.72
"Los Angeles County, CA",6037,Large central metro,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,CA,9,10039107,0.76,0.254,0.03,11,260018,0.026,0.01,5768,57,121,1.2,-0.31,-0.17,0.013,8357,83,145,1.4,1526272,15203,27138,270,0,5,Hotspot,,Substantial,Substantial,,547457,5453,,,,-0.43,,,0.009,955571,9518,,,406,2.3,0.75,0.03,0.72,0.07,0.25,0.02,-0.06,-0.02,0,0,0,0,0,91,17421,2042,5000,0.95,0.91,0.98,0.95,7505149,0.748,6431568,0.641,45172,0.005,7067,0.01,38105,0.005,6011,0.004,-0.0024,-0.0088,-0.0018,-0.0024,7363738,0.854,6412581,0.744,597282,0.824,494854,0.683,6766456,0.857,5917727,0.75,1321219,0.935,1153133,0.816,0.11,0.16,0.14,3,0.08,0.49,0,0.15,0.768,0.489
"Oakland County, MI",26125,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,1257584,0.291,0.126,0.004,1,17236,0.014,0.01,5757,458,29,2.3,-0.04,-0.06,0.009,5982,476,31,2.5,168182,13373,2794,222,6,0,SustainedHotspot,Recent,High,High,0.144,40945,3256,1,0.94,0.009,0.11,0,-0.01,0.135,36977,2940,1,0.95,587,15.7,0.79,0.15,0.78,0.25,0.32,0.07,0.15,-0.03,0.03,-0.01,0.03,0.02,0.01,13,3730,388,705,1,1,1,1,832416,0.662,782215,0.622,3058,0.003,85,0.001,2973,0.003,452,0.002,-0.0005,-0.0002,-0.0005,-0.0011,832089,0.762,782192,0.717,52064,0.556,51696,0.552,780025,0.782,730496,0.732,200473,0.921,189950,0.873,0.05,0.09,0.17,2.5,0.14,0.04,0,0.08,0.114,0.156
"Macomb County, MI",26099,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,5,873972,0.202,0.088,0.003,0,0,0,0.009,4775,546,43,4.9,-0.06,0,0.008,5086,582,43,4.9,140170,16038,2855,327,7,0,SustainedHotspot,Recent,High,High,0.187,30060,3439,1,0.95,0.014,0.16,0,-0.02,0.173,25972,2972,1,0.96,125,9.5,0.87,0.2,0.91,0.31,0.52,0.13,0.02,-0.01,0.03,0.02,0.04,-0.01,0.01,5,1315,158,238,1,1,1,1,487740,0.558,465835,0.533,1528,0.002,42,0.001,1486,0.002,254,0.002,-0.0006,-0.0001,-0.0006,-0.0008,487636,0.644,465827,0.615,22970,0.354,23976,0.37,464666,0.671,441851,0.638,132693,0.871,127333,0.836,0.06,0.11,0.17,2.5,0.12,0.03,0,0.04,0.33,0.57
"Cuyahoga County, OH",39035,Large central metro,"Cleveland-Elyria, OH",Metropolitan,OH,5,1235072,0.603,0.106,0.004,2,31202,0.025,0.008,4318,350,1,0.1,0.01,-0.75,0.006,4271,346,4,0.3,164146,13290,2636,213,0,0,SustainedHotspot,,High,High,0.146,31783,2573,1,0.99,0.018,0.09,0,0,0.128,29284,2371,1,0.99,465,8.6,0.74,0.1,0.81,0.17,0.4,0.06,0.19,-0.04,0.02,-0.01,0.02,0.01,0.01,22,5394,884,1103,1,0.95,1,1,791577,0.641,725659,0.588,3919,0.004,262,0.003,3657,0.004,322,0.001,-0.001,-0.0018,-0.0009,-0.0007,774974,0.726,724856,0.679,46089,0.531,41516,0.479,728885,0.743,683340,0.697,205090,0.891,197737,0.859,0.06,0.18,0.19,2.3,0.3,0.06,0,0.03,0.681,0.393
"Allegheny County, PA",42003,Large central metro,"Pittsburgh, PA",Metropolitan,PA,3,1216045,0.525,0.095,0.004,3,61133,0.05,0.008,4223,347,25,2.1,-0.11,-0.26,0.007,4744,390,34,2.8,149645,12306,2483,204,0,0,SustainedHotspot,,High,High,0.117,35336,2906,1,0.98,0.005,0.1,0,0,0.112,32227,2650,1,0.98,368,7.5,0.85,0.09,0.88,0.22,0.25,0.05,0.08,-0.02,0.01,0.01,0.06,0.01,0.01,22,4876,598,1150,1,0.95,1,1,1023894,0.842,713578,0.587,8488,0.008,299,0.004,8189,0.008,1345,0.006,0.036,0.0321,0.0363,0.0469,1002051,0.941,712672,0.669,49612,0.656,39101,0.517,952439,0.963,673571,0.681,302440,0.999,174777,0.743,0.04,0.12,0.19,2.2,0.13,0.02,0,0.04,0.251,0.11
"Hennepin County, MN",27053,Large central metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,5,1265843,0.348,0.224,0.004,1,45730,0.036,0.008,4150,328,19,1.5,-0.17,-0.21,0.008,5024,397,24,1.9,175783,13887,2023,160,1,0,SustainedHotspot,Recent,High,High,0.086,71392,5640,1,0.98,-0.007,-0.02,0,-0.01,0.093,72990,5766,1,0.99,243,7.9,0.92,0.13,0.89,0.33,0.44,0.13,0.29,-0.02,0.01,0,0.02,0.02,0.02,10,3062,333,662,1,0.9,1,1,940065,0.743,847611,0.67,4342,0.004,354,0.004,3988,0.004,466,0.003,-0.0008,-0.003,-0.0006,-0.0012,901771,0.836,842869,0.782,61067,0.688,57719,0.65,840704,0.849,785150,0.793,177672,0.967,169048,0.92,0.05,0.11,0.15,2.4,0.14,0.07,0.01,0.07,0.309,0.066
"Erie County, NY",36029,Large central metro,"Buffalo-Cheektowaga, NY",Metropolitan,NY,2,918702,0.814,0.047,0.003,2,43715,0.048,0.007,4056,441,24,2.6,-0.07,0.41,0.007,4341,473,17,1.9,124141,13513,2046,223,0,0,SustainedHotspot,,High,High,0.112,37904,4126,1,0.98,0.004,0.07,0,0,0.107,35458,3860,1,0.98,312,14.4,0.86,0.15,0.72,0.17,0.36,0.09,0.23,-0.03,0.04,0,0.04,0.06,0.03,8,2170,339,389,1,0.88,1,1,639633,0.696,584825,0.637,2604,0.003,289,0.005,2315,0.003,441,0.003,-0.0005,0.0002,-0.0006,-0.0011,624479,0.783,583694,0.732,40313,0.631,37080,0.58,584166,0.796,546614,0.745,156022,0.924,145823,0.863,0.04,0.15,0.18,2.3,0.13,0.06,0.01,0.04,0.414,0.521
